Choice,Parallel,Loop,Noise Level,Add,Delete,Replace,Swap
0.0,0.0,0.0,5%,0.9994888133976564,0.999451266836996,0.9994398525690452,1.0
0.0,0.0,0.0,10%,0.9989272593505844,0.9987539128696752,0.998986339684876,1.0
0.0,0.0,0.0,20%,0.997781373493927,0.9974941972261192,0.9978256659854616,1.0
0.0,0.0,0.0,40%,0.9959528687930362,0.9956713631149174,0.9955877593455216,1.0
0.0,0.0,0.1,5%,0.9997134989515756,0.9995129431371468,0.999450940491687,1.0
0.0,0.0,0.1,10%,0.9992444002874808,0.9989405222550376,0.9989506754441596,1.0
0.0,0.0,0.1,20%,0.9989506531066084,0.997921779350264,0.9976967289664644,1.0
0.0,0.0,0.1,40%,0.9969371797961648,0.9958358359602528,0.995910936071743,1.0
0.0,0.1,0.0,5%,0.9992945030573244,0.9992550839766436,0.9992132778939792,1.0
0.0,0.1,0.0,10%,0.998562467164339,0.9985365286973644,0.998284380946935,1.0
0.0,0.1,0.0,20%,0.9974412603465962,0.9965995034665376,0.9971263721069236,1.0
0.0,0.1,0.0,40%,0.9941205399402584,0.9936214027490234,0.9937526918260212,1.0
0.0,0.1,0.1,5%,0.999522337528434,0.9994848491604932,0.9994541308259972,1.0
0.0,0.1,0.1,10%,0.9990744359801698,0.9989279589699052,0.99900569490929,1.0
0.0,0.1,0.1,20%,0.9978359187343642,0.9976790555990158,0.9981781646030712,1.0
0.0,0.1,0.1,40%,0.9959671908205288,0.99538415253806,0.9953707767390974,1.0
0.0,0.2,0.0,5%,0.9987989937296712,0.9988141876518158,0.9988443592755064,1.0
0.0,0.2,0.0,10%,0.997887582743847,0.9975100983699318,0.9974962285860908,1.0
0.0,0.2,0.0,20%,0.9952081885782174,0.995097241576528,0.995361442647106,1.0
0.0,0.2,0.0,40%,0.9910816777805536,0.9897942374567268,0.9909908370375632,1.0
0.0,0.2,0.1,5%,0.9997275839419284,0.9984360290795418,0.998488810322429,1.0
0.0,0.2,0.1,10%,0.9990674646640496,0.9967620532103818,0.9972767130196892,1.0
0.0,0.2,0.1,20%,0.997491856921583,0.9937624938813092,0.994550883784387,1.0
0.0,0.2,0.1,40%,0.9949573157021134,0.9874756391746872,0.989132264858874,1.0
0.1,0.0,0.0,5%,0.9995762189306552,0.9995977109954954,0.9994896566957068,1.0
0.1,0.0,0.0,10%,0.9991816407265304,0.999135779725498,0.9991368948766092,1.0
0.1,0.0,0.0,20%,0.9983391212273784,0.9979676002522432,0.9983774182174944,1.0
0.1,0.0,0.0,40%,0.9963493511559992,0.99639039785727,0.9963229986936034,1.0
0.1,0.0,0.1,5%,0.9995532377825982,0.9994705526860976,0.9994540535447622,1.0
0.1,0.0,0.1,10%,0.9988461927800046,0.9988310572788912,0.9988289746264634,1.0
0.1,0.0,0.1,20%,0.998160634479584,0.9979100957537372,0.9977053122206908,1.0
0.1,0.0,0.1,40%,0.9964497217293752,0.9953308755597912,0.995586085007118,1.0
0.1,0.1,0.0,5%,0.999599500302656,0.9996496178430412,0.999500911819404,1.0
0.1,0.1,0.0,10%,0.999242082183787,0.9991398077888204,0.9990548951379838,1.0
0.1,0.1,0.0,20%,0.9980929947407576,0.9981784647901216,0.9981472936906852,1.0
0.1,0.1,0.0,40%,0.9961145613379114,0.9963187038427684,0.9959784495163896,1.0
0.1,0.1,0.1,5%,0.9997284332739602,0.999346238082665,0.9993543586759815,1.0
0.1,0.1,0.1,10%,0.9994724388837436,0.9987807469136788,0.9988550779162412,1.0
0.1,0.1,0.1,20%,0.9991219282389288,0.9976573063958536,0.9973464631315808,1.0
0.1,0.1,0.1,40%,0.9980486539012,0.994944352444723,0.9950453337373372,1.0
0.1,0.2,0.0,5%,0.9996417981667272,0.9995897830920344,0.999677674153101,1.0
0.1,0.2,0.0,10%,0.9991245512542244,0.9993453060663408,0.9994192392049852,1.0
0.1,0.2,0.0,20%,0.9984471216822948,0.9987650739076136,0.9987475695677884,1.0
0.1,0.2,0.0,40%,0.9968876537096116,0.9974536728348268,0.997326552651412,1.0
0.1,0.2,0.1,5%,0.9984065879034268,0.9982282650361156,0.998408550358137,1.0
0.1,0.2,0.1,10%,0.9970638991601676,0.9961814244470678,0.9961241923490652,1.0
0.1,0.2,0.1,20%,0.994284415999721,0.9910493985165612,0.992415383425155,1.0
0.1,0.2,0.1,40%,0.9881625592975224,0.9845127499893253,0.9842682101686062,1.0
