0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
b,e,w,o,g,q,y,v,y,v,y,v,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,o,z,z,y,d,n,t,m,f,u,a,k,,,,,,,,,,,,,,,
b,e,w,x,p,e,w,o,z,p,y,d,n,t,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,g,h,d,l,s,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,t,o,z,p,y,d,n,t,r,aa,n,t,r,aa,n,m,f,u,a,k,,,,,,,
z,e,w,x,c,e,w,x,c,e,w,x,c,o,g,p,y,v,y,d,i,s,m,f,u,a,k,,,,,,,,,,,,,
b,aa,w,o,z,h,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,g,p,y,d,q,j,m,f,u,a,n,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,k,e,w,o,g,h,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,g,p,y,v,y,v,y,v,m,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,z,o,z,p,y,d,n,t,r,aa,n,t,r,aa,n,t,r,aa,m,f,u,a,k,,,,
b,i,w,x,c,e,w,x,c,e,w,o,z,h,d,n,t,m,f,u,a,k,,,,,,,,,,,,,,,,,,
b,e,w,c,z,p,y,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,m,o,z,p,y,v,y,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,,,,
b,p,w,o,g,h,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,z,h,d,i,s,o,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
