0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
b,e,w,o,g,p,y,v,y,v,y,v,d,i,s,k,f,u,a,m,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,o,z,p,y,d,n,t,m,f,u,a,k,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,z,f,y,d,n,t,m,p,u,a,k,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,g,h,m,i,s,d,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,r,o,z,p,y,d,n,t,r,aa,n,t,aa,n,t,m,f,u,a,k,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,o,g,p,y,v,y,d,i,s,m,f,u,a,k,,,,,,,,,,,,,
b,e,w,o,h,z,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,m,g,p,y,d,q,j,o,f,u,a,k,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,k,e,w,o,g,h,d,i,s,m,f,u,a,c,,,,,,,,,,,,,,,,,,,,,,
b,x,w,e,c,e,w,o,g,p,y,v,y,v,y,v,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,o,z,p,y,t,n,t,r,aa,n,t,r,aa,n,d,r,aa,m,f,u,a,k,,,,,
b,e,w,f,c,e,w,x,c,e,w,o,z,h,d,n,t,m,x,u,a,k,,,,,,,,,,,,,,,,,,
b,e,w,o,z,p,y,d,q,j,m,a,u,f,k,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,z,p,y,v,k,d,i,s,m,f,u,a,y,,,,,,,,,,,,,,,,,,,
b,e,w,o,g,h,d,k,j,m,f,u,a,q,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,z,h,d,a,s,m,f,u,i,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,u,p,y,d,i,s,m,f,g,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
b,k,w,o,z,p,y,d,q,j,m,f,u,a,e,,,,,,,,,,,,,,,,,,,,,,,,,
a,e,w,o,g,p,y,d,l,m,f,u,b,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,w,e,x,c,e,w,o,g,h,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,z,d,y,p,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
a,e,w,o,z,h,d,n,t,r,aa,n,t,m,f,u,b,k,,,,,,,,,,,,,,,,,,,,,,
k,e,w,o,g,p,y,d,i,s,m,f,u,a,b,,,,,,,,,,,,,,,,,,,,,,,,,
w,e,b,o,g,p,y,d,n,t,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
b,y,w,o,g,p,e,d,n,t,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,z,p,y,d,n,t,t,aa,n,r,r,aa,n,t,m,f,u,a,k,,,,,,,,,,,,,,,,,
k,e,w,o,z,h,d,q,j,m,f,u,a,b,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,a,o,g,p,y,d,i,s,m,f,u,k,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,g,p,t,d,n,t,r,aa,n,t,r,aa,n,y,r,aa,m,f,u,a,k,,,,,,,,,,,
b,e,w,y,z,p,o,v,y,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,d,g,h,o,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,
