0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,a,j,q,d,e,m,f,h,i,n,s,o,p,c,k,t,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,o,s,p,c,k,t,a,j,q,r,u,g,a,j,q,r,u,g,a,j,q,d,e,m,f,h,i,n,o,c,p,c,k,t,d,e,m,f,h,i,n,o,s,p,k,t,l,b,EOS,,,,,
BOS,d,e,m,f,h,i,n,o,s,p,c,k,h,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,a,j,q,r,u,g,a,j,q,d,e,m,f,h,i,n,s,o,p,c,t,t,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,b,p,c,k,t,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,a,j,q,d,e,m,f,h,i,n,s,q,p,c,k,t,a,j,q,d,e,m,f,h,i,n,s,o,p,c,k,t,b,l,EOS,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,l,b,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,q,l,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,a,j,q,d,e,m,f,h,i,n,s,o,p,c,p,t,b,l,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,a,j,q,d,e,m,f,h,i,n,o,s,p,c,k,t,a,j,q,r,u,g,a,j,q,r,u,g,d,e,m,f,h,i,n,o,s,p,c,k,t,r,u,g,l,b,EOS,
BOS,d,e,m,f,h,i,n,o,s,p,c,k,o,b,l,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,a,j,q,r,u,g,a,j,q,r,u,g,a,j,q,d,e,m,f,h,i,n,o,s,p,c,k,t,d,e,m,f,h,i,n,o,s,p,c,k,t,l,b,EOS,,,,
BOS,d,e,m,f,h,i,n,o,s,p,c,k,r,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,g,i,n,s,o,p,c,k,t,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,c,e,m,f,h,i,n,o,s,p,c,k,t,a,j,q,d,e,m,f,h,i,n,s,o,p,c,k,t,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,o,s,p,c,k,t,a,j,q,r,u,g,a,j,q,d,e,m,f,h,i,n,o,s,p,c,k,t,a,j,q,u,e,m,f,h,i,n,s,o,p,c,k,t,d,b,l,EOS,,,,,,
BOS,d,e,m,f,h,i,n,o,s,p,c,k,t,a,j,q,d,e,m,f,h,i,n,o,s,p,c,k,t,a,j,q,r,u,g,a,j,q,d,e,n,f,h,i,o,s,p,c,k,t,b,l,EOS,,,,,,,,
BOS,d,e,n,f,h,i,n,o,s,p,c,k,t,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,f,f,h,i,n,o,s,p,c,k,t,a,j,q,r,u,g,a,j,q,r,u,g,a,j,q,d,e,m,f,h,i,n,o,s,p,c,k,t,b,l,EOS,,,,,,,,,,,,,,,,,
BOS,n,e,m,f,h,i,n,s,o,p,c,k,t,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,a,j,q,d,e,m,f,h,i,n,o,s,p,c,k,t,g,j,q,d,e,m,f,h,i,n,s,o,p,c,k,t,a,j,q,b,l,EOS,,,,,,,,,,
