0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,a,j,q,d,e,m,f,h,i,n,s,o,p,c,k,t,l,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,o,s,p,c,k,t,a,j,q,r,u,g,a,j,q,r,u,g,a,j,q,d,e,m,f,h,i,n,o,s,p,c,k,t,d,m,f,h,i,n,o,s,p,c,k,t,l,b,EOS,,,,
BOS,d,e,f,h,i,n,o,s,p,c,k,t,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,a,j,q,r,u,g,a,j,q,d,e,m,f,h,i,n,s,o,p,c,k,t,b,EOS,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,l,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,a,j,q,d,e,m,f,i,n,s,o,p,c,k,t,a,j,q,d,e,m,f,h,i,n,s,o,p,c,k,t,b,l,EOS,,,,,,,,,,,,,
d,e,m,f,h,i,n,s,o,p,c,k,t,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,c,k,t,b,l,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,c,k,t,a,j,q,d,e,m,f,h,i,n,s,o,p,c,k,t,b,l,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,a,j,q,d,e,f,h,i,n,o,s,p,c,k,t,a,j,q,r,u,g,a,j,q,r,u,g,d,e,m,f,h,i,n,o,s,p,c,k,t,r,u,g,m,l,b,EOS
BOS,d,e,m,f,h,i,n,o,s,p,k,t,b,l,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,s,o,p,c,k,t,a,j,q,r,u,g,a,j,r,u,g,a,j,q,d,e,m,f,h,i,n,o,s,p,c,k,t,q,d,e,m,f,h,i,n,o,s,p,c,k,t,l,b,EOS,,,
BOS,e,m,f,h,i,n,o,s,p,c,k,t,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,o,p,c,k,t,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,o,s,p,c,k,t,a,j,q,d,e,m,f,h,n,s,o,p,c,k,t,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,d,e,m,f,h,i,n,o,s,p,c,k,t,a,j,q,r,u,g,a,j,q,d,e,m,f,h,i,n,o,s,p,c,k,t,a,j,q,d,e,m,f,h,i,n,s,o,p,c,k,t,b,l,EOS,,,,,,
BOS,d,e,m,f,h,i,n,o,s,c,k,t,a,j,q,d,e,m,f,h,i,n,o,s,p,c,k,t,a,j,q,r,u,g,a,j,q,d,e,m,f,h,i,n,o,s,p,c,k,t,b,l,EOS,,,,,,,
BOS,d,e,m,f,h,i,n,s,p,c,k,t,l,b,EOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
