0,1,2,3,4,5,6,7,8,9,10
e,i,g,q,k,BOS,s,b,l,j,EOS
BOS,j,i,h,k,e,s,b,l,g,EOS
BOS,g,e,h,k,i,s,b,l,j,EOS
BOS,i,h,g,s,e,k,b,l,j,EOS
BOS,a,m,c,d,n,f,t,u,o,EOS
f,a,c,m,BOS,n,d,t,u,o,EOS
BOS,i,p,e,k,g,s,b,l,j,EOS
n,a,c,m,f,BOS,d,t,u,o,EOS
BOS,g,EOS,p,k,e,s,b,l,j,i
BOS,g,h,i,k,e,s,b,l,j,EOS
BOS,g,i,p,k,e,EOS,b,l,j,s
i,BOS,g,h,k,e,s,b,l,j,EOS
BOS,i,q,g,k,EOS,s,b,l,j,e
BOS,g,k,q,i,e,s,b,l,j,EOS
BOS,g,i,q,k,e,s,b,EOS,j,l
BOS,i,k,p,g,e,s,b,l,j,EOS
BOS,i,g,p,k,b,s,e,l,j,EOS
r,a,m,c,f,n,BOS,u,o,EOS,
BOS,a,c,n,m,f,d,t,u,o,EOS
BOS,EOS,f,n,d,a,t,u,o,m,c
BOS,r,f,a,m,n,c,u,o,EOS,
BOS,c,u,m,f,n,r,a,o,EOS,
BOS,c,f,a,m,d,n,t,u,o,EOS
BOS,m,a,c,f,n,d,t,u,o,EOS
t,a,c,m,f,n,d,BOS,u,o,EOS
BOS,g,i,q,l,e,s,b,k,j,EOS
BOS,i,h,g,k,e,s,b,l,EOS,j
BOS,EOS,a,f,m,n,r,u,o,c,
m,c,a,f,BOS,n,d,t,u,o,EOS
BOS,a,c,f,n,d,m,t,u,EOS,o
BOS,r,c,m,f,n,a,u,o,EOS,
BOS,a,f,c,m,n,r,u,o,EOS,
BOS,g,i,h,k,e,EOS,b,l,j,s
g,i,q,BOS,k,e,s,b,l,j,EOS
BOS,a,c,f,n,m,r,u,o,EOS,
BOS,g,i,p,k,e,s,b,j,l,EOS
BOS,g,i,p,k,s,e,b,l,j,EOS
BOS,a,m,f,c,n,d,t,u,o,EOS
BOS,g,j,h,k,e,s,b,l,i,EOS
BOS,a,f,c,m,n,r,u,o,EOS,
BOS,i,e,g,k,q,s,b,l,j,EOS
BOS,EOS,h,g,k,e,s,b,l,j,i
BOS,i,p,g,l,e,s,b,k,j,EOS
BOS,i,g,q,k,e,EOS,b,l,j,s
s,i,p,g,k,e,BOS,b,l,j,EOS
BOS,c,EOS,m,f,n,d,t,u,o,a
BOS,i,q,j,k,e,s,b,l,g,EOS
BOS,c,f,n,a,o,d,t,u,m,EOS
BOS,j,i,q,k,e,s,b,l,g,EOS
EOS,c,a,f,n,r,u,m,o,BOS,
BOS,i,g,q,k,e,s,l,b,j,EOS
BOS,a,c,f,r,n,m,u,o,EOS,
BOS,i,p,g,e,k,s,b,l,j,EOS
BOS,g,i,h,k,e,s,l,b,j,EOS
n,a,m,c,f,BOS,r,u,o,EOS,
b,g,i,q,k,e,s,BOS,l,j,EOS
BOS,c,a,m,f,t,d,n,u,o,EOS
BOS,c,f,a,m,n,r,EOS,o,u,
BOS,c,a,m,f,n,r,o,u,EOS,
BOS,a,c,EOS,f,n,r,u,o,m,
BOS,i,h,g,k,e,s,b,l,EOS,j
BOS,d,m,c,f,n,a,t,u,o,EOS
a,BOS,c,f,n,m,d,t,u,o,EOS
BOS,a,c,m,f,n,t,d,u,o,EOS
BOS,a,m,c,f,n,u,r,o,EOS,
BOS,c,a,r,m,n,f,u,o,EOS,
BOS,a,c,n,f,m,d,t,u,o,EOS
b,i,g,p,k,e,s,BOS,l,j,EOS
BOS,c,n,a,m,f,d,t,u,o,EOS
BOS,g,e,p,k,i,s,b,l,j,EOS
BOS,g,i,h,EOS,e,s,b,l,j,k
BOS,c,n,m,f,a,r,u,o,EOS,
BOS,g,i,h,k,EOS,s,b,l,j,e
j,i,q,g,k,e,s,b,l,BOS,EOS
BOS,i,q,g,k,l,s,b,e,j,EOS
BOS,c,f,n,r,u,o,a,EOS,m,
BOS,i,q,g,k,e,s,b,l,EOS,j
BOS,j,i,h,k,e,s,b,l,g,EOS
BOS,g,i,q,k,e,s,b,j,l,EOS
