0,1,2,3,4,5,6,7,8,9,10
BOS,i,g,q,k,e,EOS,b,l,j,s
BOS,g,i,h,j,e,s,b,l,k,EOS
BOS,EOS,i,h,k,e,s,b,l,j,g
BOS,i,h,j,k,e,s,b,l,g,EOS
BOS,a,m,o,f,n,d,t,u,c,EOS
o,a,c,m,f,n,d,t,u,BOS,EOS
BOS,i,k,g,p,e,s,b,l,j,EOS
BOS,a,m,c,f,n,d,t,u,o,EOS
j,g,i,p,k,e,s,b,l,BOS,EOS
BOS,j,i,h,k,e,s,b,l,g,EOS
BOS,e,i,p,k,g,s,b,l,j,EOS
BOS,i,g,h,j,e,s,b,l,k,EOS
BOS,j,q,g,k,e,s,b,l,i,EOS
BOS,g,i,q,k,s,e,b,l,j,EOS
l,g,i,q,k,e,s,b,BOS,j,EOS
BOS,i,g,p,k,e,s,b,EOS,j,l
BOS,i,g,p,k,e,s,j,l,b,EOS
BOS,a,u,c,f,n,r,m,o,EOS,
BOS,u,c,f,m,n,d,t,a,o,EOS
BOS,d,f,n,c,a,t,u,o,m,EOS
BOS,m,f,a,c,n,r,u,o,EOS,
BOS,c,a,r,f,n,m,u,o,EOS,
n,c,f,a,BOS,d,m,t,u,o,EOS
BOS,n,a,m,f,c,d,t,u,o,EOS
BOS,a,c,o,f,n,d,t,u,m,EOS
BOS,g,i,j,k,e,s,b,l,q,EOS
BOS,i,h,g,k,j,s,b,l,e,EOS
BOS,c,a,m,f,n,r,u,o,EOS,
BOS,c,a,f,m,o,d,t,u,n,EOS
BOS,a,c,EOS,n,d,m,t,u,o,f
BOS,o,c,m,f,n,r,u,a,EOS,
BOS,a,m,u,f,n,r,c,o,EOS,
BOS,g,i,h,k,e,EOS,b,l,j,s
BOS,i,q,g,k,EOS,s,b,l,j,e
BOS,a,r,f,m,n,c,u,o,EOS,
b,g,i,p,k,e,s,BOS,l,j,EOS
BOS,g,i,p,k,e,l,b,s,j,EOS
BOS,a,c,m,f,n,d,t,u,o,EOS
BOS,g,s,h,k,e,i,b,l,j,EOS
BOS,a,m,c,f,r,n,u,o,EOS,
BOS,i,q,g,j,e,s,b,l,k,EOS
BOS,i,e,g,k,h,s,b,l,j,EOS
BOS,i,g,p,k,e,s,b,l,j,EOS
BOS,s,g,q,k,e,i,b,l,j,EOS
BOS,i,j,g,k,e,s,b,l,p,EOS
n,c,a,m,f,BOS,d,t,u,o,EOS
BOS,i,s,g,k,e,q,b,l,j,EOS
BOS,c,t,n,a,m,d,f,u,o,EOS
BOS,g,i,q,k,l,s,b,e,j,EOS
BOS,c,f,a,n,r,u,m,o,EOS,
BOS,i,g,q,k,e,s,b,j,l,EOS
BOS,a,c,f,EOS,r,m,u,o,n,
BOS,p,i,g,k,e,s,b,l,j,EOS
h,g,i,BOS,k,e,s,b,l,j,EOS
BOS,f,m,c,a,n,r,u,o,EOS,
g,BOS,i,q,k,e,s,b,l,j,EOS
BOS,c,t,m,f,n,d,a,u,o,EOS
BOS,r,f,a,m,n,c,u,o,EOS,
BOS,c,a,m,f,n,o,u,r,EOS,
BOS,a,c,m,u,n,r,f,o,EOS,
l,i,h,g,k,e,s,b,BOS,j,EOS
BOS,a,u,c,f,n,d,t,m,o,EOS
BOS,a,c,f,n,m,d,EOS,u,o,t
BOS,a,c,m,f,t,d,n,u,o,EOS
BOS,n,m,c,f,a,r,u,o,EOS,
BOS,c,a,o,m,n,r,u,f,EOS,
BOS,a,o,m,f,n,d,t,u,c,EOS
BOS,i,g,p,k,e,s,b,j,l,EOS
BOS,c,EOS,a,m,n,d,t,u,o,f
BOS,j,i,p,k,e,s,b,l,g,EOS
BOS,s,i,h,k,e,g,b,l,j,EOS
BOS,c,f,m,a,n,r,u,o,EOS,
BOS,g,i,h,k,j,s,b,l,e,EOS
BOS,i,q,g,j,e,s,b,l,k,EOS
BOS,i,b,g,k,e,s,q,l,j,EOS
BOS,n,f,c,r,u,o,a,m,EOS,
BOS,l,q,g,k,e,s,b,i,j,EOS
BOS,g,i,h,k,l,s,b,e,j,EOS
BOS,g,i,EOS,k,e,s,b,l,j,q
l,i,h,g,k,e,s,b,BOS,j,EOS
s,g,i,q,k,e,BOS,b,l,j,EOS
BOS,a,c,r,n,m,f,u,o,EOS,
BOS,a,m,c,f,o,d,t,u,n,EOS
BOS,EOS,i,q,k,e,s,b,l,j,g
BOS,a,c,m,u,n,r,f,o,EOS,
BOS,a,d,c,f,n,m,t,u,o,EOS
f,c,BOS,n,r,u,o,a,m,EOS,
BOS,g,i,h,k,e,b,s,l,j,EOS
BOS,n,c,f,a,m,d,t,u,o,EOS
BOS,a,o,f,n,r,m,u,c,EOS,
EOS,g,i,p,k,e,s,b,l,j,BOS
BOS,c,a,d,m,n,f,t,u,o,EOS
