0,1,2,3,4,5,6,7,8,9,10
BOS,i,g,q,k,e,s,l,j,EOS,
BOS,g,i,h,e,s,b,l,j,EOS,
BOS,g,i,h,k,e,s,b,j,EOS,
BOS,i,h,k,e,s,b,l,j,EOS,
BOS,a,m,c,f,n,d,t,u,EOS,
BOS,a,c,m,f,n,d,t,o,EOS,
BOS,i,p,g,k,s,b,l,j,EOS,
BOS,a,c,m,f,n,d,t,u,o,
BOS,g,i,p,k,e,s,l,j,EOS,
BOS,i,h,k,e,s,b,l,j,EOS,
BOS,g,p,k,e,s,b,l,j,EOS,
BOS,i,g,k,e,s,b,l,j,EOS,
BOS,i,q,g,k,e,b,l,j,EOS,
BOS,g,i,q,k,e,s,b,j,EOS,
BOS,g,i,q,k,e,s,b,l,EOS,
BOS,g,p,k,e,s,b,l,j,EOS,
BOS,g,p,k,e,s,b,l,j,EOS,
BOS,a,m,c,f,n,u,o,EOS,,
BOS,a,c,m,n,d,t,u,o,EOS,
BOS,c,f,n,d,t,u,o,m,EOS,
BOS,f,a,m,n,r,u,o,EOS,,
BOS,c,a,m,f,n,r,u,EOS,,
BOS,f,a,n,d,m,t,u,o,EOS,
BOS,c,a,m,f,n,t,u,o,EOS,
BOS,a,c,m,f,d,t,u,o,EOS,
g,i,q,k,e,s,b,l,j,EOS,
BOS,i,h,k,e,s,b,l,j,EOS,
BOS,c,a,f,m,n,u,o,EOS,,
BOS,c,f,m,n,d,t,u,o,EOS,
BOS,a,c,f,n,d,m,u,o,EOS,
BOS,a,c,m,f,n,r,u,o,,
BOS,a,m,c,n,r,u,o,EOS,,
BOS,g,i,h,k,e,s,b,l,j,
BOS,i,q,g,k,s,b,l,j,EOS,
BOS,a,c,f,m,n,r,o,EOS,,
BOS,g,i,p,k,e,s,b,l,j,
BOS,g,i,p,k,e,s,b,l,EOS,
BOS,a,m,c,f,n,t,u,o,EOS,
BOS,g,i,h,e,s,b,l,j,EOS,
BOS,a,m,c,f,n,u,o,EOS,,
BOS,i,q,k,e,s,b,l,j,EOS,
BOS,i,h,g,k,e,s,l,j,EOS,
BOS,i,p,g,k,e,s,l,j,EOS,
BOS,i,g,k,e,s,b,l,j,EOS,
BOS,i,p,g,e,s,b,l,j,EOS,
BOS,c,m,f,n,d,t,u,o,EOS,
BOS,i,q,g,k,e,s,b,l,j,
BOS,c,f,a,m,d,t,u,o,EOS,
BOS,g,q,k,e,s,b,l,j,EOS,
BOS,c,a,f,n,r,u,o,EOS,,
BOS,i,g,q,k,e,s,b,j,EOS,
BOS,a,c,n,r,m,u,o,EOS,,
BOS,i,p,g,k,s,b,l,j,EOS,
BOS,g,i,h,k,e,s,l,j,EOS,
BOS,m,c,f,n,r,u,o,EOS,,
BOS,g,i,q,k,s,b,l,j,EOS,
BOS,c,a,m,f,n,d,t,o,EOS,
BOS,c,f,a,m,r,u,o,EOS,,
BOS,c,m,f,n,r,u,o,EOS,,
BOS,a,c,m,f,n,r,o,EOS,,
BOS,i,h,g,e,s,b,l,j,EOS,
BOS,a,m,c,f,d,t,u,o,EOS,
BOS,a,c,f,n,m,t,u,o,EOS,
BOS,a,m,f,n,d,t,u,o,EOS,
BOS,m,c,f,n,r,u,o,EOS,,
BOS,c,a,m,n,r,u,o,EOS,,
BOS,a,c,m,f,d,t,u,o,EOS,
BOS,i,g,p,k,e,s,l,j,EOS,
BOS,c,f,a,m,d,t,u,o,EOS,
BOS,i,p,k,e,s,b,l,j,EOS,
BOS,g,i,k,e,s,b,l,j,EOS,
BOS,c,a,m,f,n,r,u,EOS,,
BOS,i,h,k,e,s,b,l,j,EOS,
BOS,i,g,k,e,s,b,l,j,EOS,
BOS,i,q,g,k,e,b,l,j,EOS,
BOS,c,f,r,u,o,a,m,EOS,,
BOS,i,q,g,e,s,b,l,j,EOS,
BOS,g,h,k,e,s,b,l,j,EOS,
BOS,g,i,q,k,e,b,l,j,EOS,
i,h,g,k,e,s,b,l,j,EOS,
BOS,g,i,q,k,e,b,l,j,EOS,
BOS,a,c,f,n,m,r,u,EOS,,
BOS,a,m,c,f,n,t,u,o,EOS,
BOS,i,q,k,e,s,b,l,j,EOS,
BOS,c,m,f,n,r,u,o,EOS,,
BOS,a,m,c,f,n,d,u,o,EOS,
c,f,n,r,u,o,a,m,EOS,,
BOS,g,i,h,k,e,s,b,j,EOS,
BOS,a,c,f,m,d,t,u,o,EOS,
a,c,f,n,r,m,u,o,EOS,,
