0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
BOS,b,j,c,a,k,i,s,r,l,m,u,f,o,d,n,t,n,EOS,,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,i,e,f,f,d,n,t,n,t,n,t,EOS,,,,,,,,,,,,,
BOS,b,n,c,a,k,h,s,r,i,e,f,o,g,p,q,o,g,p,q,o,g,p,q,d,n,t,n,t,EOS,,,,
BOS,b,j,c,a,k,u,s,r,l,m,u,f,o,d,n,t,n,EOS,,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,l,h,f,o,d,n,EOS,,,,,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,l,m,u,f,h,d,n,t,n,EOS,,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,i,e,f,o,g,p,q,o,d,c,EOS,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,l,m,u,f,o,g,p,q,o,g,p,q,o,g,p,q,d,n,EOS,,,,,,
BOS,b,j,c,n,k,h,s,r,l,e,f,o,d,n,t,n,t,t,EOS,,,,,,,,,,,,,,
BOS,b,j,c,a,k,q,s,r,i,e,f,o,g,p,q,o,g,p,q,o,g,p,d,n,t,n,t,n,EOS,,,,
BOS,b,j,c,a,k,h,h,r,l,m,u,f,o,g,p,q,o,g,p,q,o,d,n,t,n,t,n,t,EOS,,,,
BOS,b,j,c,a,k,h,s,r,i,m,u,f,o,g,p,q,b,d,n,EOS,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,i,m,u,f,o,d,n,t,,,,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,l,m,r,f,o,g,p,q,o,d,n,t,n,EOS,,,,,,,,,,,
BOS,b,j,c,a,o,h,s,r,i,e,f,o,d,n,t,n,t,n,EOS,,,,,,,,,,,,,,
BOS,b,j,c,BOS,k,h,s,r,i,e,f,o,d,n,EOS,,,,,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,l,e,f,o,g,p,q,o,d,n,h,,,,,,,,,,,,,,
