0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
BOS,b,j,c,a,k,s,h,r,l,m,u,f,o,d,n,t,n,EOS,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,i,e,f,t,d,n,t,n,t,n,o,EOS,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,i,d,f,o,g,p,q,o,g,p,q,o,g,p,q,e,n,t,n,t,n,EOS,,
BOS,b,j,c,a,k,h,s,r,t,m,u,f,o,d,n,l,n,EOS,,,,,,,,,,,,,,
BOS,b,j,EOS,a,k,h,s,r,l,e,f,o,d,n,c,,,,,,,,,,,,,,,,,
BOS,b,j,c,a,r,h,s,k,l,m,u,f,o,d,n,t,n,EOS,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,EOS,r,i,e,f,o,g,p,q,o,d,n,s,,,,,,,,,,,,,
BOS,b,d,c,a,k,h,s,r,l,m,u,f,o,g,p,q,o,g,p,q,o,g,p,q,j,n,EOS,,,,,
BOS,b,o,c,a,k,h,s,r,l,e,f,j,d,n,t,n,t,n,t,EOS,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,i,e,f,o,g,p,q,o,g,p,q,o,g,p,q,d,t,n,n,t,n,EOS,,
BOS,b,j,c,a,k,h,s,r,l,m,d,f,o,g,p,q,o,g,p,q,o,u,n,t,n,t,n,t,EOS,,,
BOS,b,m,c,a,k,h,s,r,i,j,u,f,o,g,p,q,o,d,n,EOS,,,,,,,,,,,,
BOS,b,a,c,j,k,h,s,r,i,m,u,f,o,d,n,EOS,,,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,l,m,u,f,o,g,p,o,q,d,n,t,n,EOS,,,,,,,,,,
BOS,b,j,c,a,k,h,s,d,i,e,f,o,r,n,t,n,t,n,EOS,,,,,,,,,,,,,
BOS,b,j,c,a,i,h,s,r,k,e,f,o,d,n,EOS,,,,,,,,,,,,,,,,,
BOS,r,j,c,a,k,h,s,b,l,e,f,o,g,p,q,o,d,n,EOS,,,,,,,,,,,,,
BOS,b,j,e,a,k,h,s,r,i,c,f,o,g,p,q,o,g,p,q,o,g,p,q,d,n,t,n,t,n,t,EOS,
BOS,b,j,c,a,k,h,EOS,r,l,e,f,o,d,n,t,n,s,,,,,,,,,,,,,,,
BOS,h,j,c,a,k,b,s,r,i,e,f,o,d,n,EOS,,,,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,l,m,u,f,o,p,p,q,o,g,g,q,o,d,n,EOS,,,,,,,,
BOS,b,j,c,a,h,k,s,r,l,m,u,f,o,g,p,q,o,d,n,t,n,t,n,t,EOS,,,,,,,
BOS,b,j,c,EOS,k,h,s,r,i,e,f,o,d,n,a,,,,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,l,m,u,f,d,g,p,q,o,g,p,q,o,o,n,t,n,EOS,,,,,,
BOS,o,j,c,a,k,h,s,r,i,m,u,f,b,d,n,t,n,t,n,EOS,,,,,,,,,,,,
BOS,b,j,c,p,k,h,s,r,i,e,f,o,g,a,q,o,g,p,q,o,g,p,q,d,n,t,n,EOS,,,,
BOS,b,j,c,a,k,u,s,r,l,m,h,f,o,g,p,q,o,d,n,EOS,,,,,,,,,,,,
d,b,j,c,a,k,h,s,r,l,e,f,o,BOS,n,EOS,,,,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,n,m,u,f,o,d,i,EOS,,,,,,,,,,,,,,,,
f,b,j,c,a,k,h,s,r,l,m,u,BOS,o,d,n,EOS,,,,,,,,,,,,,,,,
BOS,j,b,c,a,k,h,s,r,i,e,f,o,d,n,t,n,EOS,,,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,l,p,f,o,g,e,q,o,d,n,EOS,,,,,,,,,,,,,
BOS,b,j,c,a,k,h,s,r,o,e,f,i,g,p,q,o,d,n,t,n,EOS,,,,,,,,,,,
BOS,b,j,c,a,k,h,r,s,l,e,f,o,d,n,EOS,,,,,,,,,,,,,,,,,
