0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
c,g,e,h,i,d,j,h,i,j,d,h,g,b,k,f,a,,,
c,g,e,h,i,b,k,a,k,,,,,,,,,,,
c,g,c,h,i,j,d,h,i,b,k,f,a,,,,,,,
c,g,e,h,i,d,j,h,i,j,d,h,i,b,b,f,a,,,
c,g,e,h,i,h,k,f,a,,,,,,,,,,,
c,g,e,h,i,c,k,a,f,,,,,,,,,,,
c,g,e,h,i,b,c,a,f,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,b,f,a,f,,,,,,,
d,g,e,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,i,i,k,f,a,,,,,,,,,,,
c,g,e,i,i,d,j,h,i,b,k,a,f,,,,,,,
c,g,e,h,i,b,k,f,i,,,,,,,,,,,
c,g,e,h,i,j,f,h,i,d,j,h,i,b,k,f,a,,,
c,g,e,h,i,c,k,f,a,,,,,,,,,,,
b,g,e,h,i,d,j,h,i,b,k,a,f,,,,,,,
c,g,i,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,g,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,j,d,b,f,a,,
c,g,e,h,d,j,d,h,i,b,k,a,f,,,,,,,
c,g,e,h,i,d,j,h,i,d,c,h,i,b,k,f,a,,,
c,g,e,h,i,d,j,h,i,j,e,h,i,b,k,f,a,,,
c,g,e,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,i,b,k,a,b,,,,,,,,,,,
c,g,e,h,h,b,k,f,a,,,,,,,,,,,
c,g,e,j,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,i,d,e,h,i,b,k,a,f,,,,,,,
c,g,e,h,i,b,k,i,a,,,,,,,,,,,
c,g,e,h,i,j,d,h,j,j,d,h,i,d,i,b,k,f,a,
c,g,e,h,h,b,k,f,a,,,,,,,,,,,
f,g,e,h,i,d,j,h,i,d,j,h,i,b,k,f,a,,,
c,g,k,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,f,j,d,h,i,b,k,f,a,,,,,,,
c,g,e,h,i,d,j,h,i,d,j,h,i,d,k,j,b,k,a,f
c,g,e,h,i,b,k,a,f,,,,,,,,,,,
c,g,i,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,d,j,h,i,d,k,f,a,,,,,,,
c,g,e,h,f,b,k,f,a,,,,,,,,,,,
c,f,e,h,i,b,k,f,a,,,,,,,,,,,
c,d,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,f,i,b,k,a,f,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,d,j,f,b,k,a,f
h,g,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,d,j,b,k,f,a,
c,g,e,h,i,b,k,d,f,,,,,,,,,,,
c,g,e,h,g,b,k,f,a,,,,,,,,,,,
c,g,e,c,i,b,k,f,a,,,,,,,,,,,
e,g,e,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,k,b,k,a,f,,,,,,,,,,,
