0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
c,g,e,h,i,k,d,j,h,i,j,d,h,i,b,k,f,a,,
c,g,b,e,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,j,d,h,i,h,b,k,f,a,,,,,,
c,g,e,h,i,d,j,h,i,j,d,g,h,i,b,k,f,a,,
c,c,g,e,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,a,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,k,e,a,f,,,,,,,,,,
c,g,e,j,h,i,j,d,h,i,b,k,a,f,,,,,,
c,h,g,e,h,i,b,k,a,f,,,,,,,,,,
c,b,g,e,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,d,j,h,i,d,b,k,a,f,,,,,,
c,h,g,e,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,d,j,d,h,i,d,j,h,i,b,k,f,a,,
c,g,e,e,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,d,j,h,i,i,b,k,a,f,,,,,,
c,g,e,h,i,b,k,k,a,f,,,,,,,,,,
c,g,e,h,i,b,k,j,f,a,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,d,j,b,k,f,a,
c,g,e,h,i,j,d,h,i,b,g,k,a,f,,,,,,
c,g,e,h,g,i,d,j,h,i,d,j,h,i,b,k,f,a,,
c,g,e,h,i,d,j,h,i,j,d,d,h,i,b,k,f,a,,
c,g,e,h,d,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,a,b,k,a,f,,,,,,,,,,
c,j,g,e,h,i,b,k,f,a,,,,,,,,,,
c,g,e,d,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,d,j,f,h,i,b,k,a,f,,,,,,
c,g,e,h,i,b,f,k,f,a,,,,,,,,,,
c,g,e,h,i,j,d,h,i,j,d,h,i,d,j,b,k,b,f,a
c,g,e,h,i,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,d,j,b,h,i,d,j,h,i,b,k,f,a,,
c,g,e,h,i,i,b,k,a,f,,,,,,,,,,
c,g,e,h,k,i,j,d,h,i,b,k,f,a,,,,,,
c,g,e,h,i,d,j,h,i,d,j,h,i,d,j,b,k,a,f,
c,g,e,h,i,h,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,k,f,b,a,,,,,,,,,,
c,g,e,h,b,i,d,j,h,i,b,k,f,a,,,,,,
c,g,e,h,i,c,b,k,f,a,,,,,,,,,,
c,g,e,h,i,b,d,k,f,a,,,,,,,,,,
c,g,e,h,i,b,k,f,f,a,,,,,,,,,,
c,g,e,h,k,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,j,d,h,i,c,d,j,h,i,b,k,a,f,,
c,g,e,h,i,j,d,h,i,d,j,h,i,d,j,e,b,k,a,f
c,g,e,b,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,i,j,d,h,i,d,j,h,d,j,b,k,f,a,
c,g,e,h,i,b,k,j,a,f,,,,,,,,,,
c,g,e,h,d,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,b,k,f,j,a,,,,,,,,,,
c,g,e,h,i,b,k,a,g,f,,,,,,,,,,
c,g,e,h,i,b,c,k,a,f,,,,,,,,,,
c,k,g,e,h,i,b,k,f,a,,,,,,,,,,
j,c,g,e,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,g,k,a,f,,,,,,,,,,
c,g,e,f,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,j,d,h,h,i,d,j,i,d,j,b,k,f,a,
c,g,b,e,h,i,d,j,h,i,d,j,h,i,b,k,f,a,,
c,g,e,h,i,j,d,h,i,d,b,k,f,a,,,,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,b,k,g,f,a,,
c,g,e,h,k,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,k,g,f,a,,,,,,,,,,
c,g,e,h,i,d,j,h,i,d,j,h,i,e,j,d,b,k,a,f
c,k,g,e,h,i,j,d,h,i,b,k,a,f,,,,,,
c,g,e,h,i,b,k,f,g,a,,,,,,,,,,
c,g,e,h,i,b,i,k,a,f,,,,,,,,,,
c,g,e,h,i,d,j,h,i,j,d,h,i,j,d,g,b,k,a,f
c,g,e,h,i,b,k,f,j,a,,,,,,,,,,
c,g,e,i,h,i,d,j,h,i,b,k,f,a,,,,,,
c,g,e,h,i,e,d,j,h,i,d,j,h,i,b,k,f,a,,
c,g,e,h,i,b,k,f,k,a,,,,,,,,,,
c,g,e,d,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,b,i,d,j,h,i,d,j,h,i,d,j,b,k,f,a
f,c,g,e,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,k,i,b,k,f,a,,,,,,,,,,
c,g,e,h,d,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,g,j,d,h,i,j,d,h,i,j,d,b,k,f,a
c,g,e,h,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,j,d,h,i,b,k,a,f,,,,,,
c,g,e,h,i,j,d,h,i,b,k,e,a,f,,,,,,
c,g,e,h,i,d,j,h,i,k,j,d,h,i,b,k,a,f,,
c,g,e,h,i,b,b,k,a,f,,,,,,,,,,
c,g,e,h,i,j,d,h,j,i,j,d,h,i,b,k,a,f,,
c,g,e,h,i,i,d,j,h,i,d,j,h,b,k,f,a,,,
c,g,e,h,i,j,d,h,i,j,d,b,h,i,b,k,f,a,,
c,g,e,h,i,b,k,f,f,a,,,,,,,,,,
c,g,e,h,g,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,k,d,a,f,,,,,,,,,,
c,a,g,e,h,i,d,j,h,i,b,k,a,f,,,,,,
c,g,e,h,i,j,d,h,i,a,j,d,h,i,d,j,b,k,a,f
c,g,e,h,i,b,g,k,f,a,,,,,,,,,,
c,i,g,e,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,d,j,h,i,d,j,h,i,j,d,e,b,k,a,f
c,g,e,h,i,b,k,h,a,f,,,,,,,,,,
c,g,e,h,i,d,j,h,i,c,d,j,h,i,j,d,b,k,f,a
c,g,e,h,i,j,d,h,i,b,k,d,a,f,,,,,,
c,b,g,e,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,g,d,j,h,i,b,k,a,f,,,,,,
c,g,e,h,i,d,j,h,i,e,b,k,f,a,,,,,,
c,g,b,e,h,i,d,j,h,i,b,k,f,a,,,,,,
h,c,g,e,h,i,b,k,a,f,,,,,,,,,,
i,c,g,e,h,i,b,k,a,f,,,,,,,,,,
c,d,g,e,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,k,a,f,f,,,,,,,,,,
c,g,e,c,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,k,j,d,h,i,b,k,a,f,,,,,,
c,c,g,e,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,k,h,a,f,,,,,,,,,,
c,g,e,h,i,a,b,k,a,f,,,,,,,,,,
c,g,e,h,d,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,j,d,h,i,b,k,f,g,a,,,,,,
c,g,e,h,i,b,f,k,f,a,,,,,,,,,,
c,g,e,h,i,i,d,j,h,i,d,j,h,b,k,f,a,,,
c,g,e,h,i,b,k,f,c,a,,,,,,,,,,
c,g,e,h,i,j,d,i,h,i,b,k,f,a,,,,,,
c,g,e,h,i,b,f,k,f,a,,,,,,,,,,
c,g,e,h,k,i,j,d,h,i,b,k,a,f,,,,,,
c,g,h,e,h,i,j,d,h,i,b,k,a,f,,,,,,
c,e,g,e,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,j,d,b,h,i,b,k,a,f,,,,,,
c,g,e,h,i,b,k,j,a,f,,,,,,,,,,
c,g,e,h,i,b,k,a,i,f,,,,,,,,,,
c,g,c,e,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,k,a,a,f,,,,,,,,,,
c,g,e,h,i,j,d,h,i,i,d,j,h,b,k,f,a,,,
c,g,e,h,i,b,k,c,a,f,,,,,,,,,,
k,c,g,e,h,i,d,j,h,i,j,d,h,i,j,d,b,k,f,a
c,j,g,e,h,i,b,k,f,a,,,,,,,,,,
c,g,k,e,h,i,j,d,h,i,b,k,f,a,,,,,,
c,g,e,h,i,b,d,k,f,a,,,,,,,,,,
a,c,g,e,h,i,j,d,h,i,b,k,f,a,,,,,,
c,d,g,e,h,i,j,d,h,i,j,d,h,i,b,k,f,a,,
c,g,e,h,i,b,c,k,a,f,,,,,,,,,,
c,b,g,e,h,i,b,k,a,f,,,,,,,,,,
c,g,e,f,h,i,b,k,a,f,,,,,,,,,,
c,g,e,d,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,k,k,a,f,,,,,,,,,,
c,a,g,e,h,i,d,j,h,i,j,d,h,i,b,k,f,a,,
c,g,e,h,d,i,b,k,a,f,,,,,,,,,,
c,g,f,e,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,d,j,h,i,j,d,h,i,j,d,b,k,f,a,
c,g,e,h,i,j,d,h,i,d,j,d,h,i,b,k,f,a,,
c,g,e,h,i,d,j,h,i,d,j,h,i,d,j,a,b,k,f,a
c,g,e,h,i,c,b,k,a,f,,,,,,,,,,
c,g,e,d,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,h,i,b,k,a,f,,,,,,,,,,
