0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
c,g,e,h,i,d,k,j,h,i,j,d,h,i,b,k,f,a,,
c,g,e,h,i,b,k,i,a,f,,,,,,,,,,
c,g,e,h,i,j,d,h,i,b,k,f,g,a,,,,,,
c,g,e,h,i,d,j,h,i,k,j,d,h,i,b,k,f,a,,
b,c,g,e,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,b,k,a,a,f,,,,,,,,,,
b,c,g,e,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,j,d,h,i,b,b,k,a,f,,,,,,
c,g,e,h,i,b,i,k,a,f,,,,,,,,,,
c,g,e,h,e,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,d,j,a,h,i,b,k,a,f,,,,,,
c,g,e,e,h,i,b,k,f,a,,,,,,,,,,
c,g,e,c,h,i,j,d,h,i,d,j,h,i,b,k,f,a,,
c,g,e,h,g,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,d,j,h,g,i,b,k,a,f,,,,,,
c,g,e,h,i,e,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,k,d,f,a,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,j,d,k,b,k,f,a
c,g,g,e,h,i,j,d,h,i,b,k,a,f,,,,,,
c,g,e,h,i,d,j,h,a,i,d,j,h,i,b,k,f,a,,
c,g,e,h,i,d,j,h,i,j,d,j,h,i,b,k,f,a,,
c,g,b,e,h,i,b,k,a,f,,,,,,,,,,
c,g,e,i,h,i,b,k,a,f,,,,,,,,,,
c,g,e,j,h,i,b,k,f,a,,,,,,,,,,
c,g,e,a,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,d,j,h,i,b,k,a,f,f,,,,,,
c,g,e,h,i,d,b,k,f,a,,,,,,,,,,
c,g,e,h,i,j,d,h,i,j,d,h,i,d,j,b,k,b,f,a
c,g,e,h,i,f,b,k,f,a,,,,,,,,,,
