0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
c,g,g,h,i,d,j,h,i,j,d,h,i,b,k,f,a,,,
c,a,e,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,i,j,d,e,i,b,k,f,a,,,,,,,
c,g,e,h,i,d,j,h,i,j,d,j,i,b,k,f,a,,,
c,g,g,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,b,a,a,f,,,,,,,,,,,
c,g,e,h,i,b,f,a,f,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,b,k,a,f,,,,,,,
c,g,e,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,k,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,d,j,h,i,b,k,a,f,,,,,,,
c,g,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,a,d,h,i,d,j,h,i,b,k,f,a,,,
c,g,e,h,i,b,k,c,a,,,,,,,,,,,
c,g,e,h,i,d,j,h,d,b,k,a,f,,,,,,,
c,g,e,h,i,b,k,a,b,,,,,,,,,,,
c,i,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,j,d,b,k,f,a,
c,g,e,h,i,j,d,h,i,b,k,a,f,,,,,,,
c,g,e,j,i,d,j,h,i,d,j,h,i,b,k,f,a,,,
c,g,e,h,i,d,f,h,i,j,d,h,i,b,k,f,a,,,
c,k,e,h,i,b,k,a,f,,,,,,,,,,,
c,g,j,h,i,b,k,a,f,,,,,,,,,,,
c,e,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,h,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,i,d,j,h,e,b,k,a,f,,,,,,,
c,g,e,h,i,b,k,f,i,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,j,d,h,i,d,j,f,b,k,f,a
c,g,e,h,i,f,k,f,a,,,,,,,,,,,
f,g,e,h,i,d,j,h,i,d,j,h,i,b,k,f,a,,,
c,g,e,h,i,a,k,a,f,,,,,,,,,,,
c,g,e,h,g,j,d,h,i,b,k,f,a,,,,,,,
c,g,e,e,i,d,j,h,i,d,j,h,i,d,j,h,b,k,a,f
c,g,e,h,i,b,k,a,d,,,,,,,,,,,
c,g,c,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,d,j,h,i,b,k,f,b,,,,,,,
c,g,e,h,i,b,k,f,j,,,,,,,,,,,
c,g,e,h,i,e,k,f,a,,,,,,,,,,,
c,g,e,h,i,b,c,f,a,,,,,,,,,,,
c,d,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,a,d,h,i,d,j,h,i,b,k,a,f,,,
j,g,e,h,i,j,d,h,i,d,j,h,i,d,b,k,a,f,,
c,g,e,k,i,b,k,f,a,,,,,,,,,,,
c,g,i,h,i,j,d,h,i,d,j,h,d,j,b,k,f,a,,
c,g,e,h,i,b,g,a,f,,,,,,,,,,,
c,g,e,h,i,e,k,f,a,,,,,,,,,,,
c,g,e,h,i,b,k,f,a,,,,,,,,,,,
f,g,e,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,i,b,k,a,i,,,,,,,,,,,
c,g,e,h,i,b,k,f,k,,,,,,,,,,,
c,g,g,h,i,b,k,a,f,,,,,,,,,,,
c,g,c,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,d,j,b,b,k,f,a
c,f,e,h,i,d,j,h,i,d,j,h,i,b,k,f,a,,,
c,g,e,h,i,h,d,h,i,b,k,f,a,,,,,,,
c,d,e,h,i,j,d,h,i,d,j,h,i,b,k,f,a,,,
c,g,e,h,i,b,k,a,f,,,,,,,,,,,
c,i,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,d,j,h,i,d,j,h,i,j,d,b,k,g,f,
c,g,e,h,i,j,d,h,i,h,k,a,f,,,,,,,
b,g,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,b,k,a,g,,,,,,,,,,,
c,g,e,h,i,d,j,h,d,j,d,h,i,j,i,b,k,a,f,
c,e,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,a,h,i,d,j,h,i,b,k,f,a,,,,,,,
c,g,e,h,i,d,j,h,i,h,j,i,b,k,f,a,,,,
c,g,e,h,e,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,b,k,d,a,,,,,,,,,,,
c,g,e,h,e,d,j,h,i,d,j,h,i,d,j,i,b,k,f,a
c,g,e,h,j,b,k,a,f,,,,,,,,,,,
c,g,e,h,i,b,k,f,c,,,,,,,,,,,
c,g,e,h,i,b,k,a,i,,,,,,,,,,,
c,g,d,h,i,j,d,h,i,j,d,h,i,j,b,k,f,a,,
c,g,e,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,f,k,a,f,,,,,,,
c,g,e,h,i,j,e,h,i,b,k,a,f,,,,,,,
