0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
c,g,e,h,f,d,j,h,i,j,d,h,i,b,k,i,a,,
c,g,e,k,i,b,h,a,f,,,,,,,,,,
g,c,e,h,i,j,d,h,i,b,k,f,a,,,,,,
c,g,e,h,i,i,j,h,i,j,d,h,d,b,k,f,a,,
c,g,e,h,i,k,b,f,a,,,,,,,,,,
c,g,e,h,i,k,b,a,f,,,,,,,,,,
c,g,k,h,i,b,e,a,f,,,,,,,,,,
c,g,h,e,i,j,d,h,i,b,k,a,f,,,,,,
c,g,e,h,a,b,k,i,f,,,,,,,,,,
e,g,c,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,k,j,h,i,b,d,a,f,,,,,,
c,g,a,h,i,b,k,f,e,,,,,,,,,,
c,g,d,h,i,j,d,h,i,e,j,h,i,b,k,f,a,,
c,g,e,h,i,f,k,b,a,,,,,,,,,,
c,g,e,h,i,d,j,h,i,b,k,f,a,,,,,,
c,g,e,h,i,b,f,a,k,,,,,,,,,,
f,g,e,h,i,b,k,c,a,,,,,,,,,,
f,g,e,h,i,j,d,h,i,d,j,h,i,j,d,b,k,c,a
c,g,j,h,i,e,d,h,i,b,k,a,f,,,,,,
i,g,e,h,i,d,j,h,i,d,j,h,c,b,k,f,a,,
c,g,e,h,i,d,j,h,i,j,d,h,i,b,k,f,a,,
c,g,e,h,i,k,b,a,f,,,,,,,,,,
c,g,e,b,i,h,k,a,f,,,,,,,,,,
h,g,e,c,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,b,f,a,k,,,,,,,,,,
c,g,e,h,i,d,j,h,i,b,k,a,f,,,,,,
c,g,h,e,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,j,i,h,i,j,d,h,d,j,d,b,k,f,a
c,g,b,h,i,e,k,f,a,,,,,,,,,,
c,g,e,h,i,d,j,h,i,d,j,k,i,b,h,f,a,,
e,g,c,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,j,d,h,f,b,k,i,a,,,,,,
c,g,d,h,i,d,j,h,i,d,j,h,i,j,e,b,k,a,f
c,g,e,i,h,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,a,f,k,,,,,,,,,,
c,g,k,h,i,d,j,h,i,b,e,f,a,,,,,,
c,g,e,h,i,f,k,b,a,,,,,,,,,,
c,g,e,h,f,b,k,i,a,,,,,,,,,,
c,g,e,h,a,b,k,f,i,,,,,,,,,,
c,g,e,h,a,b,k,f,i,,,,,,,,,,
c,a,e,h,i,j,d,h,i,d,j,h,i,b,k,g,f,,
i,g,e,h,c,j,d,h,i,d,j,h,i,d,j,b,k,a,f
c,g,f,h,i,b,k,e,a,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,d,j,b,k,f,a
c,g,e,h,i,a,k,b,f,,,,,,,,,,
g,c,e,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,b,i,k,f,a,,,,,,,,,,
c,g,f,h,i,b,k,a,e,,,,,,,,,,
c,g,e,h,i,b,f,a,k,,,,,,,,,,
c,b,e,h,i,g,k,f,a,,,,,,,,,,
i,g,e,h,c,b,k,a,f,,,,,,,,,,
i,g,e,h,c,b,k,a,f,,,,,,,,,,
b,g,e,h,i,c,k,f,a,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,a,j,d,b,k,f
c,g,e,h,i,i,j,h,d,d,j,h,i,b,k,f,a,,
k,g,e,h,i,j,d,h,i,b,c,f,a,,,,,,
c,g,e,h,d,j,d,h,i,i,j,h,i,b,k,f,a,,
c,g,e,h,b,i,k,a,f,,,,,,,,,,
c,g,e,h,k,b,i,f,a,,,,,,,,,,
c,g,e,h,i,h,j,d,i,d,j,h,i,j,d,b,k,a,f
c,g,f,h,i,j,d,h,i,b,k,a,e,,,,,,
g,c,e,h,i,b,k,f,a,,,,,,,,,,
e,g,c,h,i,b,k,a,f,,,,,,,,,,
c,g,e,k,i,d,j,h,i,j,d,h,i,j,d,h,b,a,f
c,g,e,h,b,i,k,f,a,,,,,,,,,,
c,g,e,h,i,b,j,h,i,d,k,f,a,,,,,,
h,g,e,h,i,d,j,c,i,d,j,h,i,b,k,f,a,,
c,g,b,h,i,e,k,f,a,,,,,,,,,,
c,g,e,h,i,b,f,k,a,,,,,,,,,,
c,g,e,h,i,d,j,h,i,b,j,h,i,d,j,d,k,f,a
b,g,e,h,i,c,k,a,f,,,,,,,,,,
c,g,f,h,i,b,k,e,a,,,,,,,,,,
a,g,e,h,i,b,k,c,f,,,,,,,,,,
c,g,e,h,i,j,a,h,i,j,d,h,i,j,d,b,k,f,d
c,k,e,h,i,b,g,a,f,,,,,,,,,,
c,g,f,h,i,j,d,h,i,b,k,a,e,,,,,,
c,g,f,h,i,j,d,h,i,b,k,a,e,,,,,,
c,g,e,h,i,d,j,h,d,j,i,h,i,b,k,a,f,,
c,a,e,h,i,b,k,g,f,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,b,k,a,f,,
c,g,e,h,i,d,j,d,i,h,j,h,i,b,k,f,a,,
c,g,e,h,i,f,d,h,i,j,d,h,i,b,k,j,a,,
c,g,e,h,i,b,a,f,k,,,,,,,,,,
c,g,e,h,k,b,i,a,f,,,,,,,,,,
c,g,e,a,i,b,k,h,f,,,,,,,,,,
c,j,e,h,i,d,g,h,i,b,k,a,f,,,,,,
c,g,e,h,i,j,d,h,i,j,d,h,d,j,i,b,k,a,f
c,g,e,h,a,b,k,f,i,,,,,,,,,,
c,g,e,h,i,b,a,k,f,,,,,,,,,,
c,g,e,h,i,d,j,h,i,d,j,h,i,j,d,b,k,a,f
c,g,h,e,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,d,j,h,i,d,j,h,i,k,d,j,b,f,a
c,h,e,g,i,j,d,h,i,b,k,a,f,,,,,,
i,g,e,h,c,b,k,f,a,,,,,,,,,,
j,g,e,h,i,d,c,h,i,b,k,a,f,,,,,,
c,g,e,a,i,d,j,h,i,b,k,f,h,,,,,,
e,g,c,h,i,d,j,h,i,b,k,f,a,,,,,,
c,e,g,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,k,b,i,a,f,,,,,,,,,,
c,i,e,h,g,b,k,a,f,,,,,,,,,,
c,g,e,f,i,b,k,a,h,,,,,,,,,,
b,g,e,h,i,c,k,a,f,,,,,,,,,,
k,g,e,h,i,j,d,h,i,b,c,a,f,,,,,,
c,g,e,h,i,a,k,b,f,,,,,,,,,,
c,g,e,h,i,b,a,k,f,,,,,,,,,,
c,g,b,h,i,e,k,a,f,,,,,,,,,,
f,g,e,h,i,b,k,c,a,,,,,,,,,,
