0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
c,g,e,h,i,d,j,h,i,j,d,h,i,b,k,f,a,,,
c,g,e,h,i,d,k,a,f,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,b,k,f,a,,,,,,,
c,g,e,h,i,d,d,h,i,j,d,h,i,b,k,f,a,,,
c,g,e,h,i,b,f,f,a,,,,,,,,,,,
c,g,e,h,i,b,b,a,f,,,,,,,,,,,
c,g,e,h,i,b,k,a,f,,,,,,,,,,,
c,k,e,h,i,j,d,h,i,b,k,a,f,,,,,,,
c,g,e,h,i,b,g,a,f,,,,,,,,,,,
c,g,e,h,i,b,k,f,d,,,,,,,,,,,
c,g,e,h,i,d,j,h,i,b,k,a,f,,,,,,,
c,e,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,j,j,d,h,i,d,j,h,i,b,k,f,a,,,
c,g,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,d,j,h,i,b,k,g,f,,,,,,,
c,g,e,h,i,e,k,a,f,,,,,,,,,,,
c,g,e,h,i,b,k,b,a,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,j,d,k,b,k,f,a
c,g,e,b,i,j,d,h,i,b,k,a,f,,,,,,,
c,g,e,h,i,d,j,h,i,d,j,j,i,b,k,f,a,,,
c,g,e,h,i,h,j,h,i,j,d,i,b,k,f,a,,,,
c,g,e,h,i,c,k,a,f,,,,,,,,,,,
c,g,e,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,b,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,d,k,a,f,,,,,,,,,,,
c,g,e,d,i,d,j,h,i,b,k,a,f,,,,,,,
c,g,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,g,d,h,i,d,j,j,b,k,f,a
c,g,e,e,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,f,d,j,h,i,d,j,h,i,b,k,f,a,,,
c,g,e,h,i,b,f,a,f,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,b,k,d,a,,,,,,,
c,g,e,h,i,d,j,f,i,d,j,h,i,d,j,h,b,k,a,f
c,g,g,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,i,b,k,g,a,,,,,,,,,,,
c,g,e,h,i,d,j,h,i,b,k,f,h,,,,,,,
c,g,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,c,k,f,a,,,,,,,,,,,
c,g,e,h,e,b,k,f,a,,,,,,,,,,,
c,c,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,k,j,d,h,i,d,j,h,i,b,k,a,f,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,d,j,b,k,a,f,
c,g,e,h,c,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,i,h,d,j,j,b,k,f,a,
c,g,e,h,i,c,k,a,f,,,,,,,,,,,
c,g,e,h,i,b,k,f,f,,,,,,,,,,,
c,g,e,e,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,i,b,a,a,f,,,,,,,,,,,
c,g,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,b,k,k,f,,,,,,,,,,,
c,g,e,h,i,b,k,a,f,,,,,,,,,,,
k,g,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,d,j,b,b,k,f,a
c,g,e,h,i,d,j,h,d,d,j,h,i,b,k,f,a,,,
c,g,e,c,i,j,d,h,i,b,k,f,a,,,,,,,
c,g,e,h,i,j,d,i,i,d,j,h,b,k,f,a,,,,
c,g,e,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,i,b,b,f,a,,,,,,,,,,,
c,g,e,h,i,d,j,h,i,d,j,h,i,f,d,j,b,k,a,f
c,j,e,h,i,j,d,h,i,b,k,a,f,,,,,,,
c,b,e,h,i,b,k,f,a,,,,,,,,,,,
i,g,e,h,i,b,k,a,f,,,,,,,,,,,
c,g,e,h,i,d,j,h,i,j,d,h,i,j,d,b,k,a,f,
c,g,e,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,j,d,j,h,i,b,k,f,a,,,,,,,
c,g,e,k,i,d,j,h,i,d,j,h,i,b,k,f,a,,,
c,g,e,d,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,b,i,f,a,,,,,,,,,,,
c,g,e,h,i,d,j,h,k,d,j,h,i,d,j,i,b,k,f,a
c,g,e,h,i,b,k,b,f,,,,,,,,,,,
c,g,a,h,i,b,k,f,a,,,,,,,,,,,
c,g,e,h,i,b,k,h,f,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,j,d,h,i,j,d,k,b,k,f,a
c,g,e,h,i,b,k,a,k,,,,,,,,,,,
c,g,e,h,i,j,d,h,i,b,k,a,i,,,,,,,
