0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
c,g,e,h,i,d,j,h,i,k,d,h,i,b,j,f,a,,
c,g,e,k,i,b,h,a,f,,,,,,,,,,
c,g,e,h,i,j,d,h,i,b,k,a,f,,,,,,
c,a,e,h,i,d,j,h,i,j,d,h,i,b,k,f,g,,
c,g,e,h,i,b,a,f,k,,,,,,,,,,
h,g,e,c,i,b,k,a,f,,,,,,,,,,
c,k,e,h,i,b,g,a,f,,,,,,,,,,
c,g,e,h,a,j,d,h,i,b,k,i,f,,,,,,
c,g,e,f,i,b,k,a,h,,,,,,,,,,
k,g,e,h,i,b,c,f,a,,,,,,,,,,
c,g,e,h,i,d,j,i,h,b,k,a,f,,,,,,
c,i,e,h,g,b,k,f,a,,,,,,,,,,
c,g,d,h,i,j,e,h,i,d,j,h,i,b,k,f,a,,
c,g,e,f,i,b,k,h,a,,,,,,,,,,
c,d,e,h,i,g,j,h,i,b,k,a,f,,,,,,
h,g,e,c,i,b,k,a,f,,,,,,,,,,
c,g,h,e,i,b,k,f,a,,,,,,,,,,
c,g,e,d,i,j,d,h,i,d,j,h,i,j,h,b,k,f,a
c,g,e,h,i,j,d,h,i,b,a,k,f,,,,,,
c,g,e,h,i,d,j,k,i,d,j,h,i,b,h,f,a,,
c,g,e,h,d,d,j,h,i,j,i,h,i,b,k,f,a,,
c,b,e,h,i,g,k,a,f,,,,,,,,,,
i,g,e,h,c,b,k,a,f,,,,,,,,,,
k,g,e,h,i,b,c,f,a,,,,,,,,,,
c,g,i,h,e,b,k,a,f,,,,,,,,,,
c,g,e,h,f,d,j,h,i,b,k,a,i,,,,,,
c,e,g,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,j,d,h,i,j,d,h,i,d,j,b,k,f,a
c,b,e,h,i,g,k,f,a,,,,,,,,,,
c,g,e,h,i,i,j,h,d,d,j,h,i,b,k,f,a,,
c,g,e,h,b,i,k,a,f,,,,,,,,,,
c,g,e,h,i,b,d,h,i,j,k,f,a,,,,,,
c,g,e,h,i,d,d,h,i,j,j,h,i,d,j,b,k,a,f
c,g,e,a,i,b,k,h,f,,,,,,,,,,
c,g,e,i,h,b,k,f,a,,,,,,,,,,
c,g,e,f,i,d,j,h,i,b,k,h,a,,,,,,
c,g,e,h,i,f,k,b,a,,,,,,,,,,
b,g,e,h,i,c,k,f,a,,,,,,,,,,
c,g,e,h,a,b,k,f,i,,,,,,,,,,
c,e,g,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,j,d,f,i,d,j,h,i,b,k,a,h,,
c,g,e,h,i,j,d,h,i,d,j,h,d,j,i,b,k,a,f
c,g,e,a,i,b,k,f,h,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,i,h,d,j,b,k,f,a
c,g,h,e,i,b,k,a,f,,,,,,,,,,
c,g,e,f,i,b,k,h,a,,,,,,,,,,
c,g,e,h,i,b,a,f,k,,,,,,,,,,
c,g,e,h,i,f,k,a,b,,,,,,,,,,
a,g,e,h,i,b,k,c,f,,,,,,,,,,
e,g,c,h,i,b,k,f,a,,,,,,,,,,
c,i,e,h,g,b,k,a,f,,,,,,,,,,
c,g,k,h,i,b,e,a,f,,,,,,,,,,
c,g,k,h,i,b,e,f,a,,,,,,,,,,
c,g,e,h,i,j,d,h,i,h,j,i,d,j,d,b,k,f,a
c,g,e,h,i,d,j,h,i,d,j,h,i,b,k,f,a,,
c,g,e,h,i,j,d,h,a,b,k,f,i,,,,,,
b,g,e,h,i,j,d,h,i,d,j,h,i,c,k,f,a,,
c,g,e,a,i,b,k,h,f,,,,,,,,,,
c,g,e,h,k,b,i,f,a,,,,,,,,,,
c,g,e,j,i,d,j,h,i,d,j,h,i,d,h,b,k,a,f
j,g,e,h,i,c,d,h,i,b,k,a,f,,,,,,
c,i,e,h,g,b,k,f,a,,,,,,,,,,
c,a,e,h,i,b,k,g,f,,,,,,,,,,
c,g,e,h,i,d,h,h,i,j,d,i,j,d,j,b,k,a,f
c,i,e,h,g,b,k,f,a,,,,,,,,,,
c,g,h,h,i,d,j,e,i,b,k,f,a,,,,,,
c,g,e,h,i,d,j,h,i,d,a,h,i,b,k,f,j,,
h,g,e,c,i,b,k,f,a,,,,,,,,,,
c,g,e,h,i,b,a,f,k,,,,,,,,,,
c,g,e,h,i,d,j,h,i,f,j,h,i,d,j,b,k,d,a
c,g,e,h,i,a,k,b,f,,,,,,,,,,
c,h,e,g,i,b,k,f,a,,,,,,,,,,
e,g,c,h,i,b,k,a,f,,,,,,,,,,
c,g,e,b,i,j,d,h,i,j,d,h,i,j,d,h,k,f,a
c,g,e,f,i,b,k,a,h,,,,,,,,,,
c,g,h,h,i,j,d,e,i,b,k,a,f,,,,,,
c,g,e,h,i,d,j,h,i,b,k,a,f,,,,,,
c,g,e,h,b,d,j,h,i,j,d,h,i,i,k,a,f,,
c,g,k,h,i,b,e,a,f,,,,,,,,,,
c,g,e,j,i,h,d,h,i,j,d,h,i,b,k,a,f,,
c,g,e,k,i,d,j,h,i,d,j,h,i,b,h,f,a,,
c,g,e,h,f,j,d,h,i,j,d,h,i,b,k,i,a,,
c,e,g,h,i,b,k,f,a,,,,,,,,,,
i,g,e,h,c,b,k,a,f,,,,,,,,,,
c,g,e,b,i,h,k,a,f,,,,,,,,,,
c,h,e,g,i,d,j,h,i,b,k,a,f,,,,,,
c,g,e,h,i,j,d,h,i,j,d,h,i,d,j,b,k,a,f
c,g,e,h,i,b,k,a,f,,,,,,,,,,
f,g,e,h,i,b,k,a,c,,,,,,,,,,
i,g,e,h,i,d,j,h,i,d,j,h,j,d,c,b,k,a,f
c,g,i,h,e,b,k,a,f,,,,,,,,,,
c,g,e,h,i,d,j,h,i,d,j,h,i,j,d,f,b,k,a
c,g,e,h,i,j,d,h,i,b,k,f,a,,,,,,
c,g,e,h,a,b,k,f,i,,,,,,,,,,
c,g,e,i,h,d,j,h,i,b,k,a,f,,,,,,
j,g,e,h,i,d,c,h,i,b,k,f,a,,,,,,
c,g,h,e,i,d,j,h,i,b,k,f,a,,,,,,
c,g,b,h,i,e,k,a,f,,,,,,,,,,
c,g,e,h,a,b,k,i,f,,,,,,,,,,
k,g,e,h,i,b,c,a,f,,,,,,,,,,
c,g,e,h,i,a,k,b,f,,,,,,,,,,
c,g,b,h,i,e,k,a,f,,,,,,,,,,
c,g,e,h,i,j,d,b,i,h,k,a,f,,,,,,
c,g,e,h,i,b,a,k,f,,,,,,,,,,
g,c,e,h,i,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,f,a,k,,,,,,,,,,
c,a,e,h,i,b,k,f,g,,,,,,,,,,
c,g,e,h,a,j,d,h,i,b,k,f,i,,,,,,
c,b,e,h,i,g,k,f,a,,,,,,,,,,
c,g,e,h,i,d,j,h,i,d,j,h,i,a,k,f,b,,
g,c,e,h,i,b,k,f,a,,,,,,,,,,
c,g,e,i,i,j,d,h,h,b,k,f,a,,,,,,
b,g,e,h,i,c,k,f,a,,,,,,,,,,
c,i,e,h,i,j,d,h,g,b,k,a,f,,,,,,
c,g,e,b,i,j,d,h,i,h,k,a,f,,,,,,
c,g,e,i,h,b,k,f,a,,,,,,,,,,
c,g,e,h,d,j,i,h,i,b,k,a,f,,,,,,
f,g,e,h,i,b,k,a,c,,,,,,,,,,
c,g,e,h,i,b,k,f,a,,,,,,,,,,
c,i,e,h,g,b,k,a,f,,,,,,,,,,
c,g,e,h,a,b,k,i,f,,,,,,,,,,
d,g,e,h,i,j,c,h,i,d,j,h,i,b,k,f,a,,
c,i,e,h,g,b,k,a,f,,,,,,,,,,
c,g,e,h,i,a,j,h,i,j,d,h,i,j,d,b,k,f,d
c,b,e,h,i,g,k,f,a,,,,,,,,,,
j,g,e,h,i,c,d,h,i,b,k,f,a,,,,,,
a,g,e,h,i,b,k,f,c,,,,,,,,,,
c,g,e,k,i,j,d,h,i,b,h,f,a,,,,,,
c,g,e,h,i,j,d,h,i,b,d,h,i,j,k,f,a,,
c,g,e,h,i,f,k,a,b,,,,,,,,,,
c,g,e,h,i,b,f,a,k,,,,,,,,,,
c,g,e,h,b,i,k,a,f,,,,,,,,,,
c,g,e,k,i,b,h,a,f,,,,,,,,,,
a,g,e,h,i,b,k,c,f,,,,,,,,,,
c,g,e,h,i,d,j,h,i,j,d,h,i,b,k,a,f,,
c,g,e,h,i,b,f,a,k,,,,,,,,,,
b,g,e,h,i,c,k,f,a,,,,,,,,,,
c,g,e,h,i,d,j,h,i,j,d,h,i,j,d,b,k,f,a
c,g,e,h,i,j,d,b,i,j,d,h,i,h,k,f,a,,
c,g,e,h,i,d,j,h,i,d,j,h,i,d,j,k,b,f,a
c,g,k,h,i,b,e,a,f,,,,,,,,,,
c,g,h,e,i,b,k,a,f,,,,,,,,,,
c,k,e,h,i,b,g,a,f,,,,,,,,,,
c,g,e,h,i,j,f,h,i,b,k,d,a,,,,,,
c,g,e,h,i,b,f,k,a,,,,,,,,,,
d,g,e,h,i,c,j,h,i,d,j,h,i,b,k,f,a,,
c,g,e,b,i,h,k,f,a,,,,,,,,,,
c,g,a,h,i,d,j,h,i,b,k,f,e,,,,,,
c,g,e,h,i,d,j,h,i,j,d,k,i,d,j,h,b,a,f
c,e,g,h,i,b,k,f,a,,,,,,,,,,
c,g,e,h,j,d,j,h,i,d,i,h,i,j,d,b,k,f,a
c,g,h,e,i,b,k,f,a,,,,,,,,,,
c,g,e,h,b,i,k,f,a,,,,,,,,,,
c,g,e,h,f,b,k,i,a,,,,,,,,,,
c,g,e,h,i,d,j,h,i,j,d,k,i,b,h,a,f,,
c,i,e,h,g,b,k,a,f,,,,,,,,,,
c,g,e,h,k,b,i,f,a,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,h,i,b,d,j,k,a,f
c,g,e,h,k,b,i,a,f,,,,,,,,,,
c,g,e,h,a,d,j,h,i,b,k,i,f,,,,,,
h,g,e,c,i,b,k,a,f,,,,,,,,,,
c,g,e,i,h,b,k,a,f,,,,,,,,,,
c,g,e,h,i,b,f,a,k,,,,,,,,,,
c,g,i,h,e,b,k,a,f,,,,,,,,,,
c,g,e,h,i,d,j,h,i,a,k,f,b,,,,,,
a,g,e,h,i,b,k,c,f,,,,,,,,,,
c,g,e,h,i,a,k,b,f,,,,,,,,,,
c,g,e,h,b,i,k,a,f,,,,,,,,,,
b,g,e,h,i,j,d,h,i,c,k,a,f,,,,,,
i,g,e,h,i,d,j,h,i,j,d,h,c,b,k,f,a,,
c,g,e,h,i,a,k,b,f,,,,,,,,,,
c,g,e,h,i,i,d,h,j,b,k,f,a,,,,,,
c,i,e,h,i,d,j,h,g,b,k,a,f,,,,,,
c,g,e,h,i,a,k,f,b,,,,,,,,,,
c,g,e,b,i,h,k,f,a,,,,,,,,,,
c,g,e,h,i,k,d,h,i,b,j,f,a,,,,,,
f,g,e,h,i,b,k,c,a,,,,,,,,,,
c,g,a,h,i,b,k,e,f,,,,,,,,,,
e,g,c,h,i,b,k,a,f,,,,,,,,,,
c,g,e,f,i,b,k,h,a,,,,,,,,,,
c,g,e,h,i,j,d,h,i,d,j,a,i,b,k,f,h,,
c,g,e,h,i,d,j,h,i,j,d,a,i,b,k,f,h,,
c,g,e,h,i,d,j,h,i,f,k,a,b,,,,,,
c,g,e,h,i,d,j,h,i,d,j,h,i,j,d,k,b,f,a
