0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
BOS,b,l,j,o,p,j,q,d,c,h,k,n,s,g,f,i,a,e,t,EOS
BOS,b,l,n,j,o,p,q,d,c,h,k,n,s,g,i,f,a,e,t,EOS
BOS,b,l,m,r,p,q,d,c,h,k,n,u,g,f,i,a,e,e,t,EOS
BOS,b,b,l,j,o,p,q,d,c,h,k,n,s,g,f,i,a,e,t,EOS
BOS,b,l,m,r,p,n,q,d,c,h,k,n,g,s,f,i,a,e,t,EOS
BOS,b,l,m,r,p,q,d,c,h,k,s,n,g,u,f,i,a,e,t,EOS
BOS,b,q,l,m,r,p,q,d,c,h,k,n,u,g,i,f,a,e,t,EOS
BOS,b,l,j,o,p,q,d,EOS,c,h,k,n,u,g,i,f,a,e,t,EOS
BOS,b,l,j,o,p,BOS,q,d,c,h,k,n,u,g,f,i,a,e,t,EOS
BOS,b,l,m,r,p,q,d,e,c,h,k,n,s,g,f,i,a,e,t,EOS
BOS,b,l,u,m,r,p,q,d,c,h,k,n,s,g,i,f,a,e,t,EOS
BOS,b,l,j,o,p,q,d,c,h,n,k,n,u,g,f,i,a,e,t,EOS
BOS,b,d,l,j,o,p,q,d,c,h,k,n,g,s,f,i,a,e,t,EOS
BOS,b,l,j,o,p,q,d,a,c,h,k,n,s,g,f,i,a,e,t,EOS
BOS,b,l,r,m,r,p,q,d,c,h,k,n,u,g,i,f,a,e,t,EOS
o,BOS,b,l,m,r,p,q,d,c,h,k,n,s,g,i,f,a,e,t,EOS
BOS,t,b,l,m,r,p,q,d,c,h,k,n,u,g,i,f,a,e,t,EOS
BOS,b,l,j,o,p,q,d,c,h,k,n,t,u,g,f,i,a,e,t,EOS
BOS,b,l,j,o,p,q,s,d,c,h,k,n,g,s,i,f,a,e,t,EOS
BOS,b,l,m,r,p,q,d,c,h,d,k,n,u,g,i,f,a,e,t,EOS
BOS,b,l,m,r,p,q,d,c,h,k,n,g,s,f,l,i,a,e,t,EOS
