0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
b,d,k,q,c,u,f,n,BOS,j,r,g,h,a,p,s,t,EOS,,,
BOS,d,k,q,c,u,r,n,b,g,j,f,h,a,p,s,t,EOS,,,
BOS,d,k,q,c,u,f,a,b,e,h,n,s,p,t,EOS,,,,,
BOS,d,k,q,e,u,f,n,b,c,h,a,p,s,t,EOS,,,,,
BOS,d,i,m,l,o,q,c,u,r,n,b,j,f,g,h,a,p,s,t,EOS
BOS,d,k,q,c,u,f,n,s,e,h,a,p,t,b,EOS,,,,,
BOS,d,i,m,l,o,q,c,g,f,n,b,j,r,u,h,a,s,p,t,EOS
BOS,d,k,q,c,u,f,p,b,g,j,r,h,a,s,n,t,EOS,,,
BOS,d,k,q,c,u,a,n,b,e,h,f,p,t,s,EOS,,,,,
BOS,d,i,m,o,u,q,c,l,f,n,b,e,h,a,s,p,t,EOS,,
BOS,f,k,q,c,u,d,n,b,e,h,a,s,p,t,EOS,,,,,
BOS,n,i,m,l,o,q,c,u,f,d,b,e,h,a,p,t,s,EOS,,
BOS,d,i,m,o,l,q,c,u,f,n,b,g,r,j,h,a,s,p,EOS,t
BOS,i,d,m,l,o,q,c,u,f,n,b,e,h,a,p,s,t,EOS,,
BOS,d,i,m,o,l,q,c,u,f,n,b,r,j,g,h,a,s,p,t,EOS
BOS,d,i,m,c,o,q,l,u,f,n,b,e,h,a,p,t,s,EOS,,
BOS,d,i,m,r,o,q,c,u,f,n,b,l,j,g,h,a,p,t,s,EOS
BOS,d,f,q,c,u,k,n,b,e,h,a,p,t,s,EOS,,,,,
BOS,d,k,q,c,u,r,n,b,g,j,f,h,a,s,p,t,EOS,,,
BOS,d,k,q,c,f,u,n,b,g,j,r,h,a,p,t,s,EOS,,,
a,d,i,m,o,l,q,c,u,f,n,b,e,h,BOS,s,p,t,EOS,,
BOS,d,i,m,o,l,q,c,u,f,n,b,t,h,a,s,p,e,EOS,,
BOS,d,k,q,n,u,f,c,b,e,h,a,s,p,t,EOS,,,,,
g,d,i,m,o,l,q,c,u,f,n,b,BOS,j,r,h,a,p,t,s,EOS
BOS,d,k,q,c,n,f,u,b,e,h,a,s,p,t,EOS,,,,,
BOS,d,h,q,c,u,f,n,b,g,j,r,k,a,p,s,t,EOS,,,
BOS,d,i,m,l,o,q,c,u,f,s,b,e,h,a,p,n,t,EOS,,
BOS,d,r,q,c,u,f,n,b,k,g,j,h,a,s,p,t,EOS,,,
BOS,q,i,m,o,l,d,c,u,f,n,b,g,j,r,h,a,p,s,t,EOS
BOS,d,i,m,l,o,q,c,u,f,n,b,j,a,r,h,g,s,p,t,EOS
BOS,d,k,q,c,u,f,n,b,r,j,g,EOS,a,s,p,t,h,,,
BOS,d,k,q,c,u,b,n,f,e,h,a,p,t,s,EOS,,,,,
BOS,d,i,m,o,l,q,c,s,f,n,b,e,h,a,u,p,t,EOS,,
BOS,t,k,q,c,u,f,n,b,e,h,a,p,s,d,EOS,,,,,
BOS,d,a,m,l,o,q,c,u,f,n,b,e,h,i,p,s,t,EOS,,
BOS,d,i,c,l,o,q,m,u,f,n,b,j,g,r,h,a,s,p,t,EOS
BOS,g,k,q,c,u,f,n,b,d,j,r,h,a,s,p,t,EOS,,,
BOS,d,k,q,c,u,h,n,b,r,j,g,f,a,s,p,t,EOS,,,
BOS,p,i,m,l,o,q,c,u,f,n,b,r,j,g,h,a,s,d,t,EOS
BOS,d,i,m,l,c,q,o,u,f,n,b,j,r,g,h,a,p,t,s,EOS
s,d,i,m,o,l,q,c,u,f,n,b,r,g,j,h,a,BOS,p,t,EOS
BOS,b,i,m,o,l,q,c,u,f,n,d,g,j,r,h,a,s,p,t,EOS
BOS,d,k,q,c,u,f,n,b,h,e,a,p,s,t,EOS,,,,,
BOS,d,i,m,o,l,q,c,u,f,n,b,r,s,j,h,a,g,p,t,EOS
BOS,d,g,q,c,u,f,n,b,r,k,j,h,a,p,s,t,EOS,,,
BOS,c,i,m,l,o,q,d,u,f,n,b,e,h,a,s,p,t,EOS,,
BOS,d,i,m,l,o,q,c,EOS,f,n,b,e,h,a,p,s,t,u,,
BOS,d,k,f,c,u,q,n,b,e,h,a,s,p,t,EOS,,,,,
BOS,d,k,n,c,u,f,q,b,e,h,a,s,p,t,EOS,,,,,
BOS,d,i,m,o,l,n,c,u,f,q,b,j,r,g,h,a,s,p,t,EOS
BOS,d,i,t,o,l,q,c,u,f,n,b,r,j,g,h,a,s,p,m,EOS
l,d,i,m,BOS,o,q,c,u,f,n,b,e,h,a,s,p,t,EOS,,
BOS,d,i,m,a,o,q,c,u,f,n,b,g,j,r,h,l,p,t,s,EOS
BOS,d,i,m,l,o,q,c,u,f,h,b,r,j,g,n,a,s,p,t,EOS
BOS,d,i,m,l,o,q,c,u,f,n,b,g,j,r,h,a,p,t,s,EOS
BOS,d,k,q,c,u,f,n,b,g,r,j,p,a,h,s,t,EOS,,,
BOS,d,k,q,c,u,f,n,b,j,g,r,a,h,p,t,s,EOS,,,
BOS,s,k,q,c,u,f,n,b,e,h,a,p,d,t,EOS,,,,,
EOS,d,k,q,c,u,f,n,b,e,h,a,s,p,t,BOS,,,,,
EOS,d,i,m,l,o,q,c,u,f,n,b,e,h,a,p,s,t,BOS,,
BOS,d,i,m,j,l,q,c,u,f,n,b,g,o,r,h,a,p,s,t,EOS
BOS,b,i,m,l,o,q,c,u,f,n,d,g,j,r,h,a,p,s,t,EOS
BOS,d,f,m,l,o,q,c,u,i,n,b,e,h,a,p,s,t,EOS,,
BOS,d,k,q,t,u,f,n,b,j,r,g,h,a,s,p,c,EOS,,,
BOS,d,k,q,h,u,f,n,b,r,g,j,c,a,p,t,s,EOS,,,
BOS,d,i,m,o,l,q,c,u,r,n,b,j,g,f,h,a,p,s,t,EOS
BOS,d,k,q,c,u,f,n,b,p,r,g,h,a,s,j,t,EOS,,,
BOS,s,k,q,c,u,f,n,b,e,h,a,p,d,t,EOS,,,,,
BOS,d,i,m,o,l,q,c,u,f,p,b,g,j,r,h,a,s,n,t,EOS
BOS,d,i,m,o,l,q,c,u,f,n,b,r,j,g,h,a,p,t,s,EOS
BOS,d,k,q,c,u,f,n,b,p,h,a,s,e,t,EOS,,,,,
BOS,d,k,q,c,u,f,n,r,g,b,j,h,a,s,p,t,EOS,,,
BOS,d,i,EOS,l,o,q,c,u,f,n,b,e,h,a,s,p,t,m,,
BOS,d,i,m,o,l,q,c,u,f,h,b,e,n,a,s,p,t,EOS,,
BOS,d,i,m,t,l,q,c,u,f,n,b,e,h,a,s,p,o,EOS,,
BOS,d,k,n,c,u,f,q,b,j,g,r,h,a,p,s,t,EOS,,,
BOS,d,i,m,o,l,q,EOS,u,f,n,b,e,h,a,p,s,t,c,,
