0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
BOS,d,k,q,EOS,u,f,n,b,j,r,g,h,a,p,s,t,EOS,,,
BOS,d,k,q,c,u,f,n,n,g,j,r,h,a,p,s,t,EOS,,,
BOS,d,p,q,c,u,f,n,b,e,h,a,s,p,t,EOS,,,,,
BOS,d,k,q,c,u,f,n,u,e,h,a,p,s,t,EOS,,,,,
BOS,d,i,m,l,o,q,m,u,f,n,b,j,r,g,h,a,p,s,t,EOS
o,d,k,q,c,u,f,n,b,e,h,a,p,t,s,EOS,,,,,
BOS,d,b,m,l,o,q,c,u,f,n,b,j,r,g,h,a,s,p,t,EOS
t,d,k,q,c,u,f,n,b,g,j,r,h,a,s,p,t,EOS,,,
BOS,d,k,q,c,u,f,n,b,e,h,a,p,BOS,s,EOS,,,,,
BOS,d,i,m,o,l,q,c,u,f,n,b,e,h,a,s,o,t,EOS,,
BOS,d,k,d,c,u,f,n,b,e,h,a,s,p,t,EOS,,,,,
BOS,d,i,m,l,o,q,c,u,f,n,b,e,h,a,t,t,s,EOS,,
BOS,d,i,m,o,l,q,c,u,f,n,b,g,r,j,h,a,s,p,t,n
BOS,d,i,m,l,o,q,c,u,f,t,b,e,h,a,p,s,t,EOS,,
BOS,d,c,m,o,l,q,c,u,f,n,b,j,r,g,h,a,s,p,t,EOS
BOS,d,i,m,l,o,q,c,u,f,n,b,e,h,a,p,t,q,EOS,,
BOS,d,i,m,l,o,q,c,u,f,n,b,r,f,g,h,a,p,t,s,EOS
BOS,EOS,k,q,c,u,f,n,b,e,h,a,p,t,s,EOS,,,,,
BOS,d,k,q,c,u,f,n,b,g,j,r,s,a,s,p,t,EOS,,,
BOS,d,k,q,c,j,f,n,b,g,j,r,h,a,p,t,s,EOS,,,
BOS,d,i,m,o,l,q,c,u,f,n,e,e,h,a,s,p,t,EOS,,
BOS,d,i,m,o,l,q,c,u,f,n,b,e,h,a,s,m,t,EOS,,
BOS,d,k,q,c,u,f,n,b,e,h,n,s,p,t,EOS,,,,,
BOS,d,i,m,o,l,q,r,u,f,n,b,g,j,r,h,a,p,t,s,EOS
EOS,d,k,q,c,u,f,n,b,e,h,a,s,p,t,EOS,,,,,
BOS,d,k,q,c,u,f,n,b,g,j,p,h,a,p,s,t,EOS,,,
BOS,d,i,m,l,o,q,c,u,f,n,b,s,h,a,p,s,t,EOS,,
BOS,d,k,p,c,u,f,n,b,r,g,j,h,a,s,p,t,EOS,,,
BOS,d,q,m,o,l,q,c,u,f,n,b,g,j,r,h,a,p,s,t,EOS
BOS,d,i,m,l,o,q,c,u,f,n,b,j,g,r,h,a,s,j,t,EOS
BOS,d,k,q,c,u,f,n,b,r,j,g,t,a,s,p,t,EOS,,,
BOS,g,k,q,c,u,f,n,b,e,h,a,p,t,s,EOS,,,,,
BOS,d,i,m,o,l,q,EOS,u,f,n,b,e,h,a,s,p,t,EOS,,
BOS,d,k,q,s,u,f,n,b,e,h,a,p,s,t,EOS,,,,,
BOS,d,i,m,l,o,q,u,u,f,n,b,e,h,a,p,s,t,EOS,,
BOS,d,i,m,c,o,q,c,u,f,n,b,j,g,r,h,a,s,p,t,EOS
BOS,d,k,q,c,u,f,n,b,o,j,r,h,a,s,p,t,EOS,,,
BOS,d,k,q,c,u,f,n,o,r,j,g,h,a,s,p,t,EOS,,,
BOS,d,i,m,l,u,q,c,u,f,n,b,r,j,g,h,a,s,p,t,EOS
BOS,d,q,m,l,o,q,c,u,f,n,b,j,r,g,h,a,p,t,s,EOS
BOS,d,i,m,o,l,q,c,u,j,n,b,r,g,j,h,a,s,p,t,EOS
BOS,d,i,l,o,l,q,c,u,f,n,b,g,j,r,h,a,s,p,t,EOS
BOS,d,k,q,c,u,f,n,g,e,h,a,p,s,t,EOS,,,,,
BOS,d,i,m,o,l,q,c,f,f,n,b,r,g,j,h,a,s,p,t,EOS
BOS,d,k,q,c,u,f,n,b,r,i,j,h,a,p,s,t,EOS,,,
BOS,d,i,m,l,u,q,c,u,f,n,b,e,h,a,s,p,t,EOS,,
g,d,i,m,l,o,q,c,u,f,n,b,e,h,a,p,s,t,EOS,,
BOS,d,k,q,c,q,f,n,b,e,h,a,s,p,t,EOS,,,,,
BOS,d,k,q,c,u,f,n,b,i,h,a,s,p,t,EOS,,,,,
BOS,d,i,m,o,l,q,c,u,f,n,b,j,r,g,h,a,s,p,t,EOS
BOS,a,i,m,o,l,q,c,u,f,n,b,r,j,g,h,a,s,p,t,EOS
BOS,d,i,m,l,o,q,c,u,f,n,b,e,m,a,s,p,t,EOS,,
BOS,d,i,m,l,o,q,g,u,f,n,b,g,j,r,h,a,p,t,s,EOS
BOS,d,i,m,l,o,q,c,u,f,n,b,r,j,g,h,e,s,p,t,EOS
