0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
BOS,d,k,q,c,u,f,n,b,j,r,BOS,g,h,a,p,s,t,EOS,,,
BOS,d,b,k,q,c,u,f,n,b,g,j,r,h,a,p,s,t,EOS,,,
BOS,d,k,BOS,q,c,u,f,n,b,e,h,a,s,p,t,EOS,,,,,
l,BOS,d,k,q,c,u,f,n,b,e,h,a,p,s,t,EOS,,,,,
BOS,d,i,m,l,o,q,o,c,u,f,n,b,j,r,g,h,a,p,s,t,EOS
BOS,d,k,q,c,u,f,n,b,e,h,a,p,t,s,q,EOS,,,,,
BOS,d,i,m,l,o,q,c,u,f,i,n,b,j,r,g,h,a,s,p,t,EOS
o,BOS,d,k,q,c,u,f,n,b,g,j,r,h,a,s,p,t,EOS,,,
BOS,d,k,q,c,u,f,n,b,e,f,h,a,p,t,s,EOS,,,,,
BOS,d,i,m,o,l,q,c,u,f,n,b,e,h,a,g,s,p,t,EOS,,
BOS,d,k,q,c,u,f,n,b,e,p,h,a,s,p,t,EOS,,,,,
BOS,d,i,m,l,o,q,c,u,f,n,b,e,l,h,a,p,t,s,EOS,,
BOS,d,i,m,o,l,q,c,u,f,n,EOS,b,g,r,j,h,a,s,p,t,EOS
BOS,d,i,m,l,o,q,c,u,f,n,b,e,h,a,q,p,s,t,EOS,,
BOS,d,i,m,o,l,q,s,c,u,f,n,b,j,r,g,h,a,s,p,t,EOS
BOS,d,i,m,l,o,i,q,c,u,f,n,b,e,h,a,p,t,s,EOS,,
BOS,d,i,m,l,o,q,c,u,o,f,n,b,r,j,g,h,a,p,t,s,EOS
BOS,d,k,q,c,u,f,n,g,b,e,h,a,p,t,s,EOS,,,,,
BOS,d,k,q,c,u,f,n,b,g,j,f,r,h,a,s,p,t,EOS,,,
BOS,d,k,q,c,g,u,f,n,b,g,j,r,h,a,p,t,s,EOS,,,
s,BOS,d,i,m,o,l,q,c,u,f,n,b,e,h,a,s,p,t,EOS,,
BOS,d,i,m,o,l,q,c,u,f,n,b,e,h,a,u,s,p,t,EOS,,
BOS,d,k,q,c,g,u,f,n,b,e,h,a,s,p,t,EOS,,,,,
BOS,d,i,m,o,l,q,c,u,f,n,b,f,g,j,r,h,a,p,t,s,EOS
BOS,d,k,q,c,u,f,n,b,e,e,h,a,s,p,t,EOS,,,,,
BOS,d,k,q,c,u,f,n,b,g,j,r,c,h,a,p,s,t,EOS,,,
BOS,e,d,i,m,l,o,q,c,u,f,n,b,e,h,a,p,s,t,EOS,,
BOS,d,k,q,c,u,f,n,b,r,g,g,j,h,a,s,p,t,EOS,,,
BOS,d,i,m,o,l,q,c,u,f,n,b,g,j,r,h,a,p,s,t,a,EOS
BOS,d,i,m,l,o,q,c,u,f,n,b,j,g,r,h,a,s,p,t,m,EOS
BOS,d,k,q,c,u,f,n,b,r,j,n,g,h,a,s,p,t,EOS,,,
BOS,b,d,k,q,c,u,f,n,b,e,h,a,p,t,s,EOS,,,,,
BOS,d,i,m,q,o,l,q,c,u,f,n,b,e,h,a,s,p,t,EOS,,
BOS,d,k,q,c,u,f,n,b,e,h,a,h,p,s,t,EOS,,,,,
BOS,d,i,m,l,o,q,c,u,f,n,k,b,e,h,a,p,s,t,EOS,,
BOS,d,i,f,m,l,o,q,c,u,f,n,b,j,g,r,h,a,s,p,t,EOS
BOS,d,k,q,c,u,f,n,b,g,j,r,l,h,a,s,p,t,EOS,,,
