0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
c,l,g,h,q,m,o,q,e,m,o,e,m,a,d,f,k,,
c,l,g,h,q,b,m,a,d,k,f,,,,,,,,
c,l,g,m,l,h,q,a,d,k,f,,,,,,,,
c,l,g,m,h,o,q,e,k,m,o,e,m,o,e,a,d,f,k
i,c,p,n,b,a,d,f,k,,,,,,,,,,
c,l,g,g,h,m,o,e,q,m,a,d,f,k,,,,,
c,l,m,g,h,m,o,q,e,m,o,e,o,e,a,d,k,f,
c,l,g,m,h,o,e,q,m,a,q,d,f,k,,,,,
i,j,n,b,a,i,d,k,f,,,,,,,,,,
c,l,l,g,m,h,o,q,e,m,a,d,k,f,,,,,
c,l,g,j,m,h,o,q,e,m,a,d,f,k,,,,,
i,p,n,b,q,a,d,f,k,,,,,,,,,,
c,l,g,h,o,m,o,q,e,m,o,e,m,e,a,d,f,k,
c,l,g,h,q,o,m,a,d,f,k,,,,,,,,
c,l,g,c,h,m,q,a,d,k,f,,,,,,,,
c,g,l,g,h,m,o,e,m,o,e,q,m,o,e,a,d,k,f
c,l,g,m,h,o,q,e,m,o,e,m,a,k,d,f,k,,
c,l,g,d,h,m,o,q,e,m,a,d,f,k,,,,,
c,l,g,m,h,q,o,e,j,m,o,e,m,a,d,k,f,,
i,p,n,b,a,d,f,h,k,,,,,,,,,,
i,j,p,b,n,a,d,f,k,,,,,,,,,,
c,l,q,g,m,h,q,a,d,k,f,,,,,,,,
i,b,p,n,b,a,d,f,k,,,,,,,,,,
i,j,j,n,b,a,d,k,f,,,,,,,,,,
i,p,n,l,b,a,d,k,f,,,,,,,,,,
c,l,g,h,g,q,m,a,d,k,f,,,,,,,,
c,l,g,h,q,m,a,d,k,q,f,,,,,,,,
c,l,g,m,o,h,q,e,m,o,e,m,o,e,d,a,d,k,f
i,p,n,d,b,a,d,k,f,,,,,,,,,,
c,l,g,m,o,h,e,q,m,a,o,e,m,a,d,k,f,,
i,j,b,n,a,p,d,f,k,,,,,,,,,,
c,l,g,m,n,o,h,e,q,m,a,d,k,f,,,,,
c,l,g,m,m,h,o,q,e,m,a,d,f,k,,,,,
c,l,g,m,o,h,e,m,q,a,m,d,f,k,,,,,
i,p,n,b,a,d,k,d,f,,,,,,,,,,
i,p,m,n,b,a,d,k,f,,,,,,,,,,
i,j,n,b,a,e,d,f,k,,,,,,,,,,
c,l,g,h,m,o,q,e,m,o,e,m,c,o,e,a,d,k,f
c,l,g,h,q,b,m,a,d,k,f,,,,,,,,
i,i,p,b,n,a,d,f,k,,,,,,,,,,
c,l,g,h,q,m,o,e,m,o,e,m,a,d,n,f,k,,
c,l,g,m,b,o,e,h,q,m,o,e,m,o,e,a,d,k,f
c,l,g,h,m,q,o,g,e,m,a,d,k,f,,,,,
c,l,g,h,q,m,o,e,m,o,e,h,m,o,e,a,d,f,k
i,j,n,b,a,f,d,f,k,,,,,,,,,,
c,l,g,h,m,o,e,q,m,h,a,d,k,f,,,,,
c,l,g,e,m,h,o,q,e,m,a,d,f,k,,,,,
c,l,g,h,q,m,o,e,m,a,d,k,d,f,,,,,
i,p,b,n,a,d,l,k,f,,,,,,,,,,
c,l,g,h,q,e,m,o,e,m,o,e,m,a,d,f,k,,
k,i,p,b,n,a,d,k,f,,,,,,,,,,
c,l,g,m,o,e,m,h,q,o,e,m,o,e,a,d,f,k,
c,l,g,m,h,o,e,m,q,a,d,n,k,f,,,,,
i,p,j,n,b,a,d,k,f,,,,,,,,,,
c,l,g,h,q,m,d,o,e,m,a,d,f,k,,,,,
