0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
c,l,g,h,q,m,o,o,e,m,o,e,m,a,d,f,k,,
c,e,l,g,h,q,m,a,d,k,f,,,,,,,,
c,l,g,m,h,q,l,a,d,k,f,,,,,,,,
c,l,g,m,h,o,q,e,m,o,e,m,o,e,a,d,f,k,
i,p,n,b,a,d,d,f,k,,,,,,,,,,
p,c,l,g,h,m,o,e,q,m,a,d,f,k,,,,,
c,l,g,c,h,m,o,q,e,m,o,e,m,o,e,a,d,k,f
c,l,g,i,m,h,o,e,q,m,a,d,f,k,,,,,
i,c,j,n,b,a,d,k,f,,,,,,,,,,
c,l,n,g,m,h,o,q,e,m,a,d,k,f,,,,,
c,l,g,m,h,o,q,e,m,a,i,d,f,k,,,,,
i,i,p,n,b,a,d,f,k,,,,,,,,,,
c,l,g,h,m,o,q,e,m,o,e,m,o,e,a,d,f,l,k
c,l,g,h,k,q,m,a,d,f,k,,,,,,,,
c,l,g,h,m,q,a,d,a,k,f,,,,,,,,
c,l,g,h,m,o,e,m,o,e,q,m,o,e,f,a,d,k,f
c,l,g,m,h,o,q,e,m,b,o,e,m,a,d,f,k,,
o,c,l,g,h,m,o,q,e,m,a,d,f,k,,,,,
c,l,g,m,h,q,o,e,m,o,g,e,m,a,d,k,f,,
i,p,l,n,b,a,d,f,k,,,,,,,,,,
i,p,p,b,n,a,d,f,k,,,,,,,,,,
c,l,l,g,m,h,q,a,d,k,f,,,,,,,,
i,p,n,b,o,a,d,f,k,,,,,,,,,,
i,j,m,n,b,a,d,k,f,,,,,,,,,,
i,p,n,b,a,n,d,k,f,,,,,,,,,,
c,l,g,h,d,q,m,a,d,k,f,,,,,,,,
c,l,g,p,h,q,m,a,d,k,f,,,,,,,,
c,l,g,m,o,h,q,e,m,o,e,m,o,e,a,d,k,b,f
l,i,p,n,b,a,d,k,f,,,,,,,,,,
c,l,c,g,m,o,h,e,q,m,o,e,m,a,d,k,f,,
i,f,j,b,n,a,d,f,k,,,,,,,,,,
c,l,g,m,o,h,e,q,m,h,a,d,k,f,,,,,
c,l,g,m,h,o,g,q,e,m,a,d,f,k,,,,,
c,l,g,m,o,h,e,m,q,a,d,f,c,k,,,,,
d,i,p,n,b,a,d,k,f,,,,,,,,,,
i,p,n,b,a,i,d,k,f,,,,,,,,,,
j,i,j,n,b,a,d,f,k,,,,,,,,,,
j,c,l,g,h,m,o,q,e,m,o,e,m,o,e,a,d,k,f
c,l,g,h,q,m,a,d,k,p,f,,,,,,,,
i,p,b,n,a,d,e,f,k,,,,,,,,,,
i,c,l,g,h,q,m,o,e,m,o,e,m,a,d,f,k,,
c,l,g,o,m,o,e,h,q,m,o,e,m,e,a,d,k,f,
c,l,g,h,m,q,o,e,m,a,d,k,q,f,,,,,
c,l,g,h,q,m,o,e,m,o,e,o,m,e,a,d,f,k,
i,j,n,n,b,a,d,f,k,,,,,,,,,,
c,l,h,g,h,m,o,e,q,m,a,d,k,f,,,,,
c,l,l,g,m,h,o,q,e,m,a,d,f,k,,,,,
c,l,g,h,q,m,o,e,m,a,j,d,k,f,,,,,
i,p,b,n,a,d,k,c,f,,,,,,,,,,
c,l,g,h,q,m,o,e,o,m,o,e,m,a,d,f,k,,
i,p,b,n,a,l,d,k,f,,,,,,,,,,
c,k,l,g,m,o,e,m,h,q,o,e,m,o,e,a,d,f,k
c,l,g,m,q,h,o,e,m,q,a,d,k,f,,,,,
i,p,n,b,a,d,k,c,f,,,,,,,,,,
c,l,g,h,q,m,a,o,e,m,a,d,f,k,,,,,
i,j,b,n,a,d,k,i,f,,,,,,,,,,
i,p,l,b,n,a,d,f,k,,,,,,,,,,
i,p,b,n,a,d,d,f,k,,,,,,,,,,
i,b,p,b,n,a,d,k,f,,,,,,,,,,
i,j,b,n,a,d,q,f,k,,,,,,,,,,
c,l,g,h,m,o,e,q,m,a,c,d,k,f,,,,,
c,l,g,d,h,m,q,a,d,k,f,,,,,,,,
c,l,g,m,h,q,k,o,e,m,o,e,m,a,d,k,f,,
i,p,n,b,a,d,f,i,k,,,,,,,,,,
i,p,p,n,b,a,d,k,f,,,,,,,,,,
i,j,n,b,a,f,d,f,k,,,,,,,,,,
c,l,g,m,o,e,m,o,o,e,h,q,m,a,d,f,k,,
c,l,d,g,h,m,o,q,e,m,a,d,f,k,,,,,
i,j,n,b,c,a,d,k,f,,,,,,,,,,
c,l,e,g,h,m,o,e,m,o,e,q,m,o,a,d,k,f,
i,j,b,p,n,a,d,f,k,,,,,,,,,,
c,l,g,j,h,m,o,e,q,m,a,d,f,k,,,,,
c,l,g,m,o,o,e,m,o,e,m,h,q,e,a,d,k,f,
i,p,b,q,n,a,d,k,f,,,,,,,,,,
c,i,p,b,n,a,d,f,k,,,,,,,,,,
g,i,p,b,n,a,d,k,f,,,,,,,,,,
i,j,f,b,n,a,d,f,k,,,,,,,,,,
g,c,l,g,h,q,m,o,e,m,a,d,k,f,,,,,
c,l,g,h,m,g,q,a,d,f,k,,,,,,,,
c,i,p,b,n,a,d,f,k,,,,,,,,,,
i,j,b,n,a,d,k,p,f,,,,,,,,,,
i,p,n,b,j,a,d,f,k,,,,,,,,,,
c,l,g,h,m,o,e,m,o,e,h,q,m,a,d,k,f,,
c,l,g,b,h,m,o,e,q,m,o,e,m,o,e,a,d,k,f
