0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
c,l,g,h,q,m,o,e,m,o,a,m,a,d,f,k,,,
d,l,g,h,q,m,a,d,k,f,,,,,,,,,
c,l,g,m,h,n,a,d,k,f,,,,,,,,,
c,l,g,m,h,o,q,e,m,o,e,m,o,e,a,d,f,k,
i,p,n,b,a,d,f,q,,,,,,,,,,,
c,l,g,h,m,j,e,q,m,a,d,f,k,,,,,,
c,l,g,h,m,o,q,e,m,o,l,m,o,e,e,a,d,k,f
c,l,g,m,h,o,e,q,m,a,p,f,k,,,,,,
i,j,n,b,d,d,k,f,,,,,,,,,,,
c,l,g,d,h,o,q,e,m,a,d,k,f,,,,,,
c,l,g,a,h,o,q,e,m,a,d,f,k,,,,,,
g,p,n,b,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,o,q,e,c,o,e,m,o,e,m,a,d,f,k
c,l,g,h,q,m,a,q,f,k,,,,,,,,,
b,l,g,h,m,q,a,d,k,f,,,,,,,,,
c,l,g,h,m,o,e,g,o,e,q,m,o,e,m,a,d,k,f
c,l,g,m,h,o,q,e,m,o,e,m,q,d,f,k,,,
c,l,g,h,m,o,q,e,m,a,d,o,k,,,,,,
c,l,g,m,h,q,o,e,m,o,e,m,a,k,k,f,,,
i,p,l,b,a,d,f,k,,,,,,,,,,,
i,p,b,n,h,d,f,k,,,,,,,,,,,
a,l,g,m,h,q,a,d,k,f,,,,,,,,,
i,p,n,b,a,d,f,l,,,,,,,,,,,
i,j,n,b,a,d,c,f,,,,,,,,,,,
b,p,n,b,a,d,k,f,,,,,,,,,,,
c,l,g,h,q,m,a,d,q,f,,,,,,,,,
c,l,g,l,q,m,a,d,k,f,,,,,,,,,
c,l,g,m,o,h,q,e,m,o,e,m,o,e,a,d,k,f,
i,p,n,b,a,d,k,f,,,,,,,,,,,
c,e,g,m,o,h,e,q,m,o,e,m,a,d,k,f,,,
j,j,b,n,a,d,f,k,,,,,,,,,,,
c,l,g,m,o,h,e,q,m,a,d,k,f,,,,,,
i,l,g,m,h,o,q,e,m,a,d,f,k,,,,,,
c,l,g,m,o,h,e,n,q,a,d,f,k,,,,,,
i,p,n,b,a,f,k,f,,,,,,,,,,,
p,p,n,b,a,d,k,f,,,,,,,,,,,
i,j,n,b,j,d,f,k,,,,,,,,,,,
c,l,g,h,m,o,q,e,p,o,e,m,o,e,m,a,d,k,f
l,l,g,h,q,m,a,d,k,f,,,,,,,,,
i,p,b,n,g,d,f,k,,,,,,,,,,,
c,l,g,h,q,m,o,e,e,o,e,m,a,d,f,k,,,
c,l,g,m,o,e,h,q,m,o,e,m,o,e,a,d,k,f,
c,l,g,h,m,q,o,e,m,a,d,j,f,,,,,,
c,l,g,h,q,m,o,e,m,o,e,m,o,e,a,h,f,k,
i,j,n,b,a,d,f,h,,,,,,,,,,,
c,l,g,h,m,o,e,q,b,a,d,k,f,,,,,,
c,l,g,c,h,o,q,e,m,a,d,f,k,,,,,,
c,a,g,h,q,m,o,e,m,a,d,k,f,,,,,,
i,d,b,n,a,d,k,f,,,,,,,,,,,
c,l,g,h,q,m,o,e,m,o,e,l,a,d,f,k,,,
i,p,b,n,a,d,p,f,,,,,,,,,,,
c,l,g,m,o,e,m,h,q,o,e,m,o,q,e,a,d,f,k
c,l,g,m,o,o,e,m,q,a,d,k,f,,,,,,
i,p,n,b,a,d,k,l,,,,,,,,,,,
