0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
c,l,g,h,q,m,o,o,m,o,e,m,a,d,f,k,,,
c,l,g,h,q,m,a,d,k,f,,,,,,,,,
c,l,g,d,h,q,a,d,k,f,,,,,,,,,
c,h,g,m,h,o,q,e,m,o,e,m,o,e,a,d,f,k,
i,p,n,b,a,d,f,n,,,,,,,,,,,
n,l,g,h,m,o,e,q,m,a,d,f,k,,,,,,
c,l,c,h,m,o,q,e,m,o,e,m,o,e,a,d,k,f,
c,l,g,m,h,o,e,q,m,p,d,f,k,,,,,,
i,j,g,b,a,d,k,f,,,,,,,,,,,
f,l,g,m,h,o,q,e,m,a,d,k,f,,,,,,
c,m,g,m,h,o,q,e,m,a,d,f,k,,,,,,
i,p,n,e,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,o,q,e,m,o,e,m,o,e,a,d,f,k,
c,l,g,h,q,a,a,d,f,k,,,,,,,,,
a,l,g,h,m,q,a,d,k,f,,,,,,,,,
c,l,g,h,m,o,e,m,o,e,q,c,o,e,m,a,d,k,f
c,l,g,m,h,o,q,e,m,a,e,m,a,d,f,k,,,
c,l,g,h,m,o,f,e,m,a,d,f,k,,,,,,
g,l,g,m,h,q,o,e,m,o,e,m,a,d,k,f,,,
i,p,n,b,a,d,n,k,,,,,,,,,,,
i,p,b,n,j,d,f,k,,,,,,,,,,,
p,l,g,m,h,q,a,d,k,f,,,,,,,,,
i,p,n,b,a,p,f,k,,,,,,,,,,,
i,j,n,b,n,d,k,f,,,,,,,,,,,
i,p,n,b,a,d,p,f,,,,,,,,,,,
c,l,m,h,q,m,a,d,k,f,,,,,,,,,
c,l,g,h,m,m,a,d,k,f,,,,,,,,,
c,l,g,m,o,h,o,e,m,o,e,m,e,a,d,k,f,,
i,p,n,b,a,d,k,f,,,,,,,,,,,
c,l,g,m,o,h,e,q,m,o,e,m,a,g,k,f,,,
p,j,b,n,a,d,f,k,,,,,,,,,,,
c,l,g,m,o,h,l,q,m,a,d,k,f,,,,,,
c,l,g,m,h,o,q,e,m,a,d,e,k,,,,,,
c,m,g,m,o,h,e,m,q,a,d,f,k,,,,,,
i,p,n,a,a,d,k,f,,,,,,,,,,,
i,p,n,m,a,d,k,f,,,,,,,,,,,
i,j,n,b,a,b,f,k,,,,,,,,,,,
c,l,g,h,p,o,q,e,m,o,e,m,o,e,m,a,d,k,f
c,l,g,h,q,m,j,d,k,f,,,,,,,,,
