0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
c,l,g,h,q,m,o,e,m,o,e,m,o,d,f,k,,,
c,l,g,h,q,m,a,d,q,f,,,,,,,,,
c,l,d,m,h,q,a,d,k,f,,,,,,,,,
c,l,g,m,h,l,q,e,m,o,e,m,o,e,a,d,f,k,
j,p,n,b,a,d,f,k,,,,,,,,,,,
c,l,c,h,m,o,e,q,m,a,d,f,k,,,,,,
l,l,g,h,m,o,q,e,m,o,e,m,o,e,a,d,k,f,
c,l,g,m,h,o,e,q,m,a,d,f,n,,,,,,
i,j,n,b,a,d,k,f,,,,,,,,,,,
c,l,g,m,h,o,q,e,i,a,d,k,f,,,,,,
c,l,g,m,h,o,q,q,m,a,d,f,k,,,,,,
a,p,n,b,a,d,f,k,,,,,,,,,,,
c,l,g,p,m,o,q,e,m,o,e,m,o,e,a,d,f,k,
c,l,g,n,q,m,a,d,f,k,,,,,,,,,
c,l,g,h,m,e,a,d,k,f,,,,,,,,,
c,l,g,h,m,o,e,m,o,e,q,m,o,e,a,k,f,,
c,l,g,m,h,o,q,e,m,o,e,m,a,d,f,k,,,
c,l,g,h,m,o,q,h,m,a,d,f,k,,,,,,
c,l,g,m,h,q,o,e,m,o,e,m,a,k,k,f,,,
i,p,n,b,a,d,f,k,,,,,,,,,,,
i,p,e,n,a,d,f,k,,,,,,,,,,,
c,l,g,m,j,q,a,d,k,f,,,,,,,,,
i,h,n,b,a,d,f,k,,,,,,,,,,,
i,j,n,b,a,d,f,f,,,,,,,,,,,
i,p,n,b,n,d,k,f,,,,,,,,,,,
c,l,g,h,q,m,o,d,k,f,,,,,,,,,
c,e,g,h,q,m,a,d,k,f,,,,,,,,,
c,l,g,m,o,f,q,e,m,o,e,m,o,e,a,d,k,f,
i,p,n,b,a,q,k,f,,,,,,,,,,,
c,l,g,m,o,h,e,q,m,k,e,m,a,d,k,f,,,
i,j,b,n,a,d,f,g,,,,,,,,,,,
c,l,g,m,o,h,e,q,m,n,d,k,f,,,,,,
c,l,g,l,h,o,q,e,m,a,d,f,k,,,,,,
c,l,g,m,o,h,e,m,q,o,d,f,k,,,,,,
