0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
c,l,g,h,q,m,o,e,m,o,e,m,a,d,f,k,,
k,l,g,h,q,m,a,d,c,f,,,,,,,,
m,l,g,c,h,q,a,d,k,f,,,,,,,,
c,l,g,e,h,o,q,e,m,o,e,m,o,m,a,d,f,k
i,p,f,b,a,d,n,k,,,,,,,,,,
k,l,g,h,m,o,e,q,m,a,d,f,c,,,,,
c,l,g,h,m,o,q,e,m,o,e,m,o,e,a,d,k,f
c,l,m,g,h,o,e,q,m,a,d,f,k,,,,,
i,j,n,b,a,k,d,f,,,,,,,,,,
c,l,g,m,h,f,q,e,m,a,d,k,o,,,,,
c,l,k,m,h,o,q,e,m,a,d,f,g,,,,,
i,p,n,d,a,b,f,k,,,,,,,,,,
k,l,g,h,m,o,q,e,m,o,e,m,o,e,a,d,f,c
c,l,g,q,h,m,a,d,f,k,,,,,,,,
c,l,h,g,m,q,a,d,k,f,,,,,,,,
c,l,g,h,k,o,e,m,o,e,q,m,o,e,m,a,d,f
c,l,g,m,h,o,q,e,f,o,e,m,a,d,m,k,,
m,l,g,h,c,o,q,e,m,a,d,f,k,,,,,
d,l,g,m,h,q,o,e,m,o,e,m,a,c,k,f,,
i,p,n,b,a,k,f,d,,,,,,,,,,
i,f,b,n,a,d,p,k,,,,,,,,,,
c,f,g,m,h,q,a,d,k,l,,,,,,,,
i,p,n,d,a,b,f,k,,,,,,,,,,
i,j,n,b,a,k,d,f,,,,,,,,,,
p,i,n,b,a,d,k,f,,,,,,,,,,
c,l,f,h,q,m,a,d,k,g,,,,,,,,
c,l,g,h,f,m,a,d,k,q,,,,,,,,
e,l,g,m,o,h,q,e,m,o,e,m,o,c,a,d,k,f
i,a,n,b,p,d,k,f,,,,,,,,,,
c,l,g,m,o,h,e,q,m,o,e,a,m,d,k,f,,
i,j,n,b,a,d,f,k,,,,,,,,,,
m,l,g,c,o,h,e,q,m,a,d,k,f,,,,,
c,l,g,m,h,o,q,f,m,a,d,e,k,,,,,
c,l,g,m,o,h,e,m,f,a,d,q,k,,,,,
i,b,n,p,a,d,k,f,,,,,,,,,,
i,p,k,b,a,d,n,f,,,,,,,,,,
i,j,n,d,a,b,f,k,,,,,,,,,,
c,l,g,k,m,o,q,e,m,o,e,m,o,e,a,d,h,f
c,l,g,m,q,h,a,d,k,f,,,,,,,,
f,p,b,n,a,d,i,k,,,,,,,,,,
c,l,g,h,q,e,o,m,m,o,e,m,a,d,f,k,,
c,l,g,m,o,e,h,q,m,o,e,m,d,e,a,o,k,f
c,l,g,h,m,f,o,e,m,a,d,k,q,,,,,
c,l,g,m,q,m,o,e,m,o,e,o,e,h,a,d,f,k
i,j,n,b,k,d,f,a,,,,,,,,,,
c,k,g,h,m,o,e,q,m,a,d,l,f,,,,,
c,l,d,m,h,o,q,e,m,a,g,f,k,,,,,
c,m,g,h,q,m,o,e,l,a,d,k,f,,,,,
i,p,b,n,d,a,k,f,,,,,,,,,,
c,l,g,h,q,m,o,k,m,o,e,m,a,d,f,e,,
p,i,b,n,a,d,k,f,,,,,,,,,,
c,l,g,m,o,e,m,h,q,o,e,m,o,e,a,d,f,k
c,l,g,k,h,o,e,m,q,a,d,m,f,,,,,
i,d,n,b,a,p,k,f,,,,,,,,,,
c,l,g,h,m,q,o,e,m,a,d,f,k,,,,,
i,j,b,n,a,d,f,k,,,,,,,,,,
d,p,b,n,a,i,f,k,,,,,,,,,,
i,f,b,n,a,d,p,k,,,,,,,,,,
i,p,b,n,k,d,a,f,,,,,,,,,,
