0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
BOS,c,i,a,k,s,o,t,s,h,u,BOS,EOS,,,,,,
BOS,d,e,m,q,d,e,m,q,d,g,m,b,n,f,EOS,,,
BOS,d,e,m,h,q,d,p,g,n,f,EOS,,,,,,,
BOS,d,t,p,g,n,f,EOS,,,,,,,,,,,
BOS,d,e,m,q,d,b,g,n,f,a,EOS,,,,,,,
BOS,d,e,m,q,d,e,m,q,s,d,e,m,q,p,g,n,f,EOS
BOS,c,i,i,a,k,s,o,t,s,o,t,s,h,u,EOS,,,
BOS,c,c,r,a,k,s,o,t,s,h,u,EOS,,,,,,
BOS,d,e,m,q,s,d,p,g,n,f,EOS,,,,,,,
BOS,d,e,m,q,d,g,r,p,n,f,EOS,,,,,,,
BOS,d,e,m,q,u,d,e,m,q,d,e,m,q,p,g,n,f,EOS
BOS,p,c,i,a,k,s,h,u,EOS,,,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,BOS,g,n,f,b,EOS
BOS,c,j,u,l,a,k,s,h,u,EOS,,,,,,,,
m,BOS,c,r,a,k,s,h,u,EOS,,,,,,,,,
BOS,d,e,m,q,d,b,d,g,n,f,EOS,,,,,,,
BOS,c,i,a,q,k,s,o,t,s,h,u,EOS,,,,,,
BOS,c,r,a,k,s,o,t,s,o,t,s,d,h,u,EOS,,,
BOS,d,e,m,q,d,e,m,q,BOS,d,e,m,q,b,g,n,f,EOS
BOS,c,j,l,a,k,k,s,o,t,s,h,u,EOS,,,,,
BOS,d,e,m,q,r,d,g,p,n,f,EOS,,,,,,,
BOS,c,i,a,k,s,s,h,u,EOS,,,,,,,,,
BOS,d,g,b,n,f,l,EOS,,,,,,,,,,,
BOS,d,e,m,q,d,b,p,g,n,f,EOS,,,,,,,
BOS,d,e,m,q,i,d,e,m,q,d,g,n,p,f,EOS,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,j,b,g,n,f,EOS
BOS,c,i,a,k,s,o,t,s,e,h,u,EOS,,,,,,
BOS,c,r,a,k,s,h,u,u,EOS,,,,,,,,,
BOS,d,g,b,b,n,f,EOS,,,,,,,,,,,
BOS,c,l,j,c,a,k,s,o,t,s,o,t,s,h,u,EOS,,
BOS,d,e,m,q,d,e,m,q,d,p,g,n,f,k,EOS,,,
BOS,d,p,g,n,f,o,EOS,,,,,,,,,,,
BOS,d,b,g,e,n,f,EOS,,,,,,,,,,,
BOS,d,g,n,p,f,q,EOS,,,,,,,,,,,
BOS,c,r,a,k,s,h,u,g,EOS,,,,,,,,,
BOS,c,r,a,k,s,o,t,c,s,o,t,s,h,u,EOS,,,
BOS,d,e,m,q,p,d,e,m,q,d,e,m,q,p,g,n,f,EOS
BOS,c,j,l,a,r,k,s,h,u,EOS,,,,,,,,
BOS,i,d,e,m,q,d,b,g,n,f,EOS,,,,,,,
BOS,d,e,m,q,d,b,g,n,j,f,EOS,,,,,,,
BOS,d,b,g,n,f,m,EOS,,,,,,,,,,,
BOS,d,d,g,b,n,f,EOS,,,,,,,,,,,
BOS,c,l,j,a,k,s,o,t,s,i,h,u,EOS,,,,,
BOS,c,i,a,k,p,s,o,t,s,h,u,EOS,,,,,,
BOS,c,i,a,k,s,n,h,u,EOS,,,,,,,,,
