0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
BOS,c,i,a,l,k,s,o,t,s,h,u,EOS,,,,,,
BOS,d,e,m,q,d,e,m,q,u,d,g,b,n,f,EOS,,,
BOS,l,d,e,m,q,d,p,g,n,f,EOS,,,,,,,
BOS,d,c,p,g,n,f,EOS,,,,,,,,,,,
BOS,s,d,e,m,q,d,b,g,n,f,EOS,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,j,e,m,q,p,g,n,f,EOS
BOS,c,i,a,k,m,s,o,t,s,o,t,s,h,u,EOS,,,
BOS,c,r,a,k,s,o,t,f,s,h,u,EOS,,,,,,
BOS,d,e,m,q,d,p,g,BOS,n,f,EOS,,,,,,,
BOS,d,e,t,m,q,d,g,p,n,f,EOS,,,,,,,
BOS,d,e,m,p,q,d,e,m,q,d,e,m,q,p,g,n,f,EOS
BOS,c,i,a,k,s,p,h,u,EOS,,,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,i,g,n,f,b,EOS
BOS,c,j,l,a,m,k,s,h,u,EOS,,,,,,,,
BOS,c,r,o,a,k,s,h,u,EOS,,,,,,,,,
BOS,d,m,e,m,q,d,b,g,n,f,EOS,,,,,,,
BOS,c,i,a,k,s,o,t,s,h,u,k,EOS,,,,,,
BOS,c,b,r,a,k,s,o,t,s,o,t,s,h,u,EOS,,,
BOS,d,e,m,q,d,d,e,m,q,e,m,q,b,g,n,f,EOS,
BOS,c,j,l,a,k,s,o,t,i,s,h,u,EOS,,,,,
BOS,d,e,m,q,d,g,p,n,i,f,EOS,,,,,,,
BOS,n,c,i,a,k,s,h,u,EOS,,,,,,,,,
BOS,d,m,g,b,n,f,EOS,,,,,,,,,,,
BOS,d,e,m,q,d,b,g,u,n,f,EOS,,,,,,,
BOS,d,e,m,q,d,p,e,m,q,d,g,n,p,f,EOS,,,
BOS,d,e,m,q,d,p,e,m,q,d,e,m,q,b,g,n,f,EOS
BOS,c,i,a,k,s,o,t,s,f,h,u,EOS,,,,,,
BOS,e,c,r,a,k,s,h,u,EOS,,,,,,,,,
BOS,d,g,b,h,n,f,EOS,,,,,,,,,,,
BOS,c,l,j,a,k,s,o,e,t,s,o,t,s,h,u,EOS,,
BOS,d,e,m,q,d,r,e,m,q,d,p,g,n,f,EOS,,,
BOS,d,p,g,n,f,f,EOS,,,,,,,,,,,
BOS,d,b,g,n,s,f,EOS,,,,,,,,,,,
BOS,d,g,k,n,p,f,EOS,,,,,,,,,,,
BOS,c,r,a,k,s,c,h,u,EOS,,,,,,,,,
BOS,c,r,a,k,s,o,t,s,o,t,s,l,h,u,EOS,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,p,g,n,f,EOS,
a,BOS,c,j,l,a,k,s,h,u,EOS,,,,,,,,
BOS,d,e,m,r,q,d,b,g,n,f,EOS,,,,,,,
