0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
BOS,c,i,a,k,s,o,t,s,h,h,EOS,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,g,b,n,f,EOS,,,,
BOS,t,e,m,q,d,p,g,n,f,EOS,,,,,,,,
BOS,d,p,r,n,f,EOS,,,,,,,,,,,,
BOS,d,e,m,q,d,r,g,n,f,EOS,,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,p,g,o,f,EOS,
BOS,c,i,a,k,s,o,t,s,o,t,s,h,u,u,,,,
BOS,p,r,a,k,s,o,t,s,h,u,EOS,,,,,,,
BOS,d,e,m,q,d,p,g,n,r,EOS,,,,,,,,
BOS,d,e,m,EOS,d,g,p,n,f,EOS,,,,,,,,
BOS,d,e,m,q,d,e,r,q,d,e,m,q,p,g,n,f,EOS,
BOS,c,i,a,k,s,h,o,EOS,,,,,,,,,,
e,d,e,m,q,d,e,m,q,d,m,q,g,n,f,b,EOS,,
BOS,c,j,m,a,k,s,h,u,EOS,,,,,,,,,
BOS,c,r,a,k,s,h,a,EOS,,,,,,,,,,
BOS,d,e,f,q,d,b,g,n,f,EOS,,,,,,,,
BOS,c,i,h,k,s,o,t,s,h,u,EOS,,,,,,,
BOS,c,r,a,k,s,o,i,s,o,t,s,h,u,EOS,,,,
BOS,d,e,m,q,d,e,n,q,d,e,m,q,m,b,g,n,f,EOS
BOS,c,j,l,a,BOS,s,o,t,s,h,u,EOS,,,,,,
BOS,d,e,m,q,j,g,p,n,f,EOS,,,,,,,,
BOS,c,i,a,k,t,h,u,EOS,,,,,,,,,,
BOS,d,g,b,n,BOS,EOS,,,,,,,,,,,,
BOS,d,e,m,q,d,b,g,n,f,b,,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,g,n,EOS,f,EOS,,,,
BOS,d,e,m,q,d,e,m,i,d,e,m,q,q,b,g,n,f,EOS
BOS,BOS,i,a,k,s,o,t,s,h,u,EOS,,,,,,,
BOS,p,r,a,k,s,h,u,EOS,,,,,,,,,,
BOS,g,g,b,n,f,EOS,,,,,,,,,,,,
BOS,c,l,j,a,k,s,o,t,n,o,t,s,h,u,EOS,,,
BOS,d,e,m,q,d,e,m,q,d,p,g,f,f,EOS,,,,
BOS,d,p,g,n,s,EOS,,,,,,,,,,,,
g,d,b,g,n,f,EOS,,,,,,,,,,,,
BOS,d,g,t,p,f,EOS,,,,,,,,,,,,
BOS,c,r,a,k,s,h,m,EOS,,,,,,,,,,
BOS,c,r,a,k,s,o,t,s,o,t,s,u,u,EOS,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,i,p,g,n,f,EOS
BOS,q,j,l,a,k,s,h,u,EOS,,,,,,,,,
BOS,r,e,m,q,d,b,g,n,f,EOS,,,,,,,,
BOS,d,e,m,q,d,b,g,n,i,EOS,,,,,,,,
BOS,d,b,g,n,f,EOS,,,,,,,,,,,,
q,d,g,b,n,f,EOS,,,,,,,,,,,,
BOS,c,l,j,a,b,s,o,t,s,h,u,EOS,,,,,,
BOS,p,i,a,k,s,o,t,s,h,u,EOS,,,,,,,
BOS,c,i,a,k,s,h,u,EOS,,,,,,,,,,
BOS,c,r,a,k,s,o,t,s,o,t,s,o,t,h,BOS,EOS,,
BOS,c,i,a,k,s,o,t,s,h,g,EOS,,,,,,,
BOS,d,p,g,n,f,EOS,,,,,,,,,,,,
BOS,d,e,m,q,m,g,n,p,f,EOS,,,,,,,,
BOS,d,k,g,n,f,EOS,,,,,,,,,,,,
BOS,c,l,j,u,k,s,h,u,EOS,,,,,,,,,
BOS,c,i,a,k,s,m,u,EOS,,,,,,,,,,
BOS,d,p,g,a,f,EOS,,,,,,,,,,,,
BOS,s,e,m,q,d,g,p,n,f,EOS,,,,,,,,
BOS,d,e,m,q,d,f,m,q,d,e,m,q,e,g,p,n,f,EOS
BOS,d,e,m,q,d,u,g,n,f,EOS,,,,,,,,
BOS,h,r,a,k,s,h,u,EOS,,,,,,,,,,
BOS,c,l,j,a,k,s,o,t,s,h,u,o,,,,,,
BOS,d,e,m,q,d,k,g,n,f,EOS,,,,,,,,
BOS,c,j,l,a,k,s,o,l,s,o,t,s,o,t,t,h,u,EOS
BOS,c,r,a,k,s,o,t,s,o,t,s,o,t,h,u,EOS,,
b,c,r,a,k,s,o,t,s,h,u,EOS,,,,,,,
BOS,c,r,a,k,s,l,t,s,h,u,EOS,,,,,,,
BOS,c,l,j,a,k,s,h,EOS,EOS,,,,,,,,,
BOS,c,j,l,a,k,s,o,t,s,o,t,EOS,h,u,EOS,,,
BOS,c,l,j,a,q,s,o,t,s,o,t,s,o,t,h,u,EOS,
