0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
BOS,s,i,a,k,s,o,t,c,h,u,EOS,,,,,,
BOS,d,e,m,q,d,e,m,q,d,g,b,n,f,EOS,,,
BOS,d,e,m,q,d,n,g,p,f,EOS,,,,,,,
g,d,p,BOS,n,f,EOS,,,,,,,,,,,
BOS,d,e,m,q,n,b,g,d,f,EOS,,,,,,,
d,d,e,m,q,d,e,m,q,e,m,q,BOS,p,g,n,f,EOS
s,c,i,a,k,BOS,o,t,s,o,t,s,h,u,EOS,,,
BOS,c,r,a,k,t,o,s,s,h,u,EOS,,,,,,
BOS,d,e,m,q,g,p,d,n,f,EOS,,,,,,,
BOS,d,e,m,q,d,g,f,n,p,EOS,,,,,,,
BOS,d,e,n,q,d,e,m,q,d,e,m,q,p,g,m,f,EOS
BOS,c,h,a,k,s,i,u,EOS,,,,,,,,,
BOS,d,e,m,q,b,e,m,q,d,e,m,q,d,g,n,f,EOS
BOS,c,j,h,a,k,s,l,u,EOS,,,,,,,,
BOS,c,r,k,a,s,h,u,EOS,,,,,,,,,
BOS,d,q,m,e,d,b,g,n,f,EOS,,,,,,,
BOS,i,c,a,k,s,o,t,s,h,u,EOS,,,,,,
BOS,c,r,a,k,s,o,t,t,o,s,s,h,u,EOS,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,b,g,n,f,EOS
BOS,c,j,a,l,k,s,o,t,s,h,u,EOS,,,,,
BOS,d,f,m,q,d,g,p,n,e,EOS,,,,,,,
BOS,c,i,u,k,s,h,a,EOS,,,,,,,,,
BOS,d,b,g,n,f,EOS,,,,,,,,,,,
BOS,d,e,EOS,q,d,b,g,n,f,m,,,,,,,
BOS,d,e,m,q,d,e,m,q,n,g,d,p,f,EOS,,,
BOS,d,e,m,q,d,e,m,q,g,e,m,q,d,b,n,f,EOS
BOS,EOS,i,a,k,s,o,t,s,h,u,c,,,,,,
BOS,c,h,a,k,s,r,u,EOS,,,,,,,,,
BOS,EOS,g,b,n,f,d,,,,,,,,,,,
BOS,u,l,j,a,k,s,o,t,s,o,t,s,h,c,EOS,,
BOS,f,e,m,q,d,e,m,q,d,p,g,n,d,EOS,,,
BOS,d,p,g,n,EOS,f,,,,,,,,,,,
BOS,d,f,g,n,b,EOS,,,,,,,,,,,
BOS,g,d,n,p,f,EOS,,,,,,,,,,,
BOS,c,r,a,k,u,h,s,EOS,,,,,,,,,
BOS,c,r,a,k,s,o,t,s,o,t,s,h,u,EOS,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,g,p,n,f,EOS
BOS,c,j,l,a,k,s,EOS,u,h,,,,,,,,
BOS,d,b,m,q,d,e,g,n,f,EOS,,,,,,,
BOS,d,e,m,q,EOS,b,g,n,f,d,,,,,,,
f,d,b,g,n,BOS,EOS,,,,,,,,,,,
BOS,EOS,g,b,n,f,d,,,,,,,,,,,
BOS,c,l,j,a,k,EOS,o,t,s,h,u,s,,,,,
BOS,c,i,a,k,s,o,EOS,s,h,u,t,,,,,,
BOS,c,i,a,k,EOS,h,u,s,,,,,,,,,
BOS,a,r,c,k,s,o,t,s,o,t,s,o,t,h,u,EOS,
BOS,i,c,a,k,s,o,t,s,h,u,EOS,,,,,,
BOS,d,p,EOS,n,f,g,,,,,,,,,,,
BOS,d,q,m,e,d,g,n,p,f,EOS,,,,,,,
BOS,g,b,d,n,f,EOS,,,,,,,,,,,
