0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
BOS,c,i,a,k,s,o,f,t,s,h,u,EOS,,,,,,
BOS,d,e,m,q,d,e,m,q,d,EOS,g,b,n,f,EOS,,,
BOS,d,e,m,q,d,p,g,n,n,f,EOS,,,,,,,
BOS,d,p,g,n,u,f,EOS,,,,,,,,,,,
l,BOS,d,e,m,q,d,b,g,n,f,EOS,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,j,p,g,n,f,EOS
BOS,c,i,a,k,s,o,s,t,s,o,t,h,u,EOS,,,,
BOS,c,r,u,a,k,s,o,t,s,h,u,EOS,,,,,,
BOS,d,i,e,m,q,d,p,g,n,f,EOS,,,,,,,
BOS,d,e,m,q,s,d,g,p,n,f,EOS,,,,,,,
BOS,d,e,m,q,d,i,e,m,q,d,e,m,q,p,g,n,f,EOS
BOS,j,c,i,a,k,s,h,u,EOS,,,,,,,,,
BOS,d,e,m,q,d,e,EOS,m,q,d,e,m,q,g,n,f,b,EOS
BOS,c,p,j,l,a,k,s,h,u,EOS,,,,,,,,
j,BOS,c,r,a,k,s,h,u,EOS,,,,,,,,,
b,BOS,d,e,m,q,d,b,g,n,f,EOS,,,,,,,
BOS,c,i,a,k,s,o,t,s,h,u,h,EOS,,,,,,
BOS,c,r,a,k,s,t,o,t,s,o,t,s,h,u,EOS,,,
BOS,d,e,m,e,q,d,e,m,q,d,m,q,b,g,n,f,EOS,
BOS,c,j,l,a,k,s,o,t,s,h,u,q,EOS,,,,,
l,BOS,d,e,m,q,d,g,p,n,f,EOS,,,,,,,
BOS,c,i,f,a,k,s,h,u,EOS,,,,,,,,,
BOS,d,d,g,b,n,f,EOS,,,,,,,,,,,
BOS,d,e,m,q,d,i,b,g,n,f,EOS,,,,,,,
BOS,d,d,e,m,q,d,e,m,q,g,n,p,f,EOS,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,b,g,n,f,EOS,
BOS,c,i,a,k,s,f,o,t,s,h,u,EOS,,,,,,
BOS,c,r,a,k,s,f,h,u,EOS,,,,,,,,,
BOS,d,g,a,b,n,f,EOS,,,,,,,,,,,
BOS,c,l,j,a,k,s,o,t,s,o,t,p,s,h,u,EOS,,
BOS,d,e,m,q,d,e,m,q,d,p,g,t,n,f,EOS,,,
