0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
BOS,c,j,i,a,k,s,o,t,s,h,u,EOS,,,,,,
BOS,d,e,m,q,u,d,e,m,q,d,g,b,n,f,EOS,,,
BOS,d,e,m,q,d,p,g,a,n,f,EOS,,,,,,,
BOS,d,p,g,n,f,c,EOS,,,,,,,,,,,
BOS,d,e,m,q,d,EOS,b,g,n,f,EOS,,,,,,,
BOS,d,e,m,q,d,e,m,i,q,d,e,m,q,p,g,n,f,EOS
BOS,c,f,i,a,k,s,o,t,s,o,t,s,h,u,EOS,,,
BOS,c,r,a,k,s,EOS,o,t,s,h,u,EOS,,,,,,
BOS,d,e,m,q,d,p,g,n,u,f,EOS,,,,,,,
BOS,d,e,m,q,d,EOS,g,p,n,f,EOS,,,,,,,
BOS,d,e,m,q,d,p,e,m,q,d,e,m,q,p,g,n,f,EOS
r,BOS,c,i,a,k,s,h,u,EOS,,,,,,,,,
BOS,d,e,m,n,q,d,e,m,q,d,e,m,q,g,n,f,b,EOS
BOS,c,j,b,l,a,k,s,h,u,EOS,,,,,,,,
BOS,c,r,a,k,s,h,u,EOS,EOS,,,,,,,,,
BOS,d,e,n,m,q,d,b,g,n,f,EOS,,,,,,,
BOS,c,i,a,l,k,s,o,t,s,h,u,EOS,,,,,,
BOS,c,r,a,k,s,o,t,s,o,i,t,s,h,u,EOS,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,b,g,n,f,EOS,
BOS,f,c,j,l,a,k,s,o,t,s,h,u,EOS,,,,,
BOS,d,e,m,q,d,g,p,n,f,i,EOS,,,,,,,
BOS,c,c,i,a,k,s,h,u,EOS,,,,,,,,,
p,BOS,d,g,b,n,f,EOS,,,,,,,,,,,
BOS,d,t,e,m,q,d,b,g,n,f,EOS,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,g,n,p,f,a,EOS,,,
BOS,m,d,e,m,q,d,e,m,q,d,e,q,b,g,n,f,EOS,
BOS,c,i,a,k,s,o,t,s,h,l,u,EOS,,,,,,
EOS,BOS,c,r,a,k,s,h,u,EOS,,,,,,,,,
e,BOS,d,g,b,n,f,EOS,,,,,,,,,,,
BOS,c,l,j,a,k,s,o,t,s,o,t,s,h,d,u,EOS,,
BOS,d,e,m,q,d,e,m,q,d,p,g,n,f,j,EOS,,,
BOS,d,p,g,n,f,BOS,EOS,,,,,,,,,,,
BOS,d,b,g,r,n,f,EOS,,,,,,,,,,,
BOS,f,d,g,n,p,f,EOS,,,,,,,,,,,
