0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
BOS,c,i,a,k,s,o,t,s,u,EOS,,,,,,,
BOS,d,e,m,q,d,m,q,d,g,b,n,f,EOS,,,,
BOS,d,e,m,q,d,p,g,n,f,,,,,,,,
BOS,d,p,g,n,EOS,,,,,,,,,,,,
BOS,d,e,q,d,b,g,n,f,EOS,,,,,,,,
BOS,d,e,m,q,e,m,q,d,e,m,q,d,p,g,n,f,EOS
BOS,c,i,a,k,s,o,t,s,o,t,s,u,EOS,,,,
BOS,c,r,a,k,s,t,s,h,u,EOS,,,,,,,
BOS,d,e,q,d,p,g,n,f,EOS,,,,,,,,
BOS,d,e,m,q,g,p,n,f,EOS,,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,p,n,f,EOS,
BOS,c,i,a,k,h,u,EOS,,,,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,g,n,f,b,EOS
BOS,c,j,l,k,s,h,u,EOS,,,,,,,,,
BOS,c,r,a,s,h,u,EOS,,,,,,,,,,
BOS,d,e,m,q,d,b,g,f,EOS,,,,,,,,
BOS,c,i,a,k,s,o,t,h,u,EOS,,,,,,,
BOS,c,r,a,k,s,o,s,o,t,s,h,u,EOS,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,b,g,n,f,EOS
BOS,c,l,a,k,s,o,t,s,h,u,EOS,,,,,,
BOS,d,e,m,q,d,p,n,f,EOS,,,,,,,,
BOS,c,i,a,s,h,u,EOS,,,,,,,,,,
BOS,d,g,b,f,EOS,,,,,,,,,,,,
BOS,d,e,m,q,b,g,n,f,EOS,,,,,,,,
BOS,d,e,m,q,e,m,q,d,g,n,p,f,EOS,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,b,g,n,f,EOS
BOS,i,a,k,s,o,t,s,h,u,EOS,,,,,,,
BOS,c,r,a,s,h,u,EOS,,,,,,,,,,
BOS,d,g,b,f,EOS,,,,,,,,,,,,
BOS,c,l,j,k,s,o,t,s,o,t,s,h,u,EOS,,,
d,e,m,q,d,e,m,q,d,p,g,n,f,EOS,,,,
BOS,d,p,g,n,f,,,,,,,,,,,,
BOS,d,b,g,n,f,,,,,,,,,,,,
BOS,d,g,p,f,EOS,,,,,,,,,,,,
BOS,c,r,a,s,h,u,EOS,,,,,,,,,,
BOS,c,r,a,k,o,t,s,o,t,s,h,u,EOS,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,p,g,n,f,EOS
BOS,c,j,l,a,s,h,u,EOS,,,,,,,,,
BOS,d,e,m,q,b,g,n,f,EOS,,,,,,,,
BOS,d,e,m,q,d,b,n,f,EOS,,,,,,,,
BOS,d,b,g,n,f,,,,,,,,,,,,
BOS,g,b,n,f,EOS,,,,,,,,,,,,
BOS,c,l,j,a,k,o,t,s,h,u,EOS,,,,,,
BOS,c,i,a,k,s,o,s,h,u,EOS,,,,,,,
c,i,a,k,s,h,u,EOS,,,,,,,,,,
BOS,c,r,a,k,s,o,t,s,o,t,s,o,t,h,u,,
BOS,c,i,k,s,o,t,s,h,u,EOS,,,,,,,
BOS,d,p,g,n,EOS,,,,,,,,,,,,
d,e,m,q,d,g,n,p,f,EOS,,,,,,,,
BOS,d,b,g,n,EOS,,,,,,,,,,,,
BOS,l,j,a,k,s,h,u,EOS,,,,,,,,,
BOS,c,i,a,s,h,u,EOS,,,,,,,,,,
BOS,d,p,g,n,f,,,,,,,,,,,,
BOS,d,m,q,d,g,p,n,f,EOS,,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,g,p,f,EOS,
BOS,d,e,m,d,b,g,n,f,EOS,,,,,,,,
BOS,c,r,a,k,s,h,u,,,,,,,,,,
BOS,c,l,j,a,k,s,o,t,s,h,EOS,,,,,,
d,e,m,q,d,b,g,n,f,EOS,,,,,,,,
BOS,c,j,l,a,s,o,t,s,o,t,s,o,t,h,u,EOS,
BOS,c,r,a,k,s,o,t,s,t,s,o,t,h,u,EOS,,
BOS,c,r,a,k,s,o,s,h,u,EOS,,,,,,,
BOS,c,r,a,k,s,o,t,s,h,EOS,,,,,,,
c,l,j,a,k,s,h,u,EOS,,,,,,,,,
BOS,c,j,l,a,k,s,o,t,s,o,s,h,u,EOS,,,
BOS,c,l,j,a,k,s,o,t,s,t,s,o,t,o,h,u,EOS
BOS,d,g,p,n,EOS,,,,,,,,,,,,
BOS,d,e,m,q,p,g,n,f,EOS,,,,,,,,
BOS,c,l,j,k,s,o,t,s,o,t,s,h,u,EOS,,,
BOS,d,p,g,n,EOS,,,,,,,,,,,,
BOS,d,e,m,q,d,p,g,n,EOS,,,,,,,,
BOS,d,g,n,f,EOS,,,,,,,,,,,,
BOS,c,l,a,k,s,h,u,EOS,,,,,,,,,
BOS,c,l,j,a,k,s,o,t,s,o,t,h,u,EOS,,,
BOS,d,g,n,f,EOS,,,,,,,,,,,,
BOS,c,r,k,s,h,u,EOS,,,,,,,,,,
BOS,d,b,g,n,f,,,,,,,,,,,,
BOS,c,r,a,s,o,t,s,h,u,EOS,,,,,,,
BOS,c,j,l,a,k,s,o,t,h,u,EOS,,,,,,
c,l,j,a,k,s,o,t,s,h,u,EOS,,,,,,
BOS,i,a,k,s,h,u,EOS,,,,,,,,,,
BOS,c,j,l,k,s,h,u,EOS,,,,,,,,,
BOS,c,i,k,s,o,t,s,h,u,EOS,,,,,,,
BOS,d,g,n,f,EOS,,,,,,,,,,,,
