0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
BOS,c,i,s,k,s,o,t,s,h,u,EOS,,,,,,,
BOS,d,e,m,f,d,e,m,q,d,g,b,n,f,EOS,,,,
BOS,o,e,m,q,d,p,g,n,f,EOS,,,,,,,,
BOS,d,p,g,f,f,EOS,,,,,,,,,,,,
BOS,d,e,m,g,d,b,g,n,f,EOS,,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,p,i,n,f,EOS,
BOS,c,q,a,k,s,o,t,s,o,t,s,h,u,EOS,,,,
BOS,c,r,a,k,s,o,t,c,h,u,EOS,,,,,,,
BOS,d,e,m,u,d,p,g,n,f,EOS,,,,,,,,
d,d,e,m,q,d,g,p,n,f,EOS,,,,,,,,
BOS,k,e,m,q,d,e,m,q,d,e,m,q,d,p,g,n,f,EOS
BOS,c,i,a,k,s,h,b,EOS,,,,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,s,g,n,f,b,EOS
BOS,c,e,l,a,k,s,h,u,EOS,,,,,,,,,
BOS,c,r,a,k,s,g,u,EOS,,,,,,,,,,
BOS,d,h,m,q,d,b,g,n,f,EOS,,,,,,,,
BOS,c,i,a,k,s,o,l,s,h,u,EOS,,,,,,,
BOS,c,r,a,k,s,o,t,BOS,o,t,s,h,u,EOS,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,f,b,g,n,f,EOS
BOS,c,j,l,a,k,s,o,t,s,q,u,EOS,,,,,,
BOS,d,e,r,q,d,g,p,n,f,EOS,,,,,,,,
BOS,c,i,a,k,s,h,o,EOS,,,,,,,,,,
BOS,d,g,b,n,f,r,,,,,,,,,,,,
BOS,d,e,m,l,d,b,g,n,f,EOS,,,,,,,,
BOS,d,e,m,q,d,e,m,q,g,g,n,p,f,EOS,,,,
BOS,d,e,m,n,d,e,m,q,d,e,m,q,q,b,g,n,f,EOS
BOS,c,i,a,k,s,o,t,s,h,a,EOS,,,,,,,
BOS,c,r,a,k,a,h,u,EOS,,,,,,,,,,
t,d,g,b,n,f,EOS,,,,,,,,,,,,
BOS,c,l,j,a,k,q,o,t,s,o,t,s,h,u,EOS,,,
BOS,d,e,m,q,d,e,m,q,i,p,g,n,f,EOS,,,,
BOS,d,p,g,l,f,EOS,,,,,,,,,,,,
BOS,d,b,g,n,d,EOS,,,,,,,,,,,,
i,d,g,n,p,f,EOS,,,,,,,,,,,,
BOS,c,r,a,g,s,h,u,EOS,,,,,,,,,,
BOS,c,r,a,k,s,o,t,s,o,t,s,k,u,EOS,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,EOS,p,g,n,f,EOS
BOS,c,j,l,a,k,f,h,u,EOS,,,,,,,,,
BOS,d,e,m,q,d,h,g,n,f,EOS,,,,,,,,
BOS,d,e,m,q,d,r,g,n,f,EOS,,,,,,,,
BOS,n,b,g,n,f,EOS,,,,,,,,,,,,
BOS,d,g,b,e,f,EOS,,,,,,,,,,,,
q,c,l,j,a,k,s,o,t,s,h,u,EOS,,,,,,
BOS,c,i,a,k,a,o,t,s,h,u,EOS,,,,,,,
BOS,c,o,a,k,s,h,u,EOS,,,,,,,,,,
BOS,c,r,e,k,s,o,t,s,o,t,s,o,t,h,u,EOS,,
BOS,c,i,a,k,s,l,t,s,h,u,EOS,,,,,,,
BOS,d,p,m,n,f,EOS,,,,,,,,,,,,
BOS,d,e,m,q,d,g,n,p,k,EOS,,,,,,,,
BOS,d,b,g,n,f,b,,,,,,,,,,,,
BOS,c,l,j,a,k,s,h,u,EOS,,,,,,,,,
BOS,c,i,a,BOS,s,h,u,EOS,,,,,,,,,,
BOS,o,p,g,n,f,EOS,,,,,,,,,,,,
BOS,d,e,m,q,d,g,p,EOS,f,EOS,,,,,,,,
BOS,d,e,m,q,d,e,m,q,d,e,m,q,g,p,a,f,EOS,
BOS,d,e,m,q,d,b,g,j,f,EOS,,,,,,,,
BOS,c,r,a,k,s,h,BOS,EOS,,,,,,,,,,
BOS,c,l,j,a,k,s,o,t,s,a,u,EOS,,,,,,
BOS,d,e,m,q,d,b,g,n,f,EOS,,,,,,,,
BOS,c,j,l,a,k,s,o,r,s,o,t,s,o,t,t,h,u,EOS
BOS,c,r,a,k,s,o,t,t,o,t,s,o,s,h,u,EOS,,
BOS,c,r,a,k,s,r,t,s,h,u,EOS,,,,,,,
BOS,c,r,a,k,s,o,t,s,h,u,u,,,,,,,
BOS,m,l,j,a,k,s,h,u,EOS,,,,,,,,,
