0,1,2,3,4,5,6,7,8,9,10
i,k,e,l,j,,,,,,
d,,,,,,,,,,
b,e,c,,,,,,,,
o,,,,,,,,,,
e,,,,,,,,,,
b,,,,,,,,,,
i,e,e,l,o,,,,,,
f,m,c,,,,,,,,
n,,,,,,,,,,
i,k,e,l,o,i,o,,,,
b,q,c,,,,,,,,
i,k,n,l,o,,,,,,
e,,,,,,,,,,
g,q,p,h,e,f,m,c,,,
b,m,o,,,,,,,,
q,,,,,,,,,,
i,k,e,l,o,q,o,a,o,,
g,,,,,,,,,,
i,k,d,l,o,,,,,,
b,o,c,,,,,,,,
g,p,q,h,n,f,m,i,,,
i,k,i,l,o,,,,,,
g,p,h,q,f,j,m,n,,,
i,k,e,l,m,,,,,,
l,,,,,,,,,,
b,n,c,,,,,,,,
n,,,,,,,,,,
i,k,e,l,m,,,,,,
b,m,n,,,,,,,,
g,h,q,p,h,f,m,c,,,
m,,,,,,,,,,
g,q,p,h,n,f,g,c,,,
l,,,,,,,,,,
b,m,h,,,,,,,,
e,,,,,,,,,,
c,,,,,,,,,,
b,i,c,,,,,,,,
i,k,e,f,o,a,o,,,,
i,p,e,l,o,,,,,,
i,k,e,k,o,a,o,a,o,a,
b,c,c,,,,,,,,
m,m,c,,,,,,,,
i,m,e,l,o,,,,,,
i,k,n,l,o,,,,,,
o,,,,,,,,,,
g,h,p,q,n,l,m,c,,,
i,k,e,l,o,h,o,,,,
f,,,,,,,,,,
i,k,l,l,o,,,,,,
b,m,q,,,,,,,,
b,m,c,,,,,,,,
g,q,p,c,n,f,m,c,,,
g,p,q,h,f,q,m,c,,,
i,k,e,l,j,,,,,,
g,h,p,q,n,f,j,c,,,
i,k,e,l,o,a,o,a,a,,
l,k,e,l,o,,,,,,
f,,,,,,,,,,
g,q,o,p,f,n,m,c,,,
h,,,,,,,,,,
i,k,e,l,o,a,o,a,o,e,a
g,h,c,p,f,j,m,c,,,
i,,,,,,,,,,
g,q,p,h,f,n,m,o,,,
o,,,,,,,,,,
i,k,e,c,o,a,o,,,,
g,h,q,c,n,f,m,c,,,
q,m,c,,,,,,,,
b,e,c,,,,,,,,
g,p,q,m,f,j,m,c,,,
e,,,,,,,,,,
l,,,,,,,,,,
c,m,c,,,,,,,,
b,m,d,,,,,,,,
b,m,g,,,,,,,,
e,k,e,l,o,,,,,,
g,p,i,q,n,f,m,c,,,
q,m,c,,,,,,,,
i,k,e,l,o,j,o,,,,
g,q,h,p,n,f,l,c,,,
i,k,e,m,o,,,,,,
c,,,,,,,,,,
i,k,e,e,o,,,,,,
e,,,,,,,,,,
b,m,e,,,,,,,,
h,m,c,,,,,,,,
g,q,p,g,j,f,m,c,,,
d,,,,,,,,,,
b,m,e,,,,,,,,
e,,,,,,,,,,
i,k,e,l,o,a,o,a,o,a,l
b,m,c,,,,,,,,
i,q,h,p,j,f,m,c,,,
i,o,e,l,o,,,,,,
h,,,,,,,,,,
b,g,c,,,,,,,,
b,m,m,,,,,,,,
e,m,c,,,,,,,,
g,p,h,q,o,f,m,c,,,
g,h,p,q,f,n,k,c,,,
l,,,,,,,,,,
i,k,f,l,o,,,,,,
b,m,q,,,,,,,,
b,,,,,,,,,,
g,,,,,,,,,,
i,g,e,l,o,a,o,a,o,a,
g,h,q,p,n,f,m,c,,,
b,,,,,,,,,,
m,m,c,,,,,,,,
i,k,j,l,o,,,,,,
g,,,,,,,,,,
n,m,c,,,,,,,,
o,,,,,,,,,,
i,j,e,l,o,a,o,,,,
i,k,f,l,o,a,o,a,o,a,
a,m,c,,,,,,,,
a,m,c,,,,,,,,
b,m,g,,,,,,,,
