0,1,2,3,4,5,6,7,8,9,10
i,f,k,e,l,o,,,,,
k,d,,,,,,,,,
a,b,m,c,,,,,,,
d,d,,,,,,,,,
o,d,,,,,,,,,
k,d,,,,,,,,,
i,k,i,e,l,o,,,,,
b,m,o,c,,,,,,,
a,d,,,,,,,,,
i,k,j,e,l,o,a,o,,,
b,m,a,c,,,,,,,
i,k,b,e,l,o,,,,,
k,d,,,,,,,,,
g,q,p,h,n,f,j,m,c,,
b,m,g,c,,,,,,,
d,d,,,,,,,,,
i,k,e,o,l,o,a,o,a,,
g,d,,,,,,,,,
i,q,k,e,l,o,,,,,
m,b,m,c,,,,,,,
g,p,q,h,n,j,f,m,c,,
i,g,k,e,l,o,,,,,
g,p,h,q,f,j,e,m,c,,
i,k,p,e,l,o,,,,,
i,d,,,,,,,,,
f,b,m,c,,,,,,,
a,d,,,,,,,,,
i,k,e,b,l,o,,,,,
b,m,g,c,,,,,,,
g,q,h,q,p,n,f,m,c,,
p,d,,,,,,,,,
g,q,p,h,n,f,a,m,c,,
h,d,,,,,,,,,
b,i,m,c,,,,,,,
q,d,,,,,,,,,
f,d,,,,,,,,,
b,m,o,c,,,,,,,
i,k,e,l,o,a,a,o,,,
i,f,k,e,l,o,,,,,
i,k,e,l,o,a,o,a,o,b,a
b,n,m,c,,,,,,,
b,m,f,c,,,,,,,
i,k,e,l,j,o,,,,,
c,i,k,e,l,o,,,,,
i,d,,,,,,,,,
g,h,p,q,j,n,f,m,c,,
i,g,k,e,l,o,a,o,,,
g,d,,,,,,,,,
d,i,k,e,l,o,,,,,
e,b,m,c,,,,,,,
b,j,m,c,,,,,,,
g,q,p,l,h,n,f,m,c,,
g,p,q,h,f,j,m,k,c,,
i,k,e,p,l,o,,,,,
m,g,h,p,q,n,f,m,c,,
i,o,k,e,l,o,a,o,a,,
i,k,e,d,l,o,,,,,
b,d,,,,,,,,,
g,q,a,h,p,f,n,m,c,,
o,d,,,,,,,,,
i,k,e,l,o,a,o,a,o,n,a
g,h,q,p,f,j,m,g,c,,
b,d,,,,,,,,,
g,q,h,p,h,f,n,m,c,,
i,d,,,,,,,,,
i,k,p,e,l,o,a,o,,,
g,h,q,p,a,n,f,m,c,,
k,b,m,c,,,,,,,
b,m,l,c,,,,,,,
g,p,f,q,h,f,j,m,c,,
o,d,,,,,,,,,
j,d,,,,,,,,,
b,l,m,c,,,,,,,
b,q,m,c,,,,,,,
b,m,b,c,,,,,,,
i,l,k,e,l,o,,,,,
g,p,h,q,n,j,f,m,c,,
b,n,m,c,,,,,,,
i,k,e,l,q,o,a,o,,,
g,l,q,h,p,n,f,m,c,,
n,i,k,e,l,o,,,,,
b,d,,,,,,,,,
i,k,e,m,l,o,,,,,
a,d,,,,,,,,,
b,a,m,c,,,,,,,
n,b,m,c,,,,,,,
g,b,q,p,h,j,f,m,c,,
q,d,,,,,,,,,
b,m,o,c,,,,,,,
m,d,,,,,,,,,
i,k,e,l,o,a,o,a,o,e,a
b,m,n,c,,,,,,,
g,q,h,p,j,f,j,m,c,,
i,k,e,q,l,o,,,,,
o,d,,,,,,,,,
b,i,m,c,,,,,,,
l,b,m,c,,,,,,,
k,b,m,c,,,,,,,
g,p,h,q,j,f,e,m,c,,
g,h,h,p,q,f,n,m,c,,
a,d,,,,,,,,,
i,k,e,l,k,o,,,,,
b,o,m,c,,,,,,,
o,d,,,,,,,,,
o,d,,,,,,,,,
i,k,e,l,o,a,o,a,g,o,a
o,g,h,q,p,n,f,m,c,,
a,d,,,,,,,,,
b,j,m,c,,,,,,,
i,q,k,e,l,o,,,,,
f,d,,,,,,,,,
b,m,q,c,,,,,,,
h,d,,,,,,,,,
i,k,e,l,o,i,a,o,,,
i,k,e,e,l,o,a,o,a,o,a
b,m,i,c,,,,,,,
b,b,m,c,,,,,,,
b,e,m,c,,,,,,,
q,b,m,c,,,,,,,
i,k,k,e,l,o,a,o,,,
p,d,,,,,,,,,
f,i,k,e,l,o,a,o,a,o,
b,m,e,c,,,,,,,
b,g,h,q,p,j,f,m,c,,
g,h,q,p,n,o,f,m,c,,
g,g,q,h,p,f,j,m,c,,
g,p,h,q,g,f,n,m,c,,
i,k,e,f,l,o,a,o,,,
g,p,b,h,q,n,f,m,c,,
m,d,,,,,,,,,
i,k,e,l,o,a,n,o,,,
i,i,k,e,l,o,a,o,,,
i,k,e,l,h,o,a,o,,,
g,q,p,h,f,n,m,h,c,,
k,b,m,c,,,,,,,
b,a,m,c,,,,,,,
a,d,,,,,,,,,
e,i,k,e,l,o,,,,,
i,k,e,l,o,a,j,o,a,o,
o,d,,,,,,,,,
b,l,m,c,,,,,,,
b,d,,,,,,,,,
b,i,k,e,l,o,,,,,
g,i,k,e,l,o,,,,,
b,j,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,a,l
g,j,q,h,p,n,f,m,c,,
b,m,p,c,,,,,,,
i,k,e,l,j,o,,,,,
m,d,,,,,,,,,
i,k,e,n,l,o,,,,,
i,k,e,l,n,o,,,,,
g,q,p,h,f,j,m,d,c,,
p,d,,,,,,,,,
g,q,p,h,n,n,f,m,c,,
i,k,e,l,o,a,o,a,o,a,c
m,d,,,,,,,,,
g,h,p,q,n,p,f,m,c,,
g,h,q,g,p,n,f,m,c,,
b,m,d,c,,,,,,,
g,q,p,h,f,j,m,c,c,,
a,d,,,,,,,,,
b,d,m,c,,,,,,,
g,q,h,p,n,f,b,m,c,,
p,i,k,e,l,o,,,,,
f,d,,,,,,,,,
f,b,m,c,,,,,,,
j,d,,,,,,,,,
a,g,p,q,h,j,f,m,c,,
g,p,h,q,i,n,f,m,c,,
m,d,,,,,,,,,
i,k,e,l,m,o,a,o,a,o,
a,d,,,,,,,,,
i,b,m,c,,,,,,,
i,k,e,d,l,o,,,,,
k,d,,,,,,,,,
i,k,j,e,l,o,,,,,
i,k,e,l,n,o,,,,,
i,k,l,e,l,o,a,o,a,o,a
b,m,p,c,,,,,,,
f,d,,,,,,,,,
h,b,m,c,,,,,,,
i,k,e,g,l,o,,,,,
e,d,,,,,,,,,
g,h,p,q,f,n,g,m,c,,
j,d,,,,,,,,,
i,k,e,l,o,a,f,o,a,o,a
k,d,,,,,,,,,
g,p,h,q,k,j,f,m,c,,
i,k,e,n,l,o,a,o,a,o,
g,q,h,p,j,k,f,m,c,,
g,h,p,q,f,j,m,f,c,,
g,p,j,q,h,n,f,m,c,,
i,k,e,l,o,a,o,a,j,o,
f,b,m,c,,,,,,,
l,d,,,,,,,,,
b,e,m,c,,,,,,,
e,d,,,,,,,,,
i,k,e,l,l,o,,,,,
g,h,q,p,n,q,f,m,c,,
i,k,a,e,l,o,a,o,a,o,
e,b,m,c,,,,,,,
i,k,e,l,g,o,,,,,
g,q,h,p,n,f,q,m,c,,
h,d,,,,,,,,,
k,b,m,c,,,,,,,
i,k,e,l,c,o,,,,,
b,d,,,,,,,,,
q,d,,,,,,,,,
b,m,k,c,,,,,,,
i,k,n,e,l,o,,,,,
i,k,e,l,l,o,a,o,a,o,
i,k,e,l,o,m,a,o,,,
g,q,p,h,n,f,m,i,c,,
f,d,,,,,,,,,
c,b,m,c,,,,,,,
i,k,e,l,f,o,a,o,a,o,
i,k,e,l,o,h,a,o,a,o,
g,q,i,h,p,f,n,m,c,,
g,q,l,h,p,f,j,m,c,,
