0,1,2,3,4,5,6,7,8,9,10
i,k,e,l,o,,,,,,
c,,,,,,,,,,
b,n,c,,,,,,,,
h,,,,,,,,,,
l,,,,,,,,,,
a,,,,,,,,,,
i,p,e,l,o,,,,,,
b,a,c,,,,,,,,
e,,,,,,,,,,
i,k,e,j,o,a,o,,,,
b,l,c,,,,,,,,
i,k,e,l,g,,,,,,
k,,,,,,,,,,
g,q,p,h,n,f,m,j,,,
b,m,m,,,,,,,,
i,,,,,,,,,,
i,k,e,l,o,a,o,a,o,,
g,,,,,,,,,,
i,k,b,l,o,,,,,,
b,m,p,,,,,,,,
g,p,q,h,n,f,m,c,,,
i,k,e,l,c,,,,,,
g,p,h,q,f,j,m,b,,,
a,k,e,l,o,,,,,,
l,,,,,,,,,,
b,d,c,,,,,,,,
j,,,,,,,,,,
i,k,g,l,o,,,,,,
n,m,c,,,,,,,,
m,h,q,p,n,f,m,c,,,
g,,,,,,,,,,
g,q,p,f,n,f,m,c,,,
b,,,,,,,,,,
b,j,c,,,,,,,,
d,,,,,,,,,,
e,,,,,,,,,,
b,q,c,,,,,,,,
i,k,e,l,o,a,g,,,,
i,k,e,k,o,,,,,,
i,k,e,l,j,a,o,a,o,a,o
b,h,c,,,,,,,,
b,q,c,,,,,,,,
i,k,e,l,n,,,,,,
i,k,e,e,o,,,,,,
j,,,,,,,,,,
g,h,p,q,n,f,d,c,,,
i,k,e,l,o,a,o,,,,
m,,,,,,,,,,
i,k,e,m,o,,,,,,
b,m,i,,,,,,,,
b,p,c,,,,,,,,
g,q,p,a,n,f,m,c,,,
g,p,q,c,f,j,m,c,,,
i,p,e,l,o,,,,,,
g,h,g,q,n,f,m,c,,,
i,k,e,l,o,a,o,a,j,,
i,k,a,l,o,,,,,,
l,,,,,,,,,,
g,h,h,p,f,n,m,c,,,
m,,,,,,,,,,
i,k,e,l,o,a,o,a,o,a,
g,h,q,p,f,j,k,c,,,
a,,,,,,,,,,
g,q,p,h,f,l,m,c,,,
n,,,,,,,,,,
l,k,e,l,o,a,o,,,,
g,h,q,p,n,f,j,c,,,
q,m,c,,,,,,,,
f,m,c,,,,,,,,
g,p,q,b,f,j,m,c,,,
e,,,,,,,,,,
f,,,,,,,,,,
b,f,c,,,,,,,,
b,m,h,,,,,,,,
b,j,c,,,,,,,,
i,k,h,l,o,,,,,,
g,p,h,q,n,f,q,c,,,
k,m,c,,,,,,,,
i,k,e,l,o,a,o,,,,
g,h,h,p,n,f,m,c,,,
p,k,e,l,o,,,,,,
i,,,,,,,,,,
c,k,e,l,o,,,,,,
o,,,,,,,,,,
b,m,q,,,,,,,,
b,m,n,,,,,,,,
g,q,p,h,j,f,m,b,,,
e,,,,,,,,,,
m,m,c,,,,,,,,
e,,,,,,,,,,
i,h,e,l,o,a,o,a,o,a,
o,m,c,,,,,,,,
g,q,h,d,j,f,m,c,,,
i,o,e,l,o,,,,,,
c,,,,,,,,,,
n,m,c,,,,,,,,
b,m,d,,,,,,,,
p,m,c,,,,,,,,
a,p,h,q,j,f,m,c,,,
g,b,p,q,f,n,m,c,,,
k,,,,,,,,,,
i,g,e,l,o,,,,,,
k,m,c,,,,,,,,
