0,1,2,3,4,5,6,7,8,9,10
i,k,e,l,o,,,,,,
l,,,,,,,,,,
b,m,b,,,,,,,,
a,,,,,,,,,,
d,,,,,,,,,,
g,,,,,,,,,,
i,d,e,l,o,,,,,,
b,k,c,,,,,,,,
b,,,,,,,,,,
i,k,e,g,o,a,o,,,,
b,k,c,,,,,,,,
i,q,e,l,o,,,,,,
k,,,,,,,,,,
g,q,p,h,n,f,m,f,,,
b,m,j,,,,,,,,
h,,,,,,,,,,
i,k,e,l,o,a,l,a,o,,
n,,,,,,,,,,
i,d,e,l,o,,,,,,
m,m,c,,,,,,,,
g,p,n,h,n,f,m,c,,,
i,k,h,l,o,,,,,,
g,p,h,q,f,j,m,c,,,
i,k,e,k,o,,,,,,
g,,,,,,,,,,
b,m,l,,,,,,,,
i,,,,,,,,,,
i,k,e,f,o,,,,,,
b,m,h,,,,,,,,
g,h,o,p,n,f,m,c,,,
l,,,,,,,,,,
g,q,p,h,n,i,m,c,,,
o,,,,,,,,,,
b,a,c,,,,,,,,
k,,,,,,,,,,
a,,,,,,,,,,
b,m,j,,,,,,,,
i,k,e,l,h,a,o,,,,
i,k,f,l,o,,,,,,
i,k,e,l,o,a,o,a,d,a,o
b,j,c,,,,,,,,
b,m,q,,,,,,,,
i,k,o,l,o,,,,,,
i,k,e,k,o,,,,,,
m,,,,,,,,,,
g,h,i,q,n,f,m,c,,,
n,k,e,l,o,a,o,,,,
b,,,,,,,,,,
i,k,h,l,o,,,,,,
b,o,c,,,,,,,,
b,m,i,,,,,,,,
g,q,p,h,n,h,m,c,,,
g,p,b,h,f,j,m,c,,,
i,k,e,l,n,,,,,,
g,h,p,e,n,f,m,c,,,
i,k,e,e,o,a,o,a,o,,
i,k,e,l,b,,,,,,
c,,,,,,,,,,
g,q,h,p,f,n,m,h,,,
g,,,,,,,,,,
i,d,e,l,o,a,o,a,o,a,
g,h,q,p,d,j,m,c,,,
e,,,,,,,,,,
g,q,p,b,f,n,m,c,,,
j,,,,,,,,,,
i,c,e,l,o,a,o,,,,
g,h,q,f,n,f,m,c,,,
k,m,c,,,,,,,,
b,n,c,,,,,,,,
g,o,q,h,f,j,m,c,,,
j,,,,,,,,,,
c,,,,,,,,,,
b,d,c,,,,,,,,
b,b,c,,,,,,,,
b,m,c,,,,,,,,
d,k,e,l,o,,,,,,
g,p,h,q,d,f,m,c,,,
b,k,c,,,,,,,,
b,k,e,l,o,a,o,,,,
g,q,h,p,n,f,m,c,,,
i,k,e,l,a,,,,,,
b,,,,,,,,,,
