0,1,2,3,4,5,6,7,8,9,10
i,k,e,h,l,o,,,,,
i,d,,,,,,,,,
b,m,b,c,,,,,,,
d,d,,,,,,,,,
m,d,,,,,,,,,
k,d,,,,,,,,,
a,i,k,e,l,o,,,,,
b,b,m,c,,,,,,,
a,d,,,,,,,,,
i,k,e,p,l,o,a,o,,,
g,b,m,c,,,,,,,
i,k,e,o,l,o,,,,,
p,d,,,,,,,,,
g,q,p,h,j,n,f,m,c,,
b,m,m,c,,,,,,,
n,d,,,,,,,,,
i,k,e,l,o,i,a,o,a,o,
c,d,,,,,,,,,
i,k,e,e,l,o,,,,,
b,n,m,c,,,,,,,
g,p,q,h,n,f,a,m,c,,
i,k,e,e,l,o,,,,,
g,e,p,h,q,f,j,m,c,,
i,k,k,e,l,o,,,,,
q,d,,,,,,,,,
d,b,m,c,,,,,,,
q,d,,,,,,,,,
i,i,k,e,l,o,,,,,
d,b,m,c,,,,,,,
g,h,q,p,l,n,f,m,c,,
n,d,,,,,,,,,
g,j,q,p,h,n,f,m,c,,
h,d,,,,,,,,,
a,b,m,c,,,,,,,
e,d,,,,,,,,,
h,d,,,,,,,,,
b,p,m,c,,,,,,,
i,k,e,l,o,a,d,o,,,
i,k,e,l,o,o,,,,,
i,k,e,l,o,a,o,a,o,a,i
b,m,i,c,,,,,,,
b,f,m,c,,,,,,,
i,a,k,e,l,o,,,,,
i,k,n,e,l,o,,,,,
o,d,,,,,,,,,
g,h,p,q,n,f,m,o,c,,
n,i,k,e,l,o,a,o,,,
q,d,,,,,,,,,
i,k,e,l,a,o,,,,,
b,m,h,c,,,,,,,
b,m,a,c,,,,,,,
g,q,p,f,h,n,f,m,c,,
a,g,p,q,h,f,j,m,c,,
c,i,k,e,l,o,,,,,
g,h,l,p,q,n,f,m,c,,
i,k,p,e,l,o,a,o,a,o,
i,k,e,j,l,o,,,,,
d,d,,,,,,,,,
g,q,h,p,l,f,n,m,c,,
k,d,,,,,,,,,
p,i,k,e,l,o,a,o,a,o,a
g,c,h,q,p,f,j,m,c,,
n,d,,,,,,,,,
g,q,p,h,f,n,j,m,c,,
p,d,,,,,,,,,
i,k,e,l,o,a,a,o,,,
g,h,q,p,n,d,f,m,c,,
b,f,m,c,,,,,,,
b,h,m,c,,,,,,,
g,p,q,h,f,p,j,m,c,,
f,d,,,,,,,,,
a,d,,,,,,,,,
i,b,m,c,,,,,,,
b,n,m,c,,,,,,,
b,m,o,c,,,,,,,
i,k,q,e,l,o,,,,,
g,p,h,q,n,f,m,c,c,,
b,m,g,c,,,,,,,
i,k,e,l,o,a,n,o,,,
g,q,h,p,j,n,f,m,c,,
i,k,e,l,o,o,,,,,
h,d,,,,,,,,,
i,k,e,d,l,o,,,,,
d,d,,,,,,,,,
k,b,m,c,,,,,,,
b,d,m,c,,,,,,,
g,q,k,p,h,j,f,m,c,,
d,d,,,,,,,,,
b,m,m,c,,,,,,,
o,d,,,,,,,,,
i,k,e,l,o,l,a,o,a,o,a
b,a,m,c,,,,,,,
g,q,h,p,j,f,m,p,c,,
n,i,k,e,l,o,,,,,
n,d,,,,,,,,,
b,m,j,c,,,,,,,
h,b,m,c,,,,,,,
f,b,m,c,,,,,,,
g,p,h,q,j,p,f,m,c,,
g,h,p,q,f,p,n,m,c,,
q,d,,,,,,,,,
i,k,e,a,l,o,,,,,
b,p,m,c,,,,,,,
c,d,,,,,,,,,
p,d,,,,,,,,,
i,k,e,l,o,a,o,a,o,a,c
g,h,h,q,p,n,f,m,c,,
o,d,,,,,,,,,
b,m,k,c,,,,,,,
i,d,k,e,l,o,,,,,
d,d,,,,,,,,,
g,b,m,c,,,,,,,
h,d,,,,,,,,,
i,k,e,l,o,a,j,o,,,
i,k,e,l,o,a,o,a,n,o,a
b,c,m,c,,,,,,,
b,l,m,c,,,,,,,
j,b,m,c,,,,,,,
b,b,m,c,,,,,,,
i,k,e,a,l,o,a,o,,,
k,d,,,,,,,,,
i,k,e,l,o,a,o,a,g,o,
b,m,h,c,,,,,,,
g,h,n,q,p,j,f,m,c,,
g,k,h,q,p,n,f,m,c,,
g,q,h,p,f,j,m,g,c,,
g,p,h,q,f,n,m,h,c,,
i,k,e,l,l,o,a,o,,,
g,p,h,q,n,f,m,c,c,,
k,d,,,,,,,,,
i,e,k,e,l,o,a,o,,,
i,k,e,l,o,a,a,o,,,
i,k,e,l,o,a,a,o,,,
g,j,q,p,h,f,n,m,c,,
b,h,m,c,,,,,,,
b,b,m,c,,,,,,,
e,d,,,,,,,,,
i,k,e,l,g,o,,,,,
i,k,e,l,o,q,a,o,a,o,
n,d,,,,,,,,,
b,p,m,c,,,,,,,
c,d,,,,,,,,,
i,k,e,n,l,o,,,,,
i,k,f,e,l,o,,,,,
l,b,m,c,,,,,,,
h,i,k,e,l,o,a,o,a,o,a
g,q,h,p,n,f,m,n,c,,
b,n,m,c,,,,,,,
i,k,e,l,m,o,,,,,
h,d,,,,,,,,,
i,b,k,e,l,o,,,,,
p,i,k,e,l,o,,,,,
g,q,p,l,h,f,j,m,c,,
n,d,,,,,,,,,
g,q,p,h,e,n,f,m,c,,
i,k,e,i,l,o,a,o,a,o,a
m,d,,,,,,,,,
g,h,p,q,n,f,m,a,c,,
g,p,h,q,p,n,f,m,c,,
d,b,m,c,,,,,,,
g,o,q,p,h,f,j,m,c,,
b,d,,,,,,,,,
b,m,c,c,,,,,,,
a,g,q,h,p,n,f,m,c,,
i,k,m,e,l,o,,,,,
m,d,,,,,,,,,
b,m,k,c,,,,,,,
f,d,,,,,,,,,
g,p,q,h,h,j,f,m,c,,
g,p,p,h,q,n,f,m,c,,
l,d,,,,,,,,,
i,k,e,l,o,m,a,o,a,o,
l,d,,,,,,,,,
g,b,m,c,,,,,,,
n,i,k,e,l,o,,,,,
p,d,,,,,,,,,
l,i,k,e,l,o,,,,,
o,i,k,e,l,o,,,,,
i,k,e,l,o,a,o,a,o,a,k
b,m,i,c,,,,,,,
j,d,,,,,,,,,
b,h,m,c,,,,,,,
i,l,k,e,l,o,,,,,
e,d,,,,,,,,,
g,h,l,p,q,f,n,m,c,,
g,d,,,,,,,,,
i,l,k,e,l,o,a,o,a,o,a
d,d,,,,,,,,,
g,l,p,h,q,j,f,m,c,,
i,k,e,l,o,a,o,a,m,o,
g,q,h,p,j,i,f,m,c,,
k,g,h,p,q,f,j,m,c,,
g,p,m,q,h,n,f,m,c,,
i,p,k,e,l,o,a,o,a,o,
h,b,m,c,,,,,,,
j,d,,,,,,,,,
b,m,i,c,,,,,,,
c,d,,,,,,,,,
c,i,k,e,l,o,,,,,
g,h,q,k,p,n,f,m,c,,
i,b,k,e,l,o,a,o,a,o,a
b,i,m,c,,,,,,,
i,k,e,g,l,o,,,,,
g,d,q,h,p,n,f,m,c,,
q,d,,,,,,,,,
b,m,h,c,,,,,,,
i,k,e,l,d,o,,,,,
k,d,,,,,,,,,
j,d,,,,,,,,,
b,m,m,c,,,,,,,
i,k,e,l,m,o,,,,,
q,i,k,e,l,o,a,o,a,o,
j,i,k,e,l,o,a,o,,,
g,n,q,p,h,n,f,m,c,,
i,d,,,,,,,,,
b,m,l,c,,,,,,,
q,i,k,e,l,o,a,o,a,o,
i,k,e,l,o,a,o,o,a,,
g,q,h,p,f,n,e,m,c,,
g,q,h,p,f,j,m,c,c,,
i,k,e,d,l,o,,,,,
b,m,l,c,,,,,,,
d,b,m,c,,,,,,,
b,f,m,c,,,,,,,
i,k,e,k,l,o,a,o,a,o,
g,h,p,h,q,f,n,m,c,,
g,h,q,p,n,f,f,m,c,,
i,k,e,h,l,o,a,o,,,
g,h,q,p,n,c,f,m,c,,
g,d,,,,,,,,,
f,g,h,q,p,j,f,m,c,,
b,m,f,c,,,,,,,
b,e,m,c,,,,,,,
b,d,,,,,,,,,
i,e,k,e,l,o,,,,,
c,d,,,,,,,,,
b,m,p,c,,,,,,,
o,d,,,,,,,,,
g,h,p,b,q,n,f,m,c,,
b,p,m,c,,,,,,,
a,i,k,e,l,o,a,o,,,
b,b,m,c,,,,,,,
b,m,k,c,,,,,,,
b,o,m,c,,,,,,,
b,p,m,c,,,,,,,
j,d,,,,,,,,,
a,d,,,,,,,,,
i,k,e,l,g,o,,,,,
j,d,,,,,,,,,
b,h,m,c,,,,,,,
g,p,a,h,q,j,f,m,c,,
i,k,e,l,o,a,o,a,o,a,
o,d,,,,,,,,,
b,d,,,,,,,,,
g,q,p,b,h,j,f,m,c,,
g,q,h,p,j,m,f,m,c,,
i,k,e,l,f,o,,,,,
m,d,,,,,,,,,
o,d,,,,,,,,,
i,h,k,e,l,o,a,o,,,
g,p,h,q,n,f,l,m,c,,
h,g,q,h,p,j,f,m,c,,
g,h,p,q,f,n,q,m,c,,
f,b,m,c,,,,,,,
b,h,m,c,,,,,,,
h,d,,,,,,,,,
i,k,e,l,j,o,,,,,
g,q,h,p,n,d,f,m,c,,
b,m,a,c,,,,,,,
b,m,h,c,,,,,,,
o,b,m,c,,,,,,,
i,n,k,e,l,o,,,,,
g,h,q,p,m,j,f,m,c,,
g,q,p,h,g,f,j,m,c,,
g,h,q,p,f,n,m,m,c,,
b,m,e,c,,,,,,,
g,p,q,h,n,f,m,q,c,,
g,h,o,p,q,n,f,m,c,,
i,k,f,e,l,o,,,,,
p,d,,,,,,,,,
o,d,,,,,,,,,
g,d,,,,,,,,,
b,m,q,c,,,,,,,
k,d,,,,,,,,,
i,d,,,,,,,,,
b,m,i,c,,,,,,,
c,i,k,e,l,o,a,o,a,o,
g,h,p,q,f,f,n,m,c,,
b,m,q,c,,,,,,,
l,b,m,c,,,,,,,
b,e,m,c,,,,,,,
d,g,p,q,h,n,f,m,c,,
k,d,,,,,,,,,
g,d,,,,,,,,,
i,k,a,e,l,o,a,o,a,o,
b,l,m,c,,,,,,,
b,j,m,c,,,,,,,
i,k,e,l,p,o,a,o,a,o,a
b,m,k,c,,,,,,,
g,q,g,p,h,f,j,m,c,,
g,p,q,h,f,n,m,k,c,,
j,b,m,c,,,,,,,
i,b,m,c,,,,,,,
g,h,q,p,n,f,d,m,c,,
b,b,m,c,,,,,,,
i,f,k,e,l,o,a,o,,,
b,b,m,c,,,,,,,
n,b,m,c,,,,,,,
b,m,b,c,,,,,,,
g,p,h,q,o,f,n,m,c,,
b,e,m,c,,,,,,,
n,d,,,,,,,,,
i,h,k,e,l,o,a,o,a,o,a
i,k,e,l,h,o,a,o,,,
b,m,h,c,,,,,,,
f,b,m,c,,,,,,,
b,m,q,c,,,,,,,
b,d,,,,,,,,,
b,d,m,c,,,,,,,
g,a,h,q,p,f,j,m,c,,
c,d,,,,,,,,,
i,p,k,e,l,o,,,,,
c,b,m,c,,,,,,,
i,k,j,e,l,o,,,,,
i,k,e,l,o,a,m,o,,,
g,p,p,h,q,j,f,m,c,,
i,f,k,e,l,o,,,,,
h,g,p,h,q,f,n,m,c,,
e,d,,,,,,,,,
i,k,e,o,l,o,,,,,
h,d,,,,,,,,,
g,l,q,p,h,n,f,m,c,,
g,q,h,p,i,n,f,m,c,,
g,h,q,p,n,c,f,m,c,,
i,k,m,e,l,o,,,,,
i,k,o,e,l,o,,,,,
j,d,,,,,,,,,
q,d,,,,,,,,,
i,n,k,e,l,o,,,,,
j,d,,,,,,,,,
l,d,,,,,,,,,
g,h,p,q,n,l,f,m,c,,
g,q,h,e,p,j,f,m,c,,
b,q,m,c,,,,,,,
g,h,p,q,f,i,n,m,c,,
g,q,h,j,p,j,f,m,c,,
b,m,p,c,,,,,,,
q,d,,,,,,,,,
g,q,h,q,p,j,f,m,c,,
i,d,,,,,,,,,
i,i,k,e,l,o,,,,,
h,d,,,,,,,,,
b,e,m,c,,,,,,,
b,b,m,c,,,,,,,
i,k,e,l,o,l,a,o,a,o,
i,k,e,i,l,o,a,o,a,o,
g,p,q,h,e,j,f,m,c,,
i,k,e,l,o,a,o,o,,,
h,i,k,e,l,o,,,,,
h,d,,,,,,,,,
g,h,q,p,d,f,j,m,c,,
p,d,,,,,,,,,
b,h,m,c,,,,,,,
a,d,,,,,,,,,
g,p,h,q,j,o,f,m,c,,
p,d,,,,,,,,,
e,b,m,c,,,,,,,
g,p,q,k,h,j,f,m,c,,
d,i,k,e,l,o,,,,,
b,b,m,c,,,,,,,
g,h,e,q,p,f,n,m,c,,
a,d,,,,,,,,,
i,k,c,e,l,o,a,o,,,
i,k,e,l,o,a,d,o,a,o,
i,k,e,b,l,o,,,,,
g,q,p,h,j,n,f,m,c,,
c,d,,,,,,,,,
f,b,m,c,,,,,,,
j,d,,,,,,,,,
c,b,m,c,,,,,,,
b,d,m,c,,,,,,,
b,l,m,c,,,,,,,
g,h,q,h,p,f,n,m,c,,
b,m,m,c,,,,,,,
i,k,e,c,l,o,,,,,
i,k,e,l,f,o,,,,,
f,d,,,,,,,,,
g,h,q,p,b,f,n,m,c,,
g,q,l,h,p,j,f,m,c,,
d,i,k,e,l,o,,,,,
g,q,p,h,e,f,j,m,c,,
i,o,k,e,l,o,,,,,
o,d,,,,,,,,,
g,h,q,p,j,f,m,p,c,,
n,d,,,,,,,,,
i,k,e,o,l,o,,,,,
b,m,p,c,,,,,,,
e,g,q,p,h,n,f,m,c,,
o,i,k,e,l,o,,,,,
d,d,,,,,,,,,
g,p,q,h,n,m,f,m,c,,
g,b,m,c,,,,,,,
h,d,,,,,,,,,
a,b,m,c,,,,,,,
g,g,q,p,h,n,f,m,c,,
d,b,m,c,,,,,,,
i,d,,,,,,,,,
n,d,,,,,,,,,
a,b,m,c,,,,,,,
i,k,e,l,f,o,,,,,
l,d,,,,,,,,,
i,k,h,e,l,o,,,,,
e,d,,,,,,,,,
c,d,,,,,,,,,
i,k,e,l,o,a,o,a,o,a,n
b,m,l,c,,,,,,,
e,b,m,c,,,,,,,
i,k,e,l,n,o,a,o,,,
b,f,m,c,,,,,,,
i,d,,,,,,,,,
g,p,h,q,f,n,m,j,c,,
g,p,o,h,q,f,j,m,c,,
i,k,e,l,n,o,,,,,
l,d,,,,,,,,,
b,k,m,c,,,,,,,
b,d,m,c,,,,,,,
h,b,m,c,,,,,,,
h,d,,,,,,,,,
g,q,q,h,p,j,f,m,c,,
i,k,e,l,o,a,o,a,a,o,
g,q,q,p,h,j,f,m,c,,
g,h,g,p,q,n,f,m,c,,
g,q,p,h,n,f,f,m,c,,
b,m,c,c,,,,,,,
h,d,,,,,,,,,
i,k,c,e,l,o,,,,,
i,k,e,f,l,o,a,o,,,
g,p,h,q,f,h,n,m,c,,
i,i,k,e,l,o,a,o,,,
i,k,e,e,l,o,,,,,
i,k,e,l,o,a,c,o,,,
b,j,m,c,,,,,,,
b,m,i,c,,,,,,,
b,c,m,c,,,,,,,
p,d,,,,,,,,,
b,d,,,,,,,,,
o,b,m,c,,,,,,,
i,k,e,l,o,a,f,o,,,
i,k,e,l,o,a,n,o,,,
g,h,p,q,h,f,j,m,c,,
p,d,,,,,,,,,
b,g,m,c,,,,,,,
k,b,m,c,,,,,,,
i,k,e,l,o,n,a,o,,,
b,b,m,c,,,,,,,
k,g,q,h,p,f,j,m,c,,
i,k,e,k,l,o,,,,,
h,d,,,,,,,,,
i,g,q,p,h,f,j,m,c,,
o,i,k,e,l,o,a,o,,,
d,d,,,,,,,,,
i,k,e,l,o,j,a,o,,,
g,p,h,q,j,f,a,m,c,,
b,m,m,c,,,,,,,
q,d,,,,,,,,,
g,j,p,q,h,j,f,m,c,,
g,h,q,p,j,f,j,m,c,,
b,e,m,c,,,,,,,
g,q,p,h,n,f,i,m,c,,
m,d,,,,,,,,,
i,k,e,p,l,o,a,o,,,
g,h,q,p,j,f,k,m,c,,
g,q,p,h,p,f,j,m,c,,
l,b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,a,k
g,h,p,q,b,f,n,m,c,,
o,b,m,c,,,,,,,
g,h,a,q,p,j,f,m,c,,
i,k,e,e,l,o,,,,,
c,d,,,,,,,,,
b,n,m,c,,,,,,,
i,k,a,e,l,o,a,o,a,o,
l,d,,,,,,,,,
i,d,,,,,,,,,
h,d,,,,,,,,,
g,a,q,h,p,f,j,m,c,,
i,k,d,e,l,o,a,o,a,o,a
g,h,q,p,o,f,j,m,c,,
n,d,,,,,,,,,
a,d,,,,,,,,,
l,d,,,,,,,,,
i,k,a,e,l,o,,,,,
b,m,f,c,,,,,,,
a,d,,,,,,,,,
g,p,q,h,j,f,f,m,c,,
g,p,h,q,f,h,n,m,c,,
b,m,e,c,,,,,,,
g,h,p,q,j,f,m,l,c,,
b,d,,,,,,,,,
h,d,,,,,,,,,
g,q,p,h,n,f,m,c,,,
d,,,,,,,,,,
b,m,c,,,,,,,,
g,h,q,p,n,f,m,c,,,
i,k,e,l,o,,,,,,
b,m,c,,,,,,,,
b,m,c,,,,,,,,
b,m,c,,,,,,,,
g,h,p,q,n,f,m,c,,,
g,h,q,p,n,f,m,c,,,
b,m,c,,,,,,,,
d,,,,,,,,,,
d,,,,,,,,,,
b,m,c,,,,,,,,
g,h,p,q,n,f,m,c,,,
i,k,e,l,o,a,o,a,o,a,
i,k,e,l,o,a,o,,,,
g,q,h,p,f,n,m,c,,,
b,m,c,,,,,,,,
b,m,c,,,,,,,,
i,k,e,l,o,,,,,,
g,p,q,h,f,j,m,c,,,
g,p,q,h,n,f,m,c,,,
d,,,,,,,,,,
g,h,p,q,j,f,m,c,,,
b,m,c,,,,,,,,
d,,,,,,,,,,
g,h,p,q,n,f,m,c,,,
d,,,,,,,,,,
d,,,,,,,,,,
g,h,p,q,f,n,m,c,,,
d,,,,,,,,,,
d,,,,,,,,,,
g,h,q,p,f,j,m,c,,,
d,,,,,,,,,,
g,p,h,q,j,f,m,c,,,
d,,,,,,,,,,
g,h,p,q,j,f,m,c,,,
i,k,e,l,o,,,,,,
g,h,q,p,j,f,m,c,,,
d,,,,,,,,,,
g,p,q,h,n,f,m,c,,,
b,m,c,,,,,,,,
d,,,,,,,,,,
g,p,q,h,j,f,m,c,,,
b,m,c,,,,,,,,
b,m,c,,,,,,,,
b,m,c,,,,,,,,
i,k,e,l,o,,,,,,
d,,,,,,,,,,
i,k,e,l,o,,,,,,
b,m,c,,,,,,,,
b,m,c,,,,,,,,
g,p,q,h,j,f,m,c,,,
g,p,q,h,f,j,m,c,,,
b,m,c,,,,,,,,
d,,,,,,,,,,
g,q,p,h,f,j,m,c,,,
g,p,h,q,j,f,m,c,,,
