0,1,2,3,4,5,6,7,8,9,10
i,k,e,q,l,o,,,,,
p,d,,,,,,,,,
b,m,c,c,,,,,,,
q,d,,,,,,,,,
i,d,,,,,,,,,
q,d,,,,,,,,,
i,k,g,e,l,o,,,,,
b,m,g,c,,,,,,,
b,d,,,,,,,,,
i,k,d,e,l,o,a,o,,,
b,n,m,c,,,,,,,
i,j,k,e,l,o,,,,,
p,d,,,,,,,,,
l,g,q,p,h,n,f,m,c,,
n,b,m,c,,,,,,,
q,d,,,,,,,,,
i,k,e,l,o,a,o,c,a,o,
d,d,,,,,,,,,
i,k,e,l,o,o,,,,,
b,m,p,c,,,,,,,
g,p,q,o,h,n,f,m,c,,
i,q,k,e,l,o,,,,,
g,p,h,q,f,j,m,f,c,,
q,i,k,e,l,o,,,,,
k,d,,,,,,,,,
b,m,p,c,,,,,,,
h,d,,,,,,,,,
i,c,k,e,l,o,,,,,
b,m,n,c,,,,,,,
b,g,h,q,p,n,f,m,c,,
f,d,,,,,,,,,
g,q,k,p,h,n,f,m,c,,
p,d,,,,,,,,,
l,b,m,c,,,,,,,
n,d,,,,,,,,,
a,d,,,,,,,,,
b,k,m,c,,,,,,,
i,k,e,l,o,a,e,o,,,
i,k,e,e,l,o,,,,,
i,k,e,c,l,o,a,o,a,o,a
b,m,n,c,,,,,,,
b,m,m,c,,,,,,,
e,i,k,e,l,o,,,,,
i,k,e,l,m,o,,,,,
i,d,,,,,,,,,
g,h,h,p,q,n,f,m,c,,
i,k,e,j,l,o,a,o,,,
k,d,,,,,,,,,
i,a,k,e,l,o,,,,,
b,m,c,c,,,,,,,
b,d,m,c,,,,,,,
g,q,p,h,n,q,f,m,c,,
g,p,q,h,f,q,j,m,c,,
i,q,k,e,l,o,,,,,
g,h,p,c,q,n,f,m,c,,
p,i,k,e,l,o,a,o,a,o,
i,e,k,e,l,o,,,,,
n,d,,,,,,,,,
g,q,h,p,f,n,m,p,c,,
p,d,,,,,,,,,
i,k,c,e,l,o,a,o,a,o,a
g,l,h,q,p,f,j,m,c,,
e,d,,,,,,,,,
g,q,h,p,h,f,n,m,c,,
f,d,,,,,,,,,
f,i,k,e,l,o,a,o,,,
g,g,h,q,p,n,f,m,c,,
b,a,m,c,,,,,,,
b,o,m,c,,,,,,,
g,p,q,h,f,h,j,m,c,,
m,d,,,,,,,,,
g,d,,,,,,,,,
b,c,m,c,,,,,,,
h,b,m,c,,,,,,,
b,m,o,c,,,,,,,
i,k,e,l,k,o,,,,,
g,p,i,h,q,n,f,m,c,,
q,b,m,c,,,,,,,
i,k,e,l,o,i,a,o,,,
l,g,q,h,p,n,f,m,c,,
i,k,e,l,j,o,,,,,
m,d,,,,,,,,,
m,i,k,e,l,o,,,,,
q,d,,,,,,,,,
b,l,m,c,,,,,,,
b,m,o,c,,,,,,,
g,d,q,p,h,j,f,m,c,,
c,d,,,,,,,,,
b,o,m,c,,,,,,,
b,d,,,,,,,,,
i,k,e,l,o,f,a,o,a,o,a
b,i,m,c,,,,,,,
g,q,h,p,j,f,m,h,c,,
i,k,e,p,l,o,,,,,
n,d,,,,,,,,,
b,g,m,c,,,,,,,
b,m,j,c,,,,,,,
b,m,b,c,,,,,,,
g,d,p,h,q,j,f,m,c,,
g,h,p,n,q,f,n,m,c,,
p,d,,,,,,,,,
i,k,e,e,l,o,,,,,
n,b,m,c,,,,,,,
f,d,,,,,,,,,
e,d,,,,,,,,,
i,k,e,l,o,a,o,a,i,o,a
g,h,q,p,n,f,m,k,c,,
b,d,,,,,,,,,
b,m,n,c,,,,,,,
i,f,k,e,l,o,,,,,
g,d,,,,,,,,,
b,c,m,c,,,,,,,
d,d,,,,,,,,,
p,i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,d,a,o,a
p,b,m,c,,,,,,,
p,b,m,c,,,,,,,
b,m,b,c,,,,,,,
b,j,m,c,,,,,,,
i,b,k,e,l,o,a,o,,,
j,d,,,,,,,,,
i,k,e,l,o,a,c,o,a,o,
b,m,m,c,,,,,,,
i,g,h,q,p,j,f,m,c,,
g,o,h,q,p,n,f,m,c,,
g,q,h,p,f,j,m,l,c,,
g,p,h,q,f,n,h,m,c,,
i,k,e,l,o,a,i,o,,,
g,p,h,q,n,d,f,m,c,,
g,d,,,,,,,,,
i,b,k,e,l,o,a,o,,,
i,k,e,l,o,a,h,o,,,
i,k,e,l,o,a,j,o,,,
e,g,q,p,h,f,n,m,c,,
b,g,m,c,,,,,,,
b,f,m,c,,,,,,,
c,d,,,,,,,,,
i,k,e,e,l,o,,,,,
i,k,e,l,l,o,a,o,a,o,
e,d,,,,,,,,,
b,a,m,c,,,,,,,
h,d,,,,,,,,,
l,i,k,e,l,o,,,,,
e,i,k,e,l,o,,,,,
b,m,h,c,,,,,,,
i,k,e,l,o,a,e,o,a,o,a
g,m,q,h,p,n,f,m,c,,
b,m,e,c,,,,,,,
i,k,m,e,l,o,,,,,
q,d,,,,,,,,,
h,i,k,e,l,o,,,,,
i,k,l,e,l,o,,,,,
g,q,p,h,f,j,m,o,c,,
i,d,,,,,,,,,
g,q,p,h,n,k,f,m,c,,
i,k,k,e,l,o,a,o,a,o,a
j,d,,,,,,,,,
g,h,p,q,c,n,f,m,c,,
g,j,h,q,p,n,f,m,c,,
n,b,m,c,,,,,,,
g,q,p,h,f,m,j,m,c,,
g,d,,,,,,,,,
b,m,n,c,,,,,,,
