0,1,2,3,4,5,6,7,8,9,10
i,k,e,l,a,,,,,,
n,,,,,,,,,,
a,m,c,,,,,,,,
g,,,,,,,,,,
c,,,,,,,,,,
e,,,,,,,,,,
i,k,e,l,i,,,,,,
b,k,c,,,,,,,,
a,,,,,,,,,,
i,k,e,l,o,a,a,,,,
b,e,c,,,,,,,,
i,k,g,l,o,,,,,,
q,,,,,,,,,,
g,q,p,h,l,f,m,c,,,
b,m,f,,,,,,,,
g,,,,,,,,,,
i,k,n,l,o,a,o,a,o,,
h,,,,,,,,,,
i,k,e,k,o,,,,,,
b,g,c,,,,,,,,
g,p,q,h,n,f,m,e,,,
i,k,e,i,o,,,,,,
g,p,h,q,f,j,m,b,,,
i,k,e,l,o,,,,,,
h,,,,,,,,,,
b,a,c,,,,,,,,
l,,,,,,,,,,
i,k,h,l,o,,,,,,
b,m,c,,,,,,,,
p,h,q,p,n,f,m,c,,,
i,,,,,,,,,,
g,q,p,h,n,f,m,c,,,
a,,,,,,,,,,
b,j,c,,,,,,,,
o,,,,,,,,,,
e,,,,,,,,,,
b,c,c,,,,,,,,
i,k,q,l,o,a,o,,,,
i,k,e,l,o,,,,,,
i,p,e,l,o,a,o,a,o,a,
b,p,c,,,,,,,,
b,n,c,,,,,,,,
i,k,e,l,d,,,,,,
g,k,e,l,o,,,,,,
j,,,,,,,,,,
g,h,p,m,n,f,m,c,,,
i,k,e,l,o,a,o,,,,
g,,,,,,,,,,
i,k,e,l,o,,,,,,
b,f,c,,,,,,,,
m,m,c,,,,,,,,
g,q,p,h,n,f,m,b,,,
g,p,q,h,f,j,g,c,,,
i,k,e,e,o,,,,,,
g,i,p,q,n,f,m,c,,,
i,k,e,l,o,a,o,l,o,,
c,k,e,l,o,,,,,,
g,,,,,,,,,,
g,q,h,p,q,n,m,c,,,
p,,,,,,,,,,
i,k,e,l,o,a,o,a,o,a,g
g,h,q,i,f,j,m,c,,,
l,,,,,,,,,,
g,q,p,h,f,n,o,c,,,
p,,,,,,,,,,
c,k,e,l,o,a,o,,,,
g,h,b,p,n,f,m,c,,,
b,j,c,,,,,,,,
m,m,c,,,,,,,,
g,e,q,h,f,j,m,c,,,
j,,,,,,,,,,
d,,,,,,,,,,
b,m,e,,,,,,,,
b,b,c,,,,,,,,
p,m,c,,,,,,,,
i,k,e,l,f,,,,,,
g,p,p,q,n,f,m,c,,,
b,m,c,,,,,,,,
i,k,f,l,o,a,o,,,,
g,q,h,m,n,f,m,c,,,
i,h,e,l,o,,,,,,
f,,,,,,,,,,
i,k,a,l,o,,,,,,
g,,,,,,,,,,
b,g,c,,,,,,,,
b,m,b,,,,,,,,
g,q,p,h,j,f,m,b,,,
c,,,,,,,,,,
b,i,c,,,,,,,,
f,,,,,,,,,,
i,k,e,e,o,a,o,a,o,a,
d,m,c,,,,,,,,
g,q,n,p,j,f,m,c,,,
i,k,e,l,f,,,,,,
o,,,,,,,,,,
b,d,c,,,,,,,,
m,m,c,,,,,,,,
b,l,c,,,,,,,,
l,p,h,q,j,f,m,c,,,
g,e,p,q,f,n,m,c,,,
m,,,,,,,,,,
i,o,e,l,o,,,,,,
b,e,c,,,,,,,,
i,,,,,,,,,,
l,,,,,,,,,,
q,k,e,l,o,a,o,a,o,a,
g,h,q,p,n,f,q,c,,,
q,,,,,,,,,,
b,m,d,,,,,,,,
i,k,e,o,o,,,,,,
p,,,,,,,,,,
b,m,i,,,,,,,,
b,,,,,,,,,,
i,k,e,l,q,a,o,,,,
i,k,e,l,o,a,o,a,b,a,o
k,m,c,,,,,,,,
b,e,c,,,,,,,,
b,p,c,,,,,,,,
b,m,d,,,,,,,,
i,k,e,p,o,a,o,,,,
d,,,,,,,,,,
i,k,e,l,o,g,o,a,o,,
b,m,e,,,,,,,,
g,h,q,p,j,f,e,c,,,
g,h,q,p,n,f,k,c,,,
g,q,h,p,f,j,m,c,,,
g,p,h,q,f,c,m,c,,,
i,k,e,l,c,a,o,,,,
g,p,h,q,n,f,m,k,,,
q,,,,,,,,,,
i,k,e,b,o,a,o,,,,
i,k,f,l,o,a,o,,,,
i,q,e,l,o,a,o,,,,
g,q,p,h,f,q,m,c,,,
b,a,c,,,,,,,,
b,j,c,,,,,,,,
h,,,,,,,,,,
i,k,e,k,o,,,,,,
i,k,e,l,o,a,o,b,o,,
o,,,,,,,,,,
b,p,c,,,,,,,,
k,,,,,,,,,,
i,k,e,l,k,,,,,,
n,k,e,l,o,,,,,,
i,m,c,,,,,,,,
i,k,e,l,o,a,o,a,o,m,a
g,o,h,p,n,f,m,c,,,
b,a,c,,,,,,,,
i,k,e,i,o,,,,,,
i,,,,,,,,,,
i,a,e,l,o,,,,,,
q,k,e,l,o,,,,,,
g,q,p,i,f,j,m,c,,,
e,,,,,,,,,,
g,q,p,h,i,f,m,c,,,
i,k,e,l,o,a,o,a,o,h,
f,,,,,,,,,,
g,h,p,q,n,o,m,c,,,
g,h,q,p,n,f,m,j,,,
b,p,c,,,,,,,,
g,q,p,h,f,j,m,c,,,
p,,,,,,,,,,
b,k,c,,,,,,,,
g,q,h,p,n,l,m,c,,,
i,k,e,l,o,,,,,,
a,,,,,,,,,,
b,m,f,,,,,,,,
l,,,,,,,,,,
g,p,q,c,j,f,m,c,,,
g,p,h,q,l,f,m,c,,,
q,,,,,,,,,,
i,k,e,l,o,a,o,a,o,,
n,,,,,,,,,,
g,m,c,,,,,,,,
i,k,e,h,o,,,,,,
c,,,,,,,,,,
i,k,e,l,c,,,,,,
a,k,e,l,o,,,,,,
i,k,e,l,o,a,o,a,o,a,e
b,m,n,,,,,,,,
p,,,,,,,,,,
p,m,c,,,,,,,,
l,k,e,l,o,,,,,,
e,,,,,,,,,,
g,i,p,q,f,n,m,c,,,
l,,,,,,,,,,
i,k,e,l,o,a,o,a,o,a,
l,,,,,,,,,,
g,p,h,q,j,f,m,e,,,
i,g,e,l,o,a,o,a,o,,
g,q,h,p,j,f,h,c,,,
g,a,p,q,f,j,m,c,,,
g,p,q,k,n,f,m,c,,,
i,k,e,e,o,a,o,a,o,,
b,n,c,,,,,,,,
h,,,,,,,,,,
b,q,c,,,,,,,,
n,,,,,,,,,,
i,k,e,l,a,,,,,,
g,h,q,p,h,f,m,c,,,
i,k,e,l,o,a,d,a,o,a,o
b,m,d,,,,,,,,
i,k,e,l,o,,,,,,
g,q,h,l,n,f,m,c,,,
l,,,,,,,,,,
i,m,c,,,,,,,,
i,k,j,l,o,,,,,,
p,,,,,,,,,,
l,,,,,,,,,,
b,m,d,,,,,,,,
i,k,e,l,e,,,,,,
i,k,o,l,o,a,o,a,,,
i,k,e,l,e,a,o,,,,
g,q,p,h,n,q,m,c,,,
p,,,,,,,,,,
b,m,g,,,,,,,,
i,k,e,l,o,a,o,a,o,,
i,k,e,l,o,a,o,h,o,,
g,q,h,p,f,n,k,c,,,
f,q,h,p,f,j,m,c,,,
i,j,e,l,o,,,,,,
d,m,c,,,,,,,,
b,o,c,,,,,,,,
b,m,b,,,,,,,,
i,k,e,l,o,a,o,a,o,,
g,h,p,q,c,n,m,c,,,
g,h,q,p,n,f,m,q,,,
i,k,e,l,o,a,b,,,,
g,h,q,m,n,f,m,c,,,
f,,,,,,,,,,
g,h,q,p,j,f,m,q,,,
b,m,j,,,,,,,,
