0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
BOS,i,f,n,g,d,h,t,p,a,s,l,u,l,o,r,c,b,m,e,EOS,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,o,r,c,b,s,j,s,t,EOS,,,,,,,,,
BOS,i,f,r,g,d,h,t,p,a,q,l,u,l,o,r,c,b,s,j,s,k,EOS,,,,,,,
BOS,i,f,g,n,d,h,t,p,l,l,q,o,r,c,b,m,k,EOS,,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,o,r,c,t,s,e,EOS,,,,,,,,,,,
c,i,f,n,g,d,h,t,p,a,l,q,o,r,c,b,m,k,EOS,,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,u,q,l,o,r,c,b,s,j,s,j,EOS,,,,,,,
h,i,f,n,g,d,h,t,p,a,q,l,o,r,c,b,m,k,EOS,,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,o,r,c,b,s,k,d,,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,q,o,r,c,b,s,f,EOS,,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,u,l,q,u,l,u,o,r,c,b,s,j,j,e,EOS,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,u,l,u,o,d,c,b,s,j,s,e,EOS,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,m,e,r,,,,,,
d,i,f,n,g,d,h,t,p,a,l,q,u,l,u,l,o,r,c,b,s,j,s,j,s,j,k,EOS,,
BOS,i,f,n,g,d,h,t,p,a,q,l,o,m,c,b,m,e,EOS,,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,s,l,u,u,o,r,c,b,m,e,EOS,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,a,o,r,c,b,m,k,EOS,,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,o,r,c,u,m,k,EOS,,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,q,l,o,r,c,b,s,k,EOS,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,u,l,u,o,r,j,b,s,e,EOS,,,,,,
BOS,i,f,g,n,r,h,t,p,a,q,l,u,l,u,l,o,r,c,b,s,j,s,j,s,k,EOS,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,o,r,c,c,s,j,s,k,EOS,,,,,,,
BOS,i,d,g,n,d,h,t,p,a,q,l,o,r,c,b,m,k,EOS,,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,u,l,u,t,o,r,c,b,s,k,EOS,,,,,,,
BOS,i,f,n,b,d,h,t,p,a,q,l,o,r,c,b,s,j,s,e,EOS,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,o,r,q,b,m,e,EOS,,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,u,l,u,l,u,o,r,c,b,s,j,s,k,EOS,,,,
BOS,i,f,n,g,d,h,t,p,a,l,u,q,l,u,l,o,r,c,b,s,j,s,j,s,j,a,k,EOS,
BOS,i,k,g,n,d,h,t,p,a,l,u,q,l,u,l,o,r,c,b,m,k,EOS,,,,,,,
BOS,i,f,n,g,h,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,s,j,s,j,s,e,EOS,,
BOS,i,f,g,n,d,h,t,p,a,l,u,q,l,u,l,o,r,c,b,m,e,q,,,,,,,
BOS,i,f,g,n,d,j,t,p,a,l,q,o,r,c,b,m,k,EOS,,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,l,u,l,q,u,o,r,c,b,m,k,EOS,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,o,r,c,b,s,j,s,j,s,j,e,EOS,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,o,r,c,b,s,t,s,j,s,k,EOS,,,,,
BOS,i,f,g,j,d,h,t,p,a,q,l,u,l,o,r,c,b,m,e,EOS,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,d,l,q,o,r,c,b,m,e,EOS,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,a,o,r,c,b,m,e,EOS,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,u,l,u,q,l,j,r,c,b,m,e,EOS,,,,,,,
BOS,i,f,n,g,j,h,t,p,a,q,l,o,r,c,b,m,e,EOS,,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,o,l,u,u,o,r,c,b,m,e,EOS,,,,,
BOS,i,f,n,g,i,h,t,p,a,l,u,q,l,o,r,c,b,s,j,s,j,s,j,k,EOS,,,,
BOS,i,f,g,n,d,h,t,p,a,l,u,l,u,l,u,o,o,r,c,b,m,k,EOS,,,,,,
g,i,f,n,g,d,h,t,p,a,l,u,q,l,u,l,o,r,c,b,s,k,EOS,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,o,r,c,b,j,e,EOS,,,,,,,,,,,
BOS,i,f,n,g,d,p,t,p,a,q,l,o,r,c,b,m,k,EOS,,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,e,k,EOS,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,k,r,c,b,m,e,EOS,,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,g,o,r,c,b,m,k,EOS,,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,s,j,s,j,s,j,t,k,EOS
BOS,i,f,g,n,d,h,t,p,a,l,u,q,l,u,l,o,r,c,BOS,s,k,EOS,,,,,,,
n,i,f,g,n,d,h,t,p,a,l,q,o,r,c,b,s,e,EOS,,,,,,,,,,,
BOS,i,f,n,g,d,h,o,p,a,l,q,o,r,c,b,s,e,EOS,,,,,,,,,,,
BOS,i,f,j,g,d,h,t,p,a,l,u,l,u,l,u,q,o,r,c,b,s,e,EOS,,,,,,
BOS,i,f,n,g,d,h,t,h,a,q,l,o,r,c,b,s,j,s,e,EOS,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,q,o,r,c,b,s,j,s,j,s,e,o,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,s,j,m,j,s,j,s,e,EOS
BOS,i,f,g,n,d,h,t,p,a,k,l,u,l,u,l,u,o,r,c,b,m,k,EOS,,,,,,
BOS,i,f,g,n,k,h,t,p,a,q,l,o,r,c,b,s,k,EOS,,,,,,,,,,,
