0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
BOS,i,f,n,g,d,h,t,p,a,q,l,u,m,l,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,t,q,l,o,r,c,b,s,j,s,k,EOS,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,r,q,l,u,l,o,r,c,b,s,j,s,k,EOS,,,,,,
BOS,i,f,g,n,d,h,e,t,p,a,l,q,o,r,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,p,t,p,a,l,q,o,r,c,b,s,e,EOS,,,,,,,,,,
BOS,i,f,n,g,d,n,h,t,p,a,l,q,o,r,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,u,q,l,o,r,c,b,s,j,s,c,e,EOS,,,,,,
BOS,i,f,n,c,g,d,h,t,p,a,q,l,o,r,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,o,n,r,c,b,s,k,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,c,p,a,l,q,o,r,c,b,s,e,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,p,a,l,u,l,q,u,l,u,o,r,c,b,s,j,s,e,EOS,,,
BOS,i,f,n,g,d,h,s,t,p,a,q,l,u,l,u,l,u,o,r,c,b,s,j,s,e,EOS,,,
BOS,i,f,n,h,g,d,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,m,e,EOS,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,u,l,u,l,o,r,c,u,b,s,j,s,j,s,j,k,EOS,
BOS,i,f,n,g,d,h,t,p,a,q,l,o,s,r,c,b,m,e,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,m,e,s,EOS,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,o,r,f,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,n,g,d,n,h,t,p,a,l,q,o,r,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,n,g,t,d,h,t,p,a,q,l,u,l,u,l,o,r,c,b,s,k,EOS,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,u,d,l,u,o,r,c,b,s,e,EOS,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,e,l,u,l,u,l,o,r,c,b,s,j,s,j,s,k,EOS,,
BOS,i,f,n,g,d,h,t,p,a,o,q,l,u,l,o,r,c,b,s,j,s,k,EOS,,,,,,
BOS,i,f,u,g,n,d,h,t,p,a,q,l,o,r,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,i,a,l,q,u,l,u,l,o,r,c,b,s,k,EOS,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,o,r,c,b,a,s,j,s,e,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,o,b,r,c,b,m,e,EOS,,,,,,,,,,
f,BOS,i,f,n,g,d,h,t,p,a,l,q,u,l,u,l,u,o,r,c,b,s,j,s,k,EOS,,,
p,BOS,i,f,n,g,d,h,t,p,a,l,u,q,l,u,l,o,r,c,b,s,j,s,j,s,j,k,EOS,
BOS,i,f,g,n,d,h,t,p,a,l,u,q,l,u,l,u,o,r,c,b,m,k,EOS,,,,,,
BOS,i,q,f,n,g,d,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,s,j,s,j,s,e,EOS,
BOS,i,f,g,n,d,h,t,p,a,l,u,q,l,u,g,l,o,r,c,b,m,e,EOS,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,q,o,r,c,b,m,f,k,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,EOS,u,l,u,l,q,u,o,r,c,b,m,k,EOS,,,,,
BOS,i,f,n,g,d,h,h,t,p,a,l,q,o,r,c,b,s,j,s,j,s,j,e,EOS,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,EOS,l,u,l,o,r,c,b,s,j,s,j,s,k,EOS,,,,
BOS,i,f,g,o,n,d,h,t,p,a,q,l,u,l,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,n,g,u,d,h,t,p,a,l,u,l,q,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,o,r,c,EOS,b,m,e,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,r,p,a,l,u,l,u,q,l,o,r,c,b,m,e,EOS,,,,,,
BOS,i,f,n,g,d,h,t,k,p,a,q,l,o,r,c,b,m,e,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,g,a,q,l,u,l,u,l,u,o,r,c,b,m,e,EOS,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,u,q,l,o,r,c,b,s,j,j,s,j,s,k,EOS,,,,
BOS,i,f,g,n,d,h,t,p,a,l,u,l,o,u,l,u,q,o,r,c,b,m,k,EOS,,,,,
BOS,i,f,n,g,d,h,d,t,p,a,l,u,q,l,u,l,o,r,c,b,s,k,EOS,,,,,,
BOS,i,i,f,n,g,d,h,t,p,a,q,l,o,r,c,b,s,e,EOS,,,,,,,,,,
BOS,i,f,n,o,g,d,h,t,p,a,q,l,o,r,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,u,l,u,o,r,c,k,b,m,k,EOS,,,,,
BOS,u,i,f,n,g,d,h,t,p,a,l,q,o,r,c,b,m,e,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,o,r,c,b,m,o,k,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,u,l,u,i,o,r,c,b,s,j,s,j,s,j,k,EOS
BOS,e,i,f,g,n,d,h,t,p,a,l,u,q,l,u,l,o,r,c,b,s,k,EOS,,,,,,
BOS,i,f,g,u,n,d,h,t,p,a,l,q,o,r,c,b,s,e,EOS,,,,,,,,,,
BOS,i,i,f,n,g,d,h,t,p,a,l,q,o,r,c,b,s,e,EOS,,,,,,,,,,
BOS,f,i,f,n,g,d,h,t,p,a,l,u,l,u,l,u,q,o,r,c,b,s,e,EOS,,,,,
j,BOS,i,f,n,g,d,h,t,p,a,q,l,o,r,c,b,s,j,s,e,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,q,o,r,c,b,o,s,j,s,j,s,e,EOS,,,,,,
BOS,i,f,g,n,t,d,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,s,j,s,j,s,j,e,EOS
BOS,i,f,g,n,d,h,t,p,p,a,q,l,u,l,u,l,u,o,r,c,b,m,k,EOS,,,,,
BOS,e,i,f,g,n,d,h,t,p,a,q,l,o,r,c,b,s,k,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,g,q,l,u,l,u,l,o,r,c,b,m,k,EOS,,,,,,
j,BOS,i,f,g,n,d,h,t,p,a,l,u,l,u,l,q,u,o,r,c,b,m,e,EOS,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,e,l,o,r,c,b,s,j,s,k,EOS,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,s,o,r,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,o,t,p,a,l,q,o,r,c,b,m,e,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,c,q,l,u,l,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,g,n,d,h,g,t,p,a,q,l,u,l,o,r,c,b,m,k,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,u,l,o,r,c,n,b,m,e,EOS,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,q,u,o,r,c,b,m,e,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,u,l,u,o,r,k,c,b,s,e,EOS,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,u,q,l,u,l,o,u,o,r,c,b,m,e,EOS,,,,,
BOS,i,f,n,g,d,h,t,p,a,d,l,u,q,l,u,l,o,r,c,b,s,e,EOS,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,t,q,o,r,c,b,s,j,s,j,s,j,k,EOS,,,,,
q,BOS,i,f,g,n,d,h,t,p,a,l,u,l,q,u,l,o,r,c,b,m,k,EOS,,,,,,
BOS,i,f,n,g,k,d,h,t,p,a,l,q,u,l,o,r,c,b,m,k,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,o,r,c,b,s,j,s,j,k,EOS,,,,,,,,
BOS,i,f,g,BOS,n,d,h,t,p,a,q,l,u,l,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,d,s,j,s,j,s,j,k,EOS
BOS,i,f,g,n,n,d,h,t,p,a,l,q,u,l,u,l,u,o,r,c,b,s,j,s,e,EOS,,,
BOS,i,f,n,g,d,h,t,p,a,q,h,l,o,r,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,u,q,l,u,l,u,EOS,o,r,c,b,m,k,EOS,,,,,
BOS,i,f,g,n,d,h,q,t,p,a,q,l,o,r,c,b,s,k,EOS,,,,,,,,,,
BOS,i,f,g,EOS,n,d,h,t,p,a,q,l,o,r,c,b,s,e,EOS,,,,,,,,,,
BOS,i,f,h,g,n,d,h,t,p,a,q,l,o,r,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,b,p,a,q,l,u,l,u,l,u,o,r,c,b,m,k,EOS,,,,,
BOS,i,f,n,g,d,h,l,t,p,a,l,u,q,l,o,r,c,b,s,j,s,k,EOS,,,,,,
BOS,i,f,g,n,d,h,o,t,p,a,l,q,u,l,u,l,u,o,r,c,b,m,e,EOS,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,o,r,c,b,s,j,s,e,e,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,r,o,r,c,b,m,e,EOS,,,,,,,,,,
BOS,e,i,f,n,g,d,h,t,p,a,q,l,u,l,o,r,c,b,s,k,EOS,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,o,r,k,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,i,t,p,a,l,u,q,l,o,r,c,b,s,e,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,q,u,l,o,r,c,b,s,j,s,e,EOS,,,,,,
BOS,i,f,n,g,d,h,t,p,e,a,l,q,u,l,u,l,u,o,r,c,b,m,k,EOS,,,,,
BOS,i,f,p,g,n,d,h,t,p,a,l,q,o,r,c,b,s,e,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,q,u,n,l,u,l,o,r,c,b,s,j,s,k,EOS,,,,
BOS,i,f,g,n,d,h,t,c,p,a,l,q,u,l,u,l,o,r,c,b,m,k,EOS,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,u,q,l,o,r,c,b,s,e,m,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,BOS,u,l,o,r,c,b,m,e,EOS,,,,,,
BOS,i,f,n,e,g,d,h,t,p,a,l,q,o,r,c,b,s,j,s,j,s,e,EOS,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,n,u,q,l,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,u,l,o,r,c,b,m,k,r,EOS,,,,,,,,
BOS,i,f,g,n,d,h,a,t,p,a,l,q,u,l,u,l,u,o,r,c,b,m,e,EOS,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,q,o,j,r,c,b,s,k,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,q,o,r,c,b,s,b,j,s,e,EOS,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,u,l,u,o,r,EOS,c,b,m,e,EOS,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,q,o,r,c,b,i,m,k,EOS,,,,,,,,,,
d,BOS,i,f,n,g,d,h,t,p,a,l,q,o,r,c,b,m,e,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,u,q,l,u,l,u,o,r,f,c,b,m,k,EOS,,,,,
BOS,i,f,n,i,g,d,h,t,p,a,l,q,u,l,u,l,u,o,r,c,b,s,k,EOS,,,,,
BOS,b,i,f,n,g,d,h,t,p,a,q,l,o,r,c,b,s,j,s,j,s,e,EOS,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,u,q,l,u,l,u,o,r,c,BOS,b,s,e,EOS,,,,,
BOS,i,f,n,q,g,d,h,t,p,a,l,q,u,l,u,l,o,r,c,b,s,e,EOS,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,s,j,s,j,s,j,r,e,EOS
BOS,i,f,n,o,g,d,h,t,p,a,q,l,o,r,c,b,s,k,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,u,q,l,u,l,u,o,r,c,b,s,e,e,EOS,,,,,
BOS,i,f,n,g,d,h,t,b,p,a,q,l,o,r,c,b,m,e,EOS,,,,,,,,,,
BOS,i,f,n,g,d,n,h,t,p,a,l,q,o,r,c,b,m,k,EOS,,,,,,,,,,
n,BOS,i,f,g,n,d,h,t,p,a,q,l,o,r,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,u,l,o,r,c,b,s,k,e,EOS,,,,,,
l,BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,n,g,k,d,h,t,p,a,l,q,o,r,c,b,s,e,EOS,,,,,,,,,,
BOS,i,f,u,n,g,d,h,t,p,a,l,u,q,l,u,l,o,r,c,b,m,k,EOS,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,o,r,c,b,s,e,l,EOS,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,o,r,c,b,l,s,j,s,j,s,j,e,EOS,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,o,r,c,m,b,m,e,EOS,,,,,,,,
BOS,i,f,n,g,b,d,h,t,p,a,l,u,q,l,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,n,g,d,m,h,t,p,a,q,l,u,l,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,u,q,l,u,l,u,o,r,c,b,s,e,EOS,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,o,r,u,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,u,l,o,r,c,b,m,u,k,EOS,,,,,,
BOS,i,f,n,g,d,s,h,t,p,a,l,u,l,q,u,l,u,o,r,c,b,m,e,EOS,,,,,
BOS,i,f,n,g,k,d,h,t,p,a,l,u,q,l,u,l,u,o,r,c,b,m,k,EOS,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,o,r,c,b,EOS,m,k,EOS,,,,,,,,,,
BOS,i,f,f,n,g,d,h,t,p,a,q,l,o,r,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,EOS,p,a,q,l,u,l,u,l,u,o,r,c,b,m,e,EOS,,,,,
BOS,i,p,f,n,g,d,h,t,p,a,l,u,l,q,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,u,l,o,r,c,b,s,t,j,s,e,EOS,,,,,,
h,BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,o,r,c,b,s,j,s,j,s,j,e,EOS,,,
BOS,i,f,n,g,d,h,t,p,BOS,a,l,q,o,r,c,b,s,e,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,o,t,p,a,l,u,l,q,u,l,u,o,r,c,b,m,e,EOS,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,u,l,u,o,EOS,r,c,b,s,j,s,j,s,e,EOS,
BOS,i,f,g,n,d,h,t,e,p,a,q,l,u,l,u,l,u,o,r,c,b,s,e,EOS,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,q,u,l,o,r,c,r,b,m,k,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,e,a,q,l,o,r,c,b,s,j,s,j,s,j,e,EOS,,,,,
BOS,i,f,g,n,d,h,p,t,p,a,q,l,u,l,u,l,o,r,c,b,s,k,EOS,,,,,,
BOS,i,l,f,n,g,d,h,t,p,a,q,l,u,l,o,r,c,b,m,k,EOS,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,i,u,l,u,l,u,o,r,c,b,s,k,EOS,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,u,l,u,o,r,b,c,b,s,j,s,k,EOS,,,
r,BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,g,n,c,d,h,t,p,a,q,l,o,r,c,b,m,e,EOS,,,,,,,,,,
BOS,i,l,f,n,g,d,h,t,p,a,l,u,l,u,q,o,r,c,b,s,j,s,j,s,j,e,EOS,,
BOS,i,f,f,g,n,d,h,t,p,a,l,q,o,r,c,b,s,k,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,o,r,c,b,s,j,o,s,e,EOS,,,,,,
BOS,i,a,f,g,n,d,h,t,p,a,l,q,o,r,c,b,s,e,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,i,l,q,o,r,c,b,s,j,s,j,s,k,EOS,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,u,l,u,r,o,r,c,b,s,e,EOS,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,n,l,u,l,u,o,r,c,b,s,j,s,k,EOS,,,
BOS,i,f,g,n,d,h,t,p,a,d,l,u,q,l,o,r,c,b,s,j,s,j,s,j,k,EOS,,,
BOS,i,f,n,g,d,h,t,p,c,a,q,l,u,l,o,r,c,b,m,k,EOS,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,u,l,q,u,l,o,r,h,c,b,m,e,EOS,,,,,,
BOS,i,i,f,n,g,d,h,t,p,a,q,l,o,r,c,b,s,j,s,j,s,j,k,EOS,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,s,l,u,l,o,r,c,b,s,e,EOS,,,,,,
BOS,i,f,n,l,g,d,h,t,p,a,q,l,u,l,u,u,o,r,c,b,s,j,s,k,EOS,,,,
BOS,i,f,g,n,d,h,t,p,h,a,q,l,o,r,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,u,l,u,m,l,q,o,r,c,b,s,k,EOS,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,q,o,r,c,b,m,r,e,EOS,,,,,,,,,,
BOS,i,f,g,f,n,d,h,t,p,a,l,q,o,r,c,b,m,e,EOS,,,,,,,,,,
BOS,i,f,g,n,d,o,h,t,p,a,l,u,l,u,q,l,o,r,c,b,s,k,EOS,,,,,,
BOS,i,f,g,n,u,d,h,t,p,a,q,l,u,l,o,r,c,b,m,k,EOS,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,o,r,c,b,s,j,s,i,e,EOS,,,,,,
BOS,i,f,n,g,d,n,h,t,p,a,l,q,u,l,o,r,c,b,s,k,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,u,l,u,BOS,o,r,c,b,s,j,s,k,EOS,,,
BOS,i,c,f,n,g,d,h,t,p,a,q,l,o,r,c,b,m,e,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,u,l,o,r,c,b,s,j,s,j,EOS,s,j,k,EOS,,,
BOS,i,f,g,n,d,h,t,p,s,a,l,q,u,l,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,q,l,u,l,u,l,u,p,o,r,c,b,m,e,EOS,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,u,l,q,o,r,c,b,m,k,l,EOS,,,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,q,o,r,q,c,b,m,e,EOS,,,,,,,,,,
f,BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,g,n,d,h,r,t,p,a,q,l,o,r,c,b,s,k,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,t,i,p,a,q,l,u,l,o,r,c,b,m,k,EOS,,,,,,,,
BOS,BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,s,k,EOS,,,,,
BOS,BOS,i,f,g,n,d,h,t,p,a,q,l,o,r,c,b,s,e,EOS,,,,,,,,,,
BOS,i,f,g,n,d,h,a,t,p,a,q,l,u,l,u,l,u,o,r,c,b,s,j,s,k,EOS,,,
