0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
n,BOS,i,f,n,g,d,h,t,p,a,q,l,u,l,o,r,c,b,m,e,EOS,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,q,l,o,r,c,b,s,j,h,s,k,EOS,,,,,,,,
BOS,i,f,p,n,g,d,h,t,p,a,q,l,u,l,o,r,c,b,s,j,s,k,EOS,,,,,,
BOS,i,f,g,n,d,h,t,p,a,l,q,o,r,c,b,n,m,k,EOS,,,,,,,,,,
BOS,i,f,n,g,r,d,h,t,p,a,l,q,o,r,c,b,s,e,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,o,r,c,b,m,k,r,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,u,q,l,o,r,c,b,s,j,s,a,e,EOS,,,,,,
BOS,i,f,n,g,d,h,t,p,a,k,q,l,o,r,c,b,m,k,EOS,,,,,,,,,,
BOS,i,f,g,e,n,d,h,t,p,a,q,l,o,r,c,b,s,k,EOS,,,,,,,,,,
BOS,u,i,f,g,n,d,h,t,p,a,l,q,o,r,c,b,s,e,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,u,l,q,u,k,l,u,o,r,c,b,s,j,s,e,EOS,,,
BOS,i,f,c,n,g,d,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,s,j,s,e,EOS,,,
BOS,i,f,n,g,d,EOS,h,t,p,a,q,l,u,l,u,l,u,o,r,c,b,m,e,EOS,,,,,
BOS,i,f,n,g,d,h,t,p,a,l,q,u,l,u,l,o,r,c,b,s,t,j,s,j,s,j,k,EOS,
BOS,i,f,n,g,d,h,t,j,p,a,q,l,o,r,c,b,m,e,EOS,,,,,,,,,,
BOS,i,f,n,g,d,h,t,p,m,a,q,l,u,l,u,l,u,o,r,c,b,m,e,EOS,,,,,
