0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
c,d,m,b,l,f,p,n,e,a,i,h,k,n,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,g
b,b,l,f,c,p,m,n,e,a,i,k,h,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,k,i,h,k,g,j,o
d,c,m,b,l,f,p,n,k,a,i,h,k,g,o,j
d,c,m,o,l,f,p,n,e,a,i,h,k,g,j,o
d,c,b,l,f,p,n,m,e,a,i,h,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,g,h,o
d,b,l,f,p,c,m,n,n,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,d,k,h,g,o,j
d,b,c,l,f,m,p,n,e,a,i,k,h,g,j,i
d,c,b,l,l,f,p,n,e,a,i,h,k,g,o,j
d,g,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,d,e,b,l,f,p,n,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,m,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,m,g,j,o
c,m,d,b,m,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,p,p,n,e,a,i,h,k,g,o,j
d,b,c,l,f,p,n,m,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,n,k,g,o,j
d,c,b,m,f,p,m,n,e,a,i,k,h,g,j,o
d,c,b,m,b,f,p,n,e,a,i,h,k,g,o,j
h,b,l,f,p,n,c,m,e,a,i,k,h,g,o,j
d,b,l,m,l,f,p,n,e,a,i,h,k,g,j,o
o,d,b,l,f,p,m,n,e,a,i,k,h,g,j,o
d,b,l,f,c,m,p,n,e,a,i,k,h,g,o,g
c,m,d,b,l,f,p,n,e,a,i,h,a,g,o,j
l,c,b,l,f,m,p,n,e,a,i,k,h,g,o,j
d,b,l,c,m,f,p,n,e,a,i,k,h,g,j,j
d,c,m,b,l,f,p,n,e,a,n,k,h,g,j,o
d,b,f,c,f,m,p,n,e,a,i,k,h,g,j,o
d,b,l,f,c,m,p,n,m,a,i,h,k,g,j,o
d,c,b,m,e,f,p,n,e,a,i,h,k,g,j,o
d,b,c,l,m,f,p,n,e,a,i,h,k,g,d,o
d,c,b,l,f,m,p,n,e,a,i,k,h,g,o,k
c,m,d,b,l,f,p,n,e,a,i,b,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,e,e,a,i,k,h,g,o,j
d,b,l,c,f,p,m,n,e,h,i,k,h,g,o,j
c,e,b,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,m,g,o,j
d,c,m,b,l,f,p,n,e,a,f,k,h,g,o,j
d,c,b,l,i,p,n,m,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,n,k,h,g,j,o
d,b,c,f,l,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,o,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,p,i,k,h,g,j,o
c,d,m,b,c,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,j,h,k,g,j,o
c,m,d,b,l,l,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,i,n,e,a,i,h,k,g,o,j
