0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
c,d,m,b,l,f,p,n,e,a,i,p,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,n,o
d,b,l,f,c,p,m,n,e,a,i,j,h,g,j,o
d,c,b,m,l,f,p,n,e,a,d,k,h,g,j,o
c,j,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,a,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,n,o
d,c,b,l,f,p,n,m,e,a,i,k,h,g,p,o
c,d,m,b,l,f,p,n,m,a,i,h,k,g,j,o
d,b,l,f,p,c,m,n,e,a,i,k,h,g,j,o
c,d,m,b,m,f,p,n,e,a,i,k,h,g,o,j
d,m,c,l,f,m,p,n,e,a,i,k,h,g,j,o
d,c,b,l,m,f,p,n,e,a,i,h,k,l,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,k,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,a,h,g,o,j
c,d,b,m,j,f,p,n,e,a,i,k,h,g,j,o
c,m,a,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,d,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,j
d,b,c,l,f,p,n,m,a,a,i,h,k,g,o,j
c,b,d,b,l,f,p,n,e,a,i,h,k,g,o,j
d,c,b,l,p,p,m,n,e,a,i,k,h,g,j,o
d,c,b,m,l,f,p,n,e,a,k,h,k,g,o,j
d,b,l,f,p,m,c,m,e,a,i,k,h,g,o,j
d,b,c,m,l,f,p,n,e,a,i,j,k,g,j,o
c,d,b,l,f,p,m,n,e,a,i,k,h,i,j,o
d,b,l,f,c,m,p,n,j,a,i,k,h,g,o,j
c,m,d,b,l,p,p,n,e,a,i,h,k,g,o,j
n,c,b,l,f,m,p,n,e,a,i,k,h,g,o,j
d,b,l,c,m,h,p,n,e,a,i,k,h,g,o,j
d,c,m,b,l,f,d,n,e,a,i,k,h,g,j,o
d,b,l,c,f,m,p,n,e,a,i,k,h,a,j,o
d,b,l,f,c,m,p,n,e,a,i,l,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,h,k,o,j,o
d,b,c,l,m,f,p,k,e,a,i,h,k,g,j,o
d,c,b,l,f,m,p,j,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,o,j,o
d,c,m,b,l,f,p,n,o,a,i,h,k,g,o,j
d,b,c,m,l,f,p,g,e,a,i,k,h,g,o,j
d,b,l,c,f,j,m,n,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,h,k,f,j,o
c,m,d,b,l,a,p,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,k,h,g,p,j
d,c,j,l,f,p,n,m,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,e,i,k,h,g,j,o
d,b,c,m,l,f,p,n,e,a,i,h,o,g,o,j
c,d,m,b,l,f,p,n,e,a,i,k,h,n,j,o
c,m,n,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,g,f,j
c,d,m,b,l,f,p,n,e,a,i,m,k,g,j,o
c,m,d,b,l,f,p,n,e,o,i,h,k,g,j,o
d,f,b,m,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,c,k,h,g,o,j
d,b,c,m,l,f,p,n,e,a,i,k,h,o,j,o
d,c,m,b,l,f,p,o,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,d,i,k,h,g,o,j
c,m,d,b,l,f,p,n,j,a,i,h,k,g,j,o
c,m,d,b,l,f,m,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,h,g,l,j
d,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,b
c,d,m,b,l,f,p,n,e,h,i,k,h,g,o,j
j,d,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,l,f,m,p,n,e,n,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,o,o,j
c,d,b,l,f,p,m,l,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,g,p,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,c
c,m,d,b,l,f,p,i,e,a,i,k,h,g,j,o
o,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,l,c,m,f,p,n,e,a,i,g,k,g,o,j
d,c,h,l,f,p,n,m,e,a,i,h,k,g,j,o
c,m,d,b,l,j,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,g,n,e,a,i,k,h,g,j,o
d,b,c,l,j,f,p,n,e,a,i,h,k,g,o,j
d,b,c,l,m,f,p,n,e,a,i,k,b,g,j,o
d,c,m,k,l,f,p,n,e,a,i,k,h,g,j,o
n,b,c,l,f,m,p,n,e,a,i,k,h,g,o,j
c,m,i,b,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,a,h,k,g,o,j
k,c,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,m,j
d,c,b,m,l,f,p,n,e,i,i,h,k,g,o,j
c,d,b,m,l,f,p,n,e,a,i,k,g,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,p,j,o
d,c,h,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,l,m,f,p,n,e,a,i,h,k,g,o,m
d,b,l,f,p,n,c,m,e,a,h,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,d,i,h,k,g,o,j
