0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
BOS,e,c,z,f,u,g,t,q,o,x,w,m,EOS,,,,,,,,
b,e,c,z,f,k,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,y,z,n,p,v,l,i,r,y,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,z,f,u,h,s,g,b,d,q,o,x,w,m,EOS,,,,,
BOS,e,c,z,e,u,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,j,n,p,v,l,i,r,y,g,d,q,a,x,w,m,EOS,,,
BOS,e,c,z,n,p,v,l,i,r,a,h,s,t,b,d,q,o,x,h,m,EOS
BOS,e,c,j,f,u,g,d,q,e,x,w,m,EOS,,,,,,,,
BOS,e,c,j,n,p,v,l,i,r,a,h,q,t,b,d,q,o,x,w,m,EOS
BOS,e,c,z,n,o,v,l,i,r,a,g,d,q,o,x,w,m,EOS,,,
BOS,e,BOS,z,f,u,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,z,BOS,u,h,s,t,b,d,q,o,x,w,m,EOS,,,,,
t,e,c,j,n,p,v,l,i,r,y,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,z,f,k,g,d,q,c,x,w,m,EOS,,,,,,,,
BOS,e,c,z,f,k,g,d,q,o,x,x,m,EOS,,,,,,,,
BOS,e,c,z,n,p,v,l,i,r,a,h,s,t,b,g,q,o,x,w,m,EOS
BOS,e,c,z,n,p,v,l,i,r,y,h,s,t,n,d,q,o,x,w,m,EOS
BOS,e,c,j,f,k,g,k,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,j,n,p,v,i,i,r,y,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,z,n,p,v,l,i,r,a,g,d,q,t,x,w,m,EOS,,,
h,e,c,j,n,p,v,l,i,r,a,h,s,t,b,d,q,o,x,w,m,EOS
BOS,e,c,z,n,p,v,l,i,r,a,h,s,t,b,d,q,k,x,w,m,EOS
BOS,e,x,z,f,k,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,j,f,u,g,d,q,o,x,n,m,EOS,,,,,,,,
BOS,e,c,h,f,u,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,j,f,u,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,j,n,p,e,l,i,r,a,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,z,n,p,v,l,j,r,a,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,z,n,p,v,l,i,r,a,g,y,q,o,x,w,m,EOS,,,
BOS,e,c,z,f,k,h,s,x,b,d,q,o,x,w,m,EOS,,,,,
BOS,e,c,j,x,u,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,z,n,p,v,d,i,r,a,h,s,t,b,d,q,o,x,w,m,EOS
BOS,e,c,t,f,k,h,s,t,b,d,q,o,x,w,m,EOS,,,,,
BOS,e,c,z,f,k,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,z,f,u,h,s,t,b,d,q,o,q,w,m,EOS,,,,,
BOS,EOS,c,z,n,p,v,l,i,r,y,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,j,n,p,v,l,i,r,x,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,z,f,s,h,s,t,b,d,q,o,x,w,m,EOS,,,,,
BOS,e,c,z,n,p,v,l,i,p,y,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,f,f,u,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,j,n,y,v,l,i,r,a,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,z,f,k,q,s,t,b,d,q,o,x,w,m,EOS,,,,,
a,e,c,z,n,p,v,l,i,r,y,h,s,t,b,d,q,o,x,w,m,EOS
BOS,e,c,z,n,p,v,l,i,z,y,h,s,t,b,d,q,o,x,w,m,EOS
BOS,e,c,j,f,k,t,s,t,b,d,q,o,x,w,m,EOS,,,,,
BOS,e,c,z,n,p,r,l,i,r,a,h,s,t,b,d,q,o,x,w,m,EOS
BOS,e,c,z,f,u,h,s,t,l,d,q,o,x,w,m,EOS,,,,,
