0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
BOS,e,c,z,m,u,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,z,f,r,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,z,n,p,x,l,i,r,y,g,d,q,o,x,w,m,EOS,,,
BOS,e,r,z,f,u,h,s,t,b,d,q,o,x,w,m,EOS,,,,,
BOS,e,c,z,o,u,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,f,n,p,v,l,i,r,y,g,d,q,o,x,w,m,EOS,,,
BOS,e,f,z,n,p,v,l,i,r,a,h,s,t,b,d,q,o,x,w,m,EOS
BOS,e,c,j,f,u,z,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,j,n,p,v,l,i,r,a,h,s,t,b,d,q,o,x,w,j,EOS
BOS,e,c,z,n,p,v,l,i,r,a,g,d,q,o,u,w,m,EOS,,,
BOS,e,c,q,f,u,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,h,f,u,h,s,t,b,d,q,o,x,w,m,EOS,,,,,
BOS,e,c,a,n,p,v,l,i,r,y,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,z,f,k,g,d,o,o,x,w,m,EOS,,,,,,,,
BOS,e,c,z,f,k,g,d,q,o,x,w,m,n,,,,,,,,
BOS,e,c,z,n,p,v,l,i,r,a,h,s,t,b,d,q,EOS,x,w,m,EOS
BOS,e,x,z,n,p,v,l,i,r,y,h,s,t,b,d,q,o,x,w,m,EOS
BOS,e,c,j,f,k,g,d,q,o,x,w,m,w,,,,,,,,
BOS,e,c,j,n,p,v,l,i,r,y,g,d,q,o,x,w,t,EOS,,,
BOS,p,c,z,n,p,v,l,i,r,a,g,d,q,o,x,w,m,EOS,,,
BOS,e,l,j,n,p,v,l,i,r,a,h,s,t,b,d,q,o,x,w,m,EOS
BOS,r,c,z,n,p,v,l,i,r,a,h,s,t,b,d,q,o,x,w,m,EOS
BOS,e,c,z,f,k,g,d,e,o,x,w,m,EOS,,,,,,,,
BOS,e,k,j,f,u,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,z,f,u,g,d,q,o,q,w,m,EOS,,,,,,,,
BOS,e,c,j,f,u,n,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,j,n,p,v,l,i,r,a,g,d,q,d,x,w,m,EOS,,,
BOS,e,c,z,a,p,v,l,i,r,a,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,z,n,p,v,l,i,r,a,g,d,q,o,x,z,m,EOS,,,
BOS,l,c,z,f,k,h,s,t,b,d,q,o,x,w,m,EOS,,,,,
BOS,e,c,j,f,l,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,z,l,p,v,l,i,r,a,h,s,t,b,d,q,o,x,w,m,EOS
BOS,e,c,z,f,b,h,s,t,b,d,q,o,x,w,m,EOS,,,,,
BOS,v,c,z,f,k,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,z,f,f,h,s,t,b,d,q,o,x,w,m,EOS,,,,,
BOS,e,c,z,n,h,v,l,i,r,y,g,d,q,o,x,w,m,EOS,,,
e,e,c,j,n,p,v,l,i,r,y,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,z,f,u,h,s,t,b,d,q,o,x,w,t,EOS,,,,,
BOS,e,c,z,n,p,v,l,p,r,y,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,j,f,u,g,d,q,o,x,w,l,EOS,,,,,,,,
