0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
c,e,BOS,z,f,u,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,z,f,d,g,k,q,o,x,w,m,EOS,,,,,,,,
l,e,c,z,n,p,v,BOS,i,r,y,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,z,q,u,h,s,t,b,d,f,o,x,w,m,EOS,,,,,
BOS,e,c,z,o,u,g,d,q,f,x,w,m,EOS,,,,,,,,
BOS,e,c,j,n,p,r,l,i,v,y,g,d,q,o,x,w,m,EOS,,,
x,e,c,z,n,p,v,l,i,r,a,h,s,t,b,d,q,o,BOS,w,m,EOS
BOS,e,c,w,f,u,g,d,q,o,x,j,m,EOS,,,,,,,,
BOS,e,c,j,n,EOS,v,l,i,r,a,h,s,t,b,d,q,o,x,w,m,p
BOS,e,c,z,n,p,w,l,i,r,a,g,d,q,o,x,v,m,EOS,,,
BOS,e,c,z,f,u,g,d,w,o,x,q,m,EOS,,,,,,,,
BOS,e,c,z,h,u,f,s,t,b,d,q,o,x,w,m,EOS,,,,,
q,e,c,j,n,p,v,l,i,r,y,g,d,BOS,o,x,w,m,EOS,,,
BOS,e,c,z,f,k,g,d,q,o,EOS,w,m,x,,,,,,,,
d,e,c,z,f,k,g,BOS,q,o,x,w,m,EOS,,,,,,,,
n,e,c,z,BOS,p,v,l,i,r,a,h,s,t,b,d,q,o,x,w,m,EOS
BOS,e,q,z,n,p,v,l,i,r,y,h,s,t,b,d,c,o,x,w,m,EOS
BOS,e,c,j,f,k,g,d,q,w,x,o,m,EOS,,,,,,,,
BOS,e,c,j,n,p,v,l,i,r,y,g,d,q,o,EOS,w,m,x,,,
BOS,e,c,z,n,l,v,p,i,r,a,g,d,q,o,x,w,m,EOS,,,
BOS,e,c,j,n,p,o,l,i,r,a,h,s,t,b,d,q,v,x,w,m,EOS
BOS,e,c,z,n,p,v,l,i,r,a,h,m,t,b,d,q,o,x,w,s,EOS
f,e,c,z,BOS,k,g,d,q,o,x,w,m,EOS,,,,,,,,
BOS,e,c,j,f,u,g,d,w,o,x,q,m,EOS,,,,,,,,
